GeneID,log2FoldChange,padj,tax_id,Org_name,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
121891942,2.2038100752308285,2.3965146134340498e-35,8240,Thunnus maccoyii,0,live,gpr180,,G protein-coupled receptor 180,integral membrane protein GPR180,NA,24,NC_056556.1,10236461,10247800,minus,11,NA
121901160,2.2388101771773776,5.999790099708038e-35,8240,Thunnus maccoyii,0,live,LOC121901160,,LIM domain containing preferred translocation partner in lipoma,lipoma-preferred partner,NA,7,NC_056539.1,6867352,7003976,plus,11,NA
121882707,2.238548107714215,1.061561778222021e-32,8240,Thunnus maccoyii,0,live,lbr,,lamin B receptor,delta(14)-sterol reductase LBR,NA,17,NC_056549.1,24893762,24910945,minus,14,NA
121912254,3.207569501375478,3.8465914317464437e-32,8240,Thunnus maccoyii,0,live,LOC121912254,,receptor-type tyrosine-protein phosphatase epsilon-like,receptor-type tyrosine-protein phosphatase epsilon-like,NA,14,NC_056546.1,13286442,13310455,plus,24,NA
121886645,5.13292437742794,4.2244102468189655e-30,8240,Thunnus maccoyii,0,live,ptprea,,protein tyrosine phosphatase receptor type Ea,receptor-type tyrosine-protein phosphatase epsilon,NA,20,NC_056552.1,10299518,10352853,minus,25,NA
121912076,2.380970522331914,2.0981723410992654e-28,8240,Thunnus maccoyii,0,live,LOC121912076,,"inositol 1,4,5-trisphosphate receptor interacting protein","inositol 1,4,5-trisphosphate receptor-interacting protein",NA,14,NC_056546.1,13882117,13886524,minus,2,NA
121884934,2.2951856178700742,4.511008254680219e-28,8240,Thunnus maccoyii,0,live,ccnf,,cyclin F,cyclin-F,NA,18,NC_056550.1,15748710,15760852,plus,18,NA
121890376,2.3372370441281496,8.821237308994284e-28,8240,Thunnus maccoyii,0,live,LOC121890376,,"inositol 1,4,5-trisphosphate receptor type 1","inositol 1,4,5-trisphosphate receptor type 1",NA,3,NC_056535.1,15462956,15539333,plus,61,NA
121880579,2.166342730611855,1.6059133842821382e-27,8240,Thunnus maccoyii,0,live,spint1a,,"serine peptidase inhibitor, Kunitz type 1 a",kunitz-type protease inhibitor 1a,NA,16,NC_056548.1,19154486,19163940,minus,11,NA
121885640,3.3669629958585894,4.749614812790666e-27,8240,Thunnus maccoyii,0,live,prlra,,prolactin receptor a,prolactin receptor a,NA,19,NC_056551.1,18380869,18395043,minus,9,NA
121897263,4.946730244846449,1.336473204222466e-26,8240,Thunnus maccoyii,0,live,LOC121897263,,receptor-type tyrosine-protein phosphatase beta-like,receptor-type tyrosine-protein phosphatase beta-like,NA,5,NC_056537.1,4143239,4193832,plus,35,NA
121911752,3.7520822223113575,8.143179674341964e-24,8240,Thunnus maccoyii,0,live,fbxo5,,F-box protein 5,F-box only protein 5,NA,14,NC_056546.1,9258106,9261852,minus,6,NA
121888408,4.413227515916991,4.133696649703298e-23,8240,Thunnus maccoyii,0,live,vipr1b,,vasoactive intestinal peptide receptor 1b,vasoactive intestinal polypeptide receptor 1b,NA,21,NC_056553.1,12426225,12482977,minus,14,NA
121902286,2.1970362846809874,5.797295346379704e-23,8240,Thunnus maccoyii,0,live,reep2,,receptor accessory protein 2,receptor expression-enhancing protein 2,NA,8,NC_056540.1,14329220,14341607,minus,8,NA
121881245,11.179664791130941,5.128637046872766e-22,8240,Thunnus maccoyii,0,live,LOC121881245,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12954945,12958430,minus,2,NA
121913745,2.4389726287485303,6.407301200708709e-22,8240,Thunnus maccoyii,0,live,paqr7a,,"progestin and adipoQ receptor family member VII, a","progestin and adipoQ receptor family member VII, a",NA,15,NC_056547.1,25894214,25900245,minus,2,NA
121905589,2.648725083262287,6.191201580162081e-21,8240,Thunnus maccoyii,0,live,trip13,,thyroid hormone receptor interactor 13,pachytene checkpoint protein 2 homolog,NA,10,NC_056542.1,17962602,17969301,plus,14,NA
121905130,5.95512610157867,5.980560079609061e-18,8240,Thunnus maccoyii,0,live,chrna6,,"cholinergic receptor, nicotinic, alpha 6",neuronal acetylcholine receptor subunit alpha-6,NA,2,NC_056534.1,28555795,28571269,minus,8,NA
121900131,2.2168496283256682,7.442894850810285e-17,8240,Thunnus maccoyii,0,live,lrp8,,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",low-density lipoprotein receptor-related protein 8,NA,7,NC_056539.1,25653988,25835765,minus,19,NA
121907917,3.687982040822086,9.260851178317364e-17,8240,Thunnus maccoyii,0,live,adcyap1r1a,,adenylate cyclase activating polypeptide 1a (pituitary) receptor type I,adenylate cyclase activating polypeptide 1a (pituitary) receptor type I,NA,12,NC_056544.1,19872775,19900646,minus,15,NA
121886242,3.413399172848152,3.007406378090333e-14,8240,Thunnus maccoyii,0,live,unc5cb,,unc-5 netrin receptor Cb,netrin receptor UNC5C,NA,19,NC_056551.1,14971271,15095377,minus,18,NA
121909689,2.2296834298924275,3.297420312416156e-14,8240,Thunnus maccoyii,0,live,LOC121909689,,adhesion G-protein coupled receptor G2,adhesion G-protein coupled receptor G2,NA,13,NC_056545.1,19891480,19914126,minus,33,NA
121906845,3.197176646345151,5.212979485295759e-14,8240,Thunnus maccoyii,0,live,LOC121906845,,interleukin-1 receptor type 1-like,interleukin-1 receptor type 1-like,NA,11,NC_056543.1,29333192,29367289,minus,13,NA
121909981,2.571974132746976,6.258720574108205e-12,8240,Thunnus maccoyii,0,live,ephb4a,,eph receptor B4a,ephrin type-B receptor 4a,NA,13,NC_056545.1,20399126,20433798,plus,17,NA
121908130,9.450466036294253,1.6597170406247767e-11,8240,Thunnus maccoyii,0,live,ednrba,,endothelin receptor Ba,endothelin receptor Ba,NA,12,NC_056544.1,8060965,8067311,minus,8,NA
121908151,3.401571930391318,2.400905694207098e-11,8240,Thunnus maccoyii,0,live,lamc2,,"laminin, gamma 2",laminin subunit gamma-2,NA,12,NC_056544.1,31800810,31825796,plus,24,NA
121895397,4.393579818360382,3.3142235397564276e-11,8240,Thunnus maccoyii,0,live,LOC121895397,,metabotropic glutamate receptor 4-like,metabotropic glutamate receptor 4-like,NA,4,NC_056536.1,24325758,24472001,plus,10,NA
121884983,8.036684651423315,4.4461831404007107e-11,8240,Thunnus maccoyii,0,live,trpm4a,,"transient receptor potential cation channel, subfamily M, member 4a",transient receptor potential cation channel subfamily M member 4a,NA,18,NC_056550.1,1609419,1648400,minus,28,NA
121913699,3.306124461788933,5.331691486802368e-9,8240,Thunnus maccoyii,0,live,LOC121913699,,relaxin-3 receptor 1-like,relaxin-3 receptor 1-like,NA,15,NC_056547.1,14080811,14145383,minus,12,NA
121884975,2.465345436898287,1.164195216414912e-8,8240,Thunnus maccoyii,0,live,LOC121884975,,cytohesin-3,cytohesin-3,NA,18,NC_056550.1,14876081,14912181,minus,14,NA
121909373,5.635580059814618,5.482368501308278e-8,8240,Thunnus maccoyii,0,live,pth1r,,parathyroid hormone 1 receptor,parathyroid hormone/parathyroid hormone-related peptide receptor,NA,12,NC_056544.1,18748881,18803452,minus,13,NA
121880721,2.4149097909109156,1.9184308773201999e-7,8240,Thunnus maccoyii,0,live,LOC121880721,,beta-2 adrenergic receptor,beta-2 adrenergic receptor,NA,16,NC_056548.1,332956,336781,plus,3,NA
121913659,2.580449084702091,3.821769347993371e-7,8240,Thunnus maccoyii,0,live,LOC121913659,,C-type lectin domain family 4 member E-like,C-type lectin domain family 4 member E-like,NA,15,NC_056547.1,4527164,4539450,plus,6,NA
121905193,7.275579382091433,6.069504345786534e-7,8240,Thunnus maccoyii,0,live,chrnb5a,,"cholinergic receptor, nicotinic, beta 5a",neuronal acetylcholine receptor subunit beta-2,NA,2,NC_056534.1,28593772,28604952,minus,8,NA
121910252,6.79889514510376,6.958798947544751e-7,8240,Thunnus maccoyii,0,live,LOC121910252,,adhesion G-protein coupled receptor G2-like,adhesion G-protein coupled receptor G2-like,NA,13,NC_056545.1,14675899,14677621,minus,3,NA
121913912,5.863924379216284,1.679362337018452e-6,8240,Thunnus maccoyii,0,live,LOC121913912,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12937372,12942692,minus,2,NA
121888104,2.401041305740824,3.829105306792271e-6,8240,Thunnus maccoyii,0,live,LOC121888104,,vasoactive intestinal polypeptide receptor 2-like,vasoactive intestinal polypeptide receptor 2-like,NA,21,NC_056553.1,4176983,4223997,plus,14,NA
121887156,3.004417631134551,6.81056266498406e-6,8240,Thunnus maccoyii,0,live,LOC121887156,,hydroxycarboxylic acid receptor 2-like,hydroxycarboxylic acid receptor 2-like,NA,20,NC_056552.1,2281158,2287802,plus,3,NA
121913911,2.136779576930081,1.827199946153578e-5,8240,Thunnus maccoyii,0,live,LOC121913911,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12923265,12930667,minus,2,NA
121883699,2.9330729849687036,2.529139237553207e-5,8240,Thunnus maccoyii,0,live,prkar1b,,"protein kinase, cAMP-dependent, regulatory, type I, beta",cAMP-dependent protein kinase type I-beta regulatory subunit,NA,18,NC_056550.1,15337730,15404328,minus,11,NA
121901629,4.67677081072014,2.6010901794021324e-5,8240,Thunnus maccoyii,0,live,kdrl,,kinase insert domain receptor like,vascular endothelial growth factor receptor kdr-like,NA,8,NC_056540.1,20104645,20153671,minus,33,NA
121895309,2.4784449429591837,3.935842666848301e-5,8240,Thunnus maccoyii,0,live,LOC121895309,,rhodopsin-like,rhodopsin-like,NA,4,NC_056536.1,21972989,21976227,minus,5,NA
121884899,5.716126765037991,8.368421331780088e-5,8240,Thunnus maccoyii,0,live,LOC121884899,,urotensin-2 receptor,urotensin-2 receptor,NA,2,NC_056534.1,7092350,7093434,minus,1,NA
121889385,5.856814860997849,1.0533228394865747e-4,8240,Thunnus maccoyii,0,live,LOC121889385,,uncharacterized LOC121889385,uncharacterized protein LOC121889385,NA,22,NC_056554.1,21874538,21877428,minus,2,NA
121905412,4.829994881670652,1.2954259000998037e-4,8240,Thunnus maccoyii,0,live,ifnlr1,,interferon lambda receptor 1,interferon lambda receptor 1,NA,10,NC_056542.1,10617706,10624833,plus,7,NA
121898840,2.7712973228208617,1.4340499256767985e-4,8240,Thunnus maccoyii,0,live,chrna10a,,"cholinergic receptor, nicotinic, alpha 10a",neuronal acetylcholine receptor subunit alpha-10a,NA,6,NC_056538.1,25199412,25203579,plus,5,NA
121909863,4.998984509193632,1.746227484175665e-4,8240,Thunnus maccoyii,0,live,gabra6b,,gamma-aminobutyric acid type A receptor subunit alpha6b,gamma-aminobutyric acid receptor subunit alpha-6,NA,13,NC_056545.1,12885911,12923923,plus,12,NA
121903725,2.1658513267506216,2.6831048345503047e-4,8240,Thunnus maccoyii,0,live,adora2aa,,adenosine A2a receptor a,adenosine A2a receptor a,NA,9,NC_056541.1,29968133,29977424,minus,3,NA
121881092,2.938856347280274,3.888387639514314e-4,8240,Thunnus maccoyii,0,live,LOC121881092,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12950946,12951938,minus,1,NA
121911227,3.2134994298619093,4.2880686830264593e-4,8240,Thunnus maccoyii,0,live,LOC121911227,,G-protein coupled receptor 4-like,G-protein coupled receptor 4-like|ovarian cancer G-protein coupled receptor 1-like,NA,14,NC_056546.1,1911127,2634225,minus,8,NA
121887719,4.693423066859792,4.4556660972970677e-4,8240,Thunnus maccoyii,0,live,LOC121887719,,C-C chemokine receptor type 1-like,C-C chemokine receptor type 1-like,NA,21,NC_056553.1,23324322,23336105,plus,4,NA
121881392,4.497339443584133,4.9043129146077e-4,8240,Thunnus maccoyii,0,live,LOC121881392,,prostaglandin D2 receptor 2,prostaglandin D2 receptor 2,NA,2,NC_056534.1,27237681,27239113,minus,1,NA
121911313,3.7297623681084207,6.995382285254568e-4,8240,Thunnus maccoyii,0,live,edaradd,,EDAR-associated death domain,ectodysplasin-A receptor-associated adapter protein,NA,14,NC_056546.1,28990056,29007870,minus,7,NA
121882598,2.5891922144513213,8.450813650634581e-4,8240,Thunnus maccoyii,0,live,opn8b,,"opsin 8, group member b","opsin 8, group member b",NA,17,NC_056549.1,10711419,10729171,plus,4,NA
121911187,2.29335166557432,8.824987344376703e-4,8240,Thunnus maccoyii,0,live,LOC121911187,,transient receptor potential channel pyrexia,transient receptor potential channel pyrexia,NA,14,NC_056546.1,1165673,1178220,minus,19,NA
121885122,3.8643341410240337,0.0010273031556249602,8240,Thunnus maccoyii,0,live,LOC121885122,,chemokine-like receptor 1,chemokine-like receptor 1,NA,19,NC_056551.1,28249584,28254089,plus,2,NA
121899536,4.070238507953958,0.001136552975842544,8240,Thunnus maccoyii,0,live,scarf1,,"scavenger receptor class F, member 1",scavenger receptor class F member 1,NA,6,NC_056538.1,17301372,17315421,minus,11,NA
121905006,3.49407277728705,0.0012081500102567757,8240,Thunnus maccoyii,0,live,ephb6,,eph receptor B6,ephrin type-B receptor 5,NA,10,NC_056542.1,14494134,14534493,minus,19,NA
121897352,2.3967086991517044,0.0012548023968669295,8240,Thunnus maccoyii,0,live,LOC121897352,,receptor-interacting serine/threonine-protein kinase 3-like,receptor-interacting serine/threonine-protein kinase 3-like,NA,5,NC_056537.1,19668717,19676740,minus,16,NA
121912275,2.1764118893222224,0.001285968731436621,8240,Thunnus maccoyii,0,live,ptpn20,,protein tyrosine phosphatase non-receptor type 20,FERM and PDZ domain-containing protein 2|tyrosine-protein phosphatase non-receptor type 13,NA,14,NC_056546.1,17478963,17506393,minus,48,NA
121885737,2.5977440555126594,0.0015444035930698877,8240,Thunnus maccoyii,0,live,LOC121885737,,sphingosine 1-phosphate receptor 3,sphingosine 1-phosphate receptor 3,NA,19,NC_056551.1,18042205,18046415,minus,2,NA
121901683,3.325403401805734,0.0015568066583547062,8240,Thunnus maccoyii,0,live,LOC121901683,,neuronal acetylcholine receptor subunit non-alpha-2-like,neuronal acetylcholine receptor subunit non-alpha-2-like,NA,8,NC_056540.1,17951143,17960197,plus,6,NA
121891039,3.420529188515622,0.00185820223268353,8240,Thunnus maccoyii,0,live,opn1lw1,,"opsin 1 (cone pigments), long-wave-sensitive, 1",red-sensitive opsin-1,NA,3,NC_056535.1,8066423,8072199,minus,6,NA
121895706,3.890752497815316,0.0033333559706834955,8240,Thunnus maccoyii,0,live,adora1b,,adenosine A1 receptor b,adenosine receptor A1b,NA,4,NC_056536.1,15706999,15710273,minus,2,NA
121891584,3.832859878534554,0.0040766439445259865,8240,Thunnus maccoyii,0,live,LOC121891584,,taste receptor type 1 member 3-like,taste receptor type 1 member 3-like,NA,3,NC_056535.1,20836192,20836812,minus,1,NA
121912801,3.405075749070189,0.00433795107694038,8240,Thunnus maccoyii,0,live,LOC121912801,,gamma-aminobutyric acid type B receptor subunit 1-like,gamma-aminobutyric acid type B receptor subunit 1-like,NA,15,NC_056547.1,30541343,30692486,plus,19,NA
121888167,3.238960883404466,0.004362517403312667,8240,Thunnus maccoyii,0,live,LOC121888167,,C-C chemokine receptor type 1-like,C-C chemokine receptor type 1-like,NA,21,NC_056553.1,23248090,23253674,plus,3,NA
