GeneID,log2FoldChange,padj,tax_id,Org_name,CurrentID,Status,Symbol,Aliases,description,other_designations,map_location,chromosome,genomic_nucleotide_accession.version,start_position_on_the_genomic_accession,end_position_on_the_genomic_accession,orientation,exon_count,OMIM
121890376,2.508556098169479,2.7106851222974288e-36,8240,Thunnus maccoyii,0,live,LOC121890376,,"inositol 1,4,5-trisphosphate receptor type 1","inositol 1,4,5-trisphosphate receptor type 1",NA,3,NC_056535.1,15462956,15539333,plus,61,NA
121911659,3.9871424951514687,3.5951680229224677e-36,8240,Thunnus maccoyii,0,live,fgfr2,,fibroblast growth factor receptor 2,fibroblast growth factor receptor 2,NA,14,NC_056546.1,23029331,23068843,plus,18,NA
121901064,3.1032560286669932,2.49810465146903e-34,8240,Thunnus maccoyii,0,live,tie1,,tyrosine kinase with immunoglobulin-like and EGF-like domains 1,tyrosine-protein kinase receptor Tie-1,NA,7,NC_056539.1,26078403,26101728,plus,25,NA
121891942,2.2491458935078152,2.5964900517029553e-34,8240,Thunnus maccoyii,0,live,gpr180,,G protein-coupled receptor 180,integral membrane protein GPR180,NA,24,NC_056556.1,10236461,10247800,minus,11,NA
121884101,2.4486458885510465,4.946016654223577e-34,8240,Thunnus maccoyii,0,live,fzd2,,frizzled class receptor 2,frizzled-2,NA,18,NC_056550.1,21202732,21205048,plus,1,NA
121905304,3.3769697523485327,1.6879371081654534e-33,8240,Thunnus maccoyii,0,live,LOC121905304,,chemokine-like receptor 1,chemokine-like receptor 1,NA,10,NC_056542.1,19635430,19642333,plus,2,NA
121885640,3.2728957943962875,3.3797400875523364e-32,8240,Thunnus maccoyii,0,live,prlra,,prolactin receptor a,prolactin receptor a,NA,19,NC_056551.1,18380869,18395043,minus,9,NA
121912254,3.844327291231512,3.4719388043631685e-31,8240,Thunnus maccoyii,0,live,LOC121912254,,receptor-type tyrosine-protein phosphatase epsilon-like,receptor-type tyrosine-protein phosphatase epsilon-like,NA,14,NC_056546.1,13286442,13310455,plus,24,NA
121884934,2.2466973438618174,7.676177877332895e-31,8240,Thunnus maccoyii,0,live,ccnf,,cyclin F,cyclin-F,NA,18,NC_056550.1,15748710,15760852,plus,18,NA
121900138,3.2658885867576446,7.967293683236272e-30,8240,Thunnus maccoyii,0,live,LOC121900138,,adhesion G-protein coupled receptor D2,adhesion G-protein coupled receptor D2,NA,7,NC_056539.1,20589817,20688787,minus,29,NA
121904484,2.1366205685219786,7.970229829557314e-30,8240,Thunnus maccoyii,0,live,phf19,,PHD finger protein 19,PHD finger protein 19,NA,9,NC_056541.1,338636,365717,plus,14,NA
121912465,2.43689823866987,1.2571499507875159e-27,8240,Thunnus maccoyii,0,live,spaca4l,,sperm acrosome associated 4 like,protein Bouncer,NA,15,NC_056547.1,11722706,11736509,plus,3,NA
121913745,2.5229906341081603,4.482351634033023e-27,8240,Thunnus maccoyii,0,live,paqr7a,,"progestin and adipoQ receptor family member VII, a","progestin and adipoQ receptor family member VII, a",NA,15,NC_056547.1,25894214,25900245,minus,2,NA
121905310,3.5062871469317,7.8769372963463815e-25,8240,Thunnus maccoyii,0,live,LOC121905310,,chemokine-like receptor 1,chemokine-like receptor 1,NA,10,NC_056542.1,19698010,19704164,plus,2,NA
121909607,2.901794904958509,2.96529773209935e-24,8240,Thunnus maccoyii,0,live,lrrc32,,leucine rich repeat containing 32,transforming growth factor beta activator LRRC32,NA,13,NC_056545.1,5307469,5319866,plus,4,NA
121892265,2.0361979275722026,5.1813996359378634e-24,8240,Thunnus maccoyii,0,live,LOC121892265,,bone morphogenetic protein receptor type-2-like,bone morphogenetic protein receptor type-2-like,NA,24,NC_056556.1,17076908,17112510,plus,13,NA
121900131,2.8834488719020763,5.235764274003152e-24,8240,Thunnus maccoyii,0,live,lrp8,,"low density lipoprotein receptor-related protein 8, apolipoprotein e receptor",low-density lipoprotein receptor-related protein 8,NA,7,NC_056539.1,25653988,25835765,minus,19,NA
121880579,2.2655456246554,5.972193715506095e-24,8240,Thunnus maccoyii,0,live,spint1a,,"serine peptidase inhibitor, Kunitz type 1 a",kunitz-type protease inhibitor 1a,NA,16,NC_056548.1,19154486,19163940,minus,11,NA
121888408,4.631707573663969,9.331226159622103e-24,8240,Thunnus maccoyii,0,live,vipr1b,,vasoactive intestinal peptide receptor 1b,vasoactive intestinal polypeptide receptor 1b,NA,21,NC_056553.1,12426225,12482977,minus,14,NA
121896122,2.530109543628694,1.433074694790634e-23,8240,Thunnus maccoyii,0,live,acvrl1,,activin A receptor like type 1,serine/threonine-protein kinase receptor R3,NA,4,NC_056536.1,16988118,17002358,plus,10,NA
121901160,2.442930432099447,4.5117940008013156e-23,8240,Thunnus maccoyii,0,live,LOC121901160,,LIM domain containing preferred translocation partner in lipoma,lipoma-preferred partner,NA,7,NC_056539.1,6867352,7003976,plus,11,NA
121881245,10.714416486592429,1.3980453840400867e-22,8240,Thunnus maccoyii,0,live,LOC121881245,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12954945,12958430,minus,2,NA
121905589,2.343215217220665,3.027451335356422e-22,8240,Thunnus maccoyii,0,live,trip13,,thyroid hormone receptor interactor 13,pachytene checkpoint protein 2 homolog,NA,10,NC_056542.1,17962602,17969301,plus,14,NA
121901728,2.3655018619791397,9.774343667001128e-22,8240,Thunnus maccoyii,0,live,hmmr,,hyaluronan-mediated motility receptor (RHAMM),hyaluronan mediated motility receptor,NA,8,NC_056540.1,10539597,10546895,minus,20,NA
121888049,2.204334812155369,2.2669200393150875e-21,8240,Thunnus maccoyii,0,live,tgfbr1b,,"transforming growth factor, beta receptor 1 b",TGF-beta receptor type-1b,NA,21,NC_056553.1,24659326,24737959,minus,10,NA
121902286,2.1059104640164605,4.770407703717848e-21,8240,Thunnus maccoyii,0,live,reep2,,receptor accessory protein 2,receptor expression-enhancing protein 2,NA,8,NC_056540.1,14329220,14341607,minus,8,NA
121907668,2.4437241313052382,1.1759058535218622e-20,8240,Thunnus maccoyii,0,live,ackr3a,,atypical chemokine receptor 3a,atypical chemokine receptor 3a,NA,11,NC_056543.1,20268078,20273963,minus,2,NA
121910427,2.1046541498951026,1.6842609787611098e-20,8240,Thunnus maccoyii,0,live,LOC121910427,,platelet-derived growth factor receptor beta-like,platelet-derived growth factor receptor beta-like,NA,13,NC_056545.1,207315,242416,plus,28,NA
121912504,5.0104811687216415,2.4387173472912888e-20,8240,Thunnus maccoyii,0,live,lpar2b,,lysophosphatidic acid receptor 2b,lysophosphatidic acid receptor 2b,NA,2,NC_056534.1,8788073,8810481,plus,5,NA
121905130,5.2623390036504825,3.003170681165718e-20,8240,Thunnus maccoyii,0,live,chrna6,,"cholinergic receptor, nicotinic, alpha 6",neuronal acetylcholine receptor subunit alpha-6,NA,2,NC_056534.1,28555795,28571269,minus,8,NA
121906845,3.1613690207252474,8.493797232678246e-20,8240,Thunnus maccoyii,0,live,LOC121906845,,interleukin-1 receptor type 1-like,interleukin-1 receptor type 1-like,NA,11,NC_056543.1,29333192,29367289,minus,13,NA
121908151,4.2968753825649895,2.805386625024878e-19,8240,Thunnus maccoyii,0,live,lamc2,,"laminin, gamma 2",laminin subunit gamma-2,NA,12,NC_056544.1,31800810,31825796,plus,24,NA
121906856,2.582783511870911,1.0245749878803634e-18,8240,Thunnus maccoyii,0,live,LOC121906856,,interleukin-1 receptor type 1-like,interleukin-1 receptor type 1-like,NA,11,NC_056543.1,29286413,29329049,minus,15,NA
121886242,3.1355013211743277,1.027523565190511e-18,8240,Thunnus maccoyii,0,live,unc5cb,,unc-5 netrin receptor Cb,netrin receptor UNC5C,NA,19,NC_056551.1,14971271,15095377,minus,18,NA
121913513,3.73431617714524,1.10897007475334e-17,8240,Thunnus maccoyii,0,live,chrnb3a,,cholinergic receptor nicotinic beta 3 subunit a,neuronal acetylcholine receptor subunit beta-3a,NA,2,NC_056534.1,28522142,28535990,minus,9,NA
121895397,4.459498836830701,1.648395228560704e-17,8240,Thunnus maccoyii,0,live,LOC121895397,,metabotropic glutamate receptor 4-like,metabotropic glutamate receptor 4-like,NA,4,NC_056536.1,24325758,24472001,plus,10,NA
121886645,5.110524570391311,5.965439236278746e-17,8240,Thunnus maccoyii,0,live,ptprea,,protein tyrosine phosphatase receptor type Ea,receptor-type tyrosine-protein phosphatase epsilon,NA,20,NC_056552.1,10299518,10352853,minus,25,NA
121909689,2.226251570075419,1.553701884082662e-16,8240,Thunnus maccoyii,0,live,LOC121909689,,adhesion G-protein coupled receptor G2,adhesion G-protein coupled receptor G2,NA,13,NC_056545.1,19891480,19914126,minus,33,NA
121885647,2.578075850697119,7.84237862397191e-15,8240,Thunnus maccoyii,0,live,f2rl1.2,,"coagulation factor II (thrombin) receptor-like 1, tandem duplicate 2","coagulation factor II (thrombin) receptor-like 1, tandem duplicate 2",NA,19,NC_056551.1,24014971,24017798,minus,2,NA
121880721,2.3588007459891043,1.7418152028671598e-13,8240,Thunnus maccoyii,0,live,LOC121880721,,beta-2 adrenergic receptor,beta-2 adrenergic receptor,NA,16,NC_056548.1,332956,336781,plus,3,NA
121911752,2.7211184367707846,2.0689078618418876e-13,8240,Thunnus maccoyii,0,live,fbxo5,,F-box protein 5,F-box only protein 5,NA,14,NC_056546.1,9258106,9261852,minus,6,NA
121913625,2.486388787025261,2.846817453815951e-13,8240,Thunnus maccoyii,0,live,LOC121913625,,TGF-beta receptor type-2-like,TGF-beta receptor type-2-like,NA,15,NC_056547.1,12096992,12117674,minus,7,NA
121913912,6.4004332236829145,1.226539602286379e-12,8240,Thunnus maccoyii,0,live,LOC121913912,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12937372,12942692,minus,2,NA
121885652,2.6040049677016768,2.223261838838454e-11,8240,Thunnus maccoyii,0,live,LOC121885652,,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,NA,19,NC_056551.1,18623977,18698386,minus,8,NA
121884983,4.12357894041927,7.866883265281654e-11,8240,Thunnus maccoyii,0,live,trpm4a,,"transient receptor potential cation channel, subfamily M, member 4a",transient receptor potential cation channel subfamily M member 4a,NA,18,NC_056550.1,1609419,1648400,minus,28,NA
121909373,5.2059853244680685,9.997672888079077e-11,8240,Thunnus maccoyii,0,live,pth1r,,parathyroid hormone 1 receptor,parathyroid hormone/parathyroid hormone-related peptide receptor,NA,12,NC_056544.1,18748881,18803452,minus,13,NA
121882669,2.5665573249606823,5.869872600810701e-10,8240,Thunnus maccoyii,0,live,adra1d,,adrenoceptor alpha 1D,alpha-1D adrenergic receptor,NA,2,NC_056534.1,18272060,18280175,plus,2,NA
121895309,2.8710136526090033,6.316770233553551e-10,8240,Thunnus maccoyii,0,live,LOC121895309,,rhodopsin-like,rhodopsin-like,NA,4,NC_056536.1,21972989,21976227,minus,5,NA
121908130,6.778018239994933,8.48742536305245e-10,8240,Thunnus maccoyii,0,live,ednrba,,endothelin receptor Ba,endothelin receptor Ba,NA,12,NC_056544.1,8060965,8067311,minus,8,NA
121913699,2.941496710325618,1.2186494141907586e-9,8240,Thunnus maccoyii,0,live,LOC121913699,,relaxin-3 receptor 1-like,relaxin-3 receptor 1-like,NA,15,NC_056547.1,14080811,14145383,minus,12,NA
121905193,6.351344764808271,2.1767797515834077e-9,8240,Thunnus maccoyii,0,live,chrnb5a,,"cholinergic receptor, nicotinic, beta 5a",neuronal acetylcholine receptor subunit beta-2,NA,2,NC_056534.1,28593772,28604952,minus,8,NA
121911227,4.45085405104596,2.7120925256961956e-9,8240,Thunnus maccoyii,0,live,LOC121911227,,G-protein coupled receptor 4-like,G-protein coupled receptor 4-like|ovarian cancer G-protein coupled receptor 1-like,NA,14,NC_056546.1,1911127,2634225,minus,8,NA
121901629,4.9336657635989285,2.9103207332056587e-9,8240,Thunnus maccoyii,0,live,kdrl,,kinase insert domain receptor like,vascular endothelial growth factor receptor kdr-like,NA,8,NC_056540.1,20104645,20153671,minus,33,NA
121888104,2.306523222475053,2.9240594879066982e-9,8240,Thunnus maccoyii,0,live,LOC121888104,,vasoactive intestinal polypeptide receptor 2-like,vasoactive intestinal polypeptide receptor 2-like,NA,21,NC_056553.1,4176983,4223997,plus,14,NA
121884975,2.144328028010649,5.7830019970404654e-9,8240,Thunnus maccoyii,0,live,LOC121884975,,cytohesin-3,cytohesin-3,NA,18,NC_056550.1,14876081,14912181,minus,14,NA
121903725,2.7095043125010165,2.4476837135723275e-8,8240,Thunnus maccoyii,0,live,adora2aa,,adenosine A2a receptor a,adenosine A2a receptor a,NA,9,NC_056541.1,29968133,29977424,minus,3,NA
121889385,6.184377772512576,3.724888812676526e-8,8240,Thunnus maccoyii,0,live,LOC121889385,,uncharacterized LOC121889385,uncharacterized protein LOC121889385,NA,22,NC_056554.1,21874538,21877428,minus,2,NA
121888397,2.0054597606389923,1.9598071823284268e-7,8240,Thunnus maccoyii,0,live,tlr3,,toll-like receptor 3,toll-like receptor 3,NA,2,NC_056534.1,11966523,11973187,plus,6,NA
121911187,2.5516503685896534,2.1111204409190656e-7,8240,Thunnus maccoyii,0,live,LOC121911187,,transient receptor potential channel pyrexia,transient receptor potential channel pyrexia,NA,14,NC_056546.1,1165673,1178220,minus,19,NA
121884899,5.782265512809483,2.2902754482244545e-7,8240,Thunnus maccoyii,0,live,LOC121884899,,urotensin-2 receptor,urotensin-2 receptor,NA,2,NC_056534.1,7092350,7093434,minus,1,NA
121898840,2.684007946370444,2.3121496610187062e-7,8240,Thunnus maccoyii,0,live,chrna10a,,"cholinergic receptor, nicotinic, alpha 10a",neuronal acetylcholine receptor subunit alpha-10a,NA,6,NC_056538.1,25199412,25203579,plus,5,NA
121909981,2.2272399064794492,2.8009295563272497e-7,8240,Thunnus maccoyii,0,live,ephb4a,,eph receptor B4a,ephrin type-B receptor 4a,NA,13,NC_056545.1,20399126,20433798,plus,17,NA
121910252,3.6684105214656677,1.298503449148173e-6,8240,Thunnus maccoyii,0,live,LOC121910252,,adhesion G-protein coupled receptor G2-like,adhesion G-protein coupled receptor G2-like,NA,13,NC_056545.1,14675899,14677621,minus,3,NA
121904521,2.1892243762521755,1.484424154129688e-6,8240,Thunnus maccoyii,0,live,tacr1a,,tachykinin receptor 1a,tachykinin receptor 1a,NA,9,NC_056541.1,34806875,34847268,plus,7,NA
121905006,4.827297623082,1.7477276234745146e-6,8240,Thunnus maccoyii,0,live,ephb6,,eph receptor B6,ephrin type-B receptor 5,NA,10,NC_056542.1,14494134,14534493,minus,19,NA
121883699,2.4920464412359156,1.9842070951968115e-6,8240,Thunnus maccoyii,0,live,prkar1b,,"protein kinase, cAMP-dependent, regulatory, type I, beta",cAMP-dependent protein kinase type I-beta regulatory subunit,NA,18,NC_056550.1,15337730,15404328,minus,11,NA
121880973,4.387548521520978,2.6293044616491728e-6,8240,Thunnus maccoyii,0,live,gcgrb,,glucagon receptor b,glucagon receptor,NA,2,NC_056534.1,31664619,31683670,plus,14,NA
121907099,2.352689548011481,3.9156870926584925e-6,8240,Thunnus maccoyii,0,live,LOC121907099,,ephrin type-A receptor 6-like,ephrin type-A receptor 6-like,NA,11,NC_056543.1,12950862,13142465,minus,17,NA
121909863,3.949435142422617,6.736737510803779e-6,8240,Thunnus maccoyii,0,live,gabra6b,,gamma-aminobutyric acid type A receptor subunit alpha6b,gamma-aminobutyric acid receptor subunit alpha-6,NA,13,NC_056545.1,12885911,12923923,plus,12,NA
121911313,4.008120384868394,7.16506645068205e-6,8240,Thunnus maccoyii,0,live,edaradd,,EDAR-associated death domain,ectodysplasin-A receptor-associated adapter protein,NA,14,NC_056546.1,28990056,29007870,minus,7,NA
121881092,3.6005919245814972,1.1356944642089107e-5,8240,Thunnus maccoyii,0,live,LOC121881092,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12950946,12951938,minus,1,NA
121898833,3.1410537774668734,2.7875643266021592e-5,8240,Thunnus maccoyii,0,live,gucy2f,,"guanylate cyclase 2F, retinal",retinal guanylyl cyclase 2,NA,6,NC_056538.1,9900952,9911452,minus,19,NA
121913911,2.3520641550197054,3.1488702768436985e-5,8240,Thunnus maccoyii,0,live,LOC121913911,,B2 bradykinin receptor-like,B2 bradykinin receptor-like,NA,16,NC_056548.1,12923265,12930667,minus,2,NA
121901683,2.9780161339295836,4.157454790451284e-5,8240,Thunnus maccoyii,0,live,LOC121901683,,neuronal acetylcholine receptor subunit non-alpha-2-like,neuronal acetylcholine receptor subunit non-alpha-2-like,NA,8,NC_056540.1,17951143,17960197,plus,6,NA
121907917,2.395259242455986,4.4640379017078234e-5,8240,Thunnus maccoyii,0,live,adcyap1r1a,,adenylate cyclase activating polypeptide 1a (pituitary) receptor type I,adenylate cyclase activating polypeptide 1a (pituitary) receptor type I,NA,12,NC_056544.1,19872775,19900646,minus,15,NA
121885737,2.8106571919502934,6.834344585916019e-5,8240,Thunnus maccoyii,0,live,LOC121885737,,sphingosine 1-phosphate receptor 3,sphingosine 1-phosphate receptor 3,NA,19,NC_056551.1,18042205,18046415,minus,2,NA
121881392,4.106262949712573,7.899255099468497e-5,8240,Thunnus maccoyii,0,live,LOC121881392,,prostaglandin D2 receptor 2,prostaglandin D2 receptor 2,NA,2,NC_056534.1,27237681,27239113,minus,1,NA
121882598,2.2405136879676975,8.174191770903092e-5,8240,Thunnus maccoyii,0,live,opn8b,,"opsin 8, group member b","opsin 8, group member b",NA,17,NC_056549.1,10711419,10729171,plus,4,NA
121910887,2.129353432475074,8.817067745999583e-5,8240,Thunnus maccoyii,0,live,LOC121910887,,gamma-aminobutyric acid receptor subunit beta-2,gamma-aminobutyric acid receptor subunit beta-2,NA,13,NC_056545.1,12810681,12881506,minus,9,NA
121898609,3.699568341045326,1.486797986101693e-4,8240,Thunnus maccoyii,0,live,LOC121898609,,succinate receptor 1-like,succinate receptor 1-like,NA,6,NC_056538.1,21344350,21387603,minus,10,NA
121891039,2.562746835557099,2.1381527534549384e-4,8240,Thunnus maccoyii,0,live,opn1lw1,,"opsin 1 (cone pigments), long-wave-sensitive, 1",red-sensitive opsin-1,NA,3,NC_056535.1,8066423,8072199,minus,6,NA
121905340,2.4187192222138743,2.215039642792768e-4,8240,Thunnus maccoyii,0,live,LOC121905340,,galanin receptor type 1-like,galanin receptor type 1-like,NA,10,NC_056542.1,26077094,26091223,plus,3,NA
121899885,2.7448748900989837,2.6612233536058054e-4,8240,Thunnus maccoyii,0,live,tbxa2r,,thromboxane A2 receptor,thromboxane A2 receptor,NA,7,NC_056539.1,20832640,20859105,minus,6,NA
121905412,3.0192703360220823,2.949382372316655e-4,8240,Thunnus maccoyii,0,live,ifnlr1,,interferon lambda receptor 1,interferon lambda receptor 1,NA,10,NC_056542.1,10617706,10624833,plus,7,NA
121882467,2.846789298977945,4.0528965210048556e-4,8240,Thunnus maccoyii,0,live,paqr8,,progestin and adipoQ receptor family member VIII,membrane progestin receptor beta,NA,17,NC_056549.1,7893792,7896567,minus,2,NA
121906810,2.976472557189258,0.0016298948506197454,8240,Thunnus maccoyii,0,live,edar,,ectodysplasin A receptor,tumor necrosis factor receptor superfamily member EDAR,NA,11,NC_056543.1,13792386,13840261,minus,14,NA
121885122,2.090490431100305,0.0023970374852169186,8240,Thunnus maccoyii,0,live,LOC121885122,,chemokine-like receptor 1,chemokine-like receptor 1,NA,19,NC_056551.1,28249584,28254089,plus,2,NA
121905325,2.633923877328175,0.0025560385016371303,8240,Thunnus maccoyii,0,live,LOC121905325,,urokinase plasminogen activator surface receptor-like,urokinase plasminogen activator surface receptor-like,NA,10,NC_056542.1,19493061,19495162,minus,4,NA
121895706,2.8161616796849285,0.0025760576458708747,8240,Thunnus maccoyii,0,live,adora1b,,adenosine A1 receptor b,adenosine receptor A1b,NA,4,NC_056536.1,15706999,15710273,minus,2,NA
121886387,2.673407778471508,0.0028473113051509253,8240,Thunnus maccoyii,0,live,ngfrb,,nerve growth factor receptor b,nerve growth factor receptor b,NA,20,NC_056552.1,15086480,15116324,plus,6,NA
121905933,3.0939760823547573,0.004838891085473108,8240,Thunnus maccoyii,0,live,LOC121905933,,hepatic lectin-like,hepatic lectin-like,NA,10,NC_056542.1,21386069,21391355,plus,6,NA
