,gene_id,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,description,hit_num,neg_log_p_adj,sig
46,ctsh,1.46289388755929,1.26333504770436,1.66245272741422,4.14379720132386,15.0910569455175,3.90226970874576e-14,1.49218015372999e-11,22.4027847503584,cathepsin H,47,10.826178740504355,True
47,LOC121902232,2.2856188458981,1.98464408319373,2.58659360860247,1.27883386833905,15.6333312711017,1.74033286533447e-14,7.58339927855161e-12,22.1974738134311,protocadherin gamma-A2-like,48,11.120136077086547,True
48,phka1a,1.1654084073652,1.0040085231177,1.32680829161271,3.42494120580851,14.864583022006,5.50563482018078e-14,2.0227270514848498e-11,22.0658238064831,"phosphorylase kinase, alpha 1a (muscle)",49,10.694062717343659,True
49,tagln,-1.60631404685269,-1.82780272353586,-1.38482537016951,9.54773195911222,-14.9298942602811,4.98321672349446e-14,1.86741063496231e-11,22.02586025613,transgelin,50,10.728760172201385,True
50,tead1b,-0.840514950176238,-0.957725984044588,-0.723303916307888,5.753057838165,-14.7623245480869,6.44031029709187e-14,2.3206171930117397e-11,21.835255711279,TEA domain family member 1b,51,10.634396494474796,False
51,acta2,-2.43908215252491,-2.78169254649896,-2.09647175855087,4.3754975875137,-14.6556031727994,7.59245692283997e-14,2.56437723641903e-11,21.7416554630171,"actin alpha 2, smooth muscle",52,10.591018086936288,True
52,si:ch211-195o20.7,-0.810326608937097,-0.923810182901298,-0.696843034972895,5.9701471080204,-14.6995790678289,7.09381222092608e-14,2.50786338836777e-11,21.7301584070229,cytospin-A,53,10.600696124657093,False
53,LOC121900476,1.19056993489966,1.02334158554333,1.357798284256,2.72679815922803,14.6562482082049,7.58488644277413e-14,2.56437723641903e-11,21.6927331015481,"isocitrate dehydrogenase [NADP], mitochondrial",54,10.591018086936288,True
54,sertad4,1.32064973606836,1.13420392838703,1.50709554374969,3.2179343959854,14.5818568179804,8.51170221538044e-14,2.7979607791155e-11,21.6224803197896,SERTA domain containing 4,55,10.553158377597263,True
55,hexb,0.761798438284168,0.654746502392464,0.868850374175872,7.18297020728852,14.6495186758864,7.664253895472381e-14,2.56437723641903e-11,21.6219531059844,hexosaminidase B (beta polypeptide),56,10.591018086936288,False
56,LOC121890906,0.955807819122125,0.820689019107969,1.09092661913628,8.10012571045187,14.5623881432175,8.773097269580681e-14,2.8341641989678098e-11,21.4704290951624,aldo-keto reductase family 1 member B1-like,57,10.54757499225373,False
57,cdkn2a/b,-1.00247815760284,-1.14546067518563,-0.859495640020044,5.23280182532903,-14.4334377076298,1.07279515127179e-13,3.40694283887789e-11,21.3451086932199,"cyclin-dependent kinase inhibitor 2A/B (p15, inhibits CDK4)",58,10.467635152891813,True
58,shroom2a,-0.928461047665288,-1.06211207579468,-0.794810019535892,5.76127413988058,-14.3010915662381,1.32076942935786e-13,4.124542799646359e-11,21.1180364981609,shroom family member 2a,59,10.3846241854402,False
59,LOC121883509,1.51742571340708,1.29736085446247,1.73749057235169,3.78471979848289,14.1949721372691,1.56213500621617e-13,4.7983153461430293e-11,20.9783622035022,"myosin heavy chain, fast skeletal muscle-like",60,10.318911213519206,True
60,LOC121897794,2.03102708003736,1.73505609542661,2.32699806464811,4.66407231039163,14.1268189672174,1.74083733386754e-13,5.17747128963112e-11,20.8628107437868,"myosin heavy chain, fast skeletal muscle-like",61,10.28588230069899,True
61,ddah1,-1.00773723829731,-1.15451818791605,-0.860956288678574,6.06748002949922,-14.1336852988635,1.72191201022057e-13,5.17747128963112e-11,20.8299194825494,dimethylarginine dimethylaminohydrolase 1,62,10.28588230069899,True
62,prr5a,-1.47061878188891,-1.68550585894249,-1.25573170483533,2.88063308692624,-14.0885926639128,1.85020643990448e-13,5.416768447576589e-11,20.8218685937071,proline rich 5a (renal),63,10.266259728948354,True
63,LOC121882134,3.54000297415801,3.06617830550926,4.01382764280677,-1.41730729082259,15.3802630187206,2.52950502363281e-14,1.0084113963363399e-11,20.7561331246591,uncharacterized LOC121882134,64,10.996362254885696,True
64,si:ch211-236l14.4,-1.01192905147725,-1.16047018935304,-0.863387913601458,4.84375810650337,-14.0242976599978,2.05047876464038e-13,5.7693947105254294e-11,20.7115267849962,SITS-binding protein,65,10.23886974796521,True
65,mybpc2b,1.93752514637678,1.65277292815509,2.22227736459846,1.79597869570178,14.0074162632874,2.10669305747347e-13,5.8048687967471195e-11,20.6969256424561,myosin binding protein Cb,66,10.236207591858685,True
66,rgma,0.868278295210601,0.740802752600474,0.995753837820728,5.14376788006485,14.0219972860805,2.05804664411166e-13,5.7693947105254294e-11,20.6934754742975,repulsive guidance molecule BMP co-receptor a,67,10.23886974796521,False
67,mgst3a,-0.819716160336755,-0.940075048652155,-0.699357272021355,7.38220179456604,-14.0204880769834,2.0630274088979199e-13,5.7693947105254294e-11,20.6131495358271,microsomal glutathione S-transferase 3a,68,10.23886974796521,False
68,LOC121880951,1.72163679761933,1.46710095362023,1.97617264161843,2.57844606969962,13.9242044313221,2.40802883480737e-13,6.445605182540819e-11,20.5863966791368,glutaminyl-peptide cyclotransferase,69,10.190736300172626,True
69,pcolcea,1.00935960636997,0.860876694788292,1.15784251795164,9.37706070761551,13.9941733323355,2.1519063749261998e-13,5.843517354636539e-11,20.540164667653,procollagen C-endopeptidase enhancer a,70,10.233325661812724,True
70,cobll1b,-0.660457678833528,-0.75919981342394,-0.561715544243116,6.49273934489407,-13.7695670605612,3.09228835611609e-13,8.160592525147479e-11,20.2203368509859,cordon-bleu WH2 repeat protein-like 1b,71,10.088278306802563,False
71,si:dkey-19b23.8,-1.40815979693777,-1.61965959293052,-1.19666000094502,5.80602069737929,-13.7062860504864,3.42769292554414e-13,8.797901691221989e-11,20.1473031998944,low density lipoprotein receptor adapter protein 1,72,10.055620895189158,True
72,fam13a,1.1104131909584,0.942531403889986,1.27829497802681,5.36164647595907,13.6162912341898,3.97080523736593e-13,9.92013036433671e-11,20.0281998086936,family with sequence similarity 13 member A,73,10.003482620573639,True
73,qdpra,1.08191284822775,0.918428206163096,1.2453974902924,7.02221949296363,13.6236387940267,3.92329744789517e-13,9.92013036433671e-11,19.972875109752,quinoid dihydropteridine reductase a,74,10.003482620573639,True
74,capn3b,2.34941829708693,1.99306250546128,2.70577408871259,1.68344162261999,13.5723274266302,4.26777649259872e-13,1.05217537028713e-10,19.954790006589,calpain 3b,75,9.977911868546828,True
75,LOC121901062,-1.0001102748784,-1.15224016231279,-0.847980387444012,6.69032306230264,-13.5335318172383,4.54891073521911e-13,1.10692130449092e-10,19.8252619547772,zinc finger protein GLIS1,76,9.955883253773678,True
76,LOC121884397,1.78600512652553,1.51254797218257,2.05946228086848,2.39181672825096,13.4453222037654,5.26174201947636e-13,1.2639648746016501e-10,19.8120988608938,"pyruvate dehydrogenase (acetyl-transferring) kinase isozyme 2, mitochondrial-like",77,9.89826499486585,True
77,lamb1b,2.23628084833681,1.89074021173647,2.58182148493715,4.9816098072057,13.3230917456494,6.44557640336565e-13,1.5287438616438301e-10,19.5713875620285,"laminin, beta 1b",78,9.815665273772217,True
78,pcdh19,1.52555510134388,1.28824360756239,1.76286659512538,2.74632203829333,13.2338719625773,7.48138200350934e-13,1.73060067407104e-10,19.480429817288,protocadherin 19,79,9.761803131462731,True
79,bsk146,-3.34760967575454,-3.8486616657303,-2.84655768577877,0.695240652596975,-13.754025532936,3.17138322596112e-13,8.253084375671329e-11,19.4746672448833,brain specific kinase 146,80,10.083383714844471,True
80,drd2a,1.88463831585189,1.59150653999151,2.17777009171226,2.35424814160695,13.2355782621201,7.46003691153726e-13,1.73060067407104e-10,19.4082101962968,dopamine receptor D2a,81,9.761803131462731,True
81,osgin2,-0.787387033522932,-0.910628837897775,-0.664145229148089,4.28383436332412,-13.1524910092058,8.57639798391704e-13,1.93609601234522e-10,19.3038368940582,oxidative stress induced growth inhibitor family member 2,82,9.713073109528763,False
82,tom1,-1.63915656493999,-1.89820782754089,-1.38010530233909,3.29239836678722,-13.0260435904115,1.06177391388015e-12,2.28671929015774e-10,19.1359868728175,target of myb1 membrane trafficking protein,83,9.640787144627128,True
83,LOC121883528,1.15586737686742,0.973640111968527,1.33809464176632,3.54954517933293,13.0578733714745,1.0060667459394e-12,2.2235876550487201e-10,19.1234555265106,"myosin heavy chain, fast skeletal muscle-like",84,9.652945745750182,True
84,LOC121882400,-0.758522185541281,-0.878120631237234,-0.638923739845327,4.64382698506245,-13.0563130694617,1.00872578683429e-12,2.2235876550487201e-10,19.117852776268,NF-kappa-B inhibitor alpha-like,85,9.652945745750182,False
85,LOC121883532,1.4505476223615,1.22165278008048,1.67944246464252,3.4932428809552,13.0458922685934,1.02667210936239e-12,2.23683201315385e-10,19.0856344619467,"myosin heavy chain, fast skeletal muscle-like",86,9.650366630342239,True
86,arsj,-2.63426956356435,-3.05286394618083,-2.21567518094787,2.99147009379844,-12.9552148925967,1.19748158071237e-12,2.49302359753418e-10,19.009342426441,"arylsulfatase family, member J",87,9.603273610693828,True
87,LOC121889778,-0.772855033500491,-0.895255385536572,-0.65045468146441,5.2824405740408,-12.9984981282672,1.11255546995878e-12,2.36341445302473e-10,18.9780180957025,V-set domain-containing T-cell activation inhibitor 1-like,88,9.626460112951374,False
88,itga5,-1.05708846482253,-1.22457237855516,-0.8896045510899,6.62746018522424,-12.9931973830442,1.12261240496985e-12,2.36341445302473e-10,18.9144632092346,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",89,9.626460112951374,True
89,adgrl2a,0.88534214785117,0.744172934698593,1.02651136100375,5.02616814775049,12.9106750034256,1.29189484289927e-12,2.66002567817623e-10,18.8390350561496,adhesion G protein-coupled receptor L2a,90,9.575114170949227,False
90,LOC121895275,2.22428390288201,1.87716642126303,2.57140138450099,1.1479031541596,13.1914196260199,8.03328398437067e-13,1.8356053904287002e-10,18.802108840631,N-lysine methyltransferase KMT5A-like,91,9.736220675628717,True
91,LOC121888899,-0.587240425760228,-0.681082973945176,-0.49339787757528,7.69597433569542,-12.8823162326591,1.35598924266884e-12,2.76164896085717e-10,18.6926776584297,dynactin subunit 1-like,92,9.55883152635538,False
92,LOC121913571,1.5235003362868,1.27913014375399,1.76787052881961,6.50417783464937,12.8342982229959,1.4721170519322599e-12,2.93436778745263e-10,18.670547105688,glyceraldehyde-3-phosphate dehydrogenase,93,9.53248545352928,True
93,LOC121888790,-0.480924677497453,-0.558050045200329,-0.403799309794578,6.16635134944064,-12.8368249193887,1.4657573099819599e-12,2.93436778745263e-10,18.648979207596,oxysterol-binding protein 1-like,94,9.53248545352928,False
94,LOC121883529,1.36540461816208,1.14578451649189,1.58502471983228,4.22977149168425,12.7987360383265,1.5647166935262599e-12,3.08611544069489e-10,18.6482716822617,"myosin heavy chain, fast skeletal muscle-like",95,9.510587832544072,True
95,oxct1a,1.14992090256887,0.963433892928014,1.33640791220972,3.98311855736452,12.6939617831079,1.87417720635586e-12,3.58331207300917e-10,18.5290373501255,3-oxoacid CoA transferase 1a,96,9.445715367194232,True
96,pak1,-0.795143110611115,-0.924029416987686,-0.666256804234543,4.8346168546174,-12.7003686025389,1.85355028038587e-12,3.58040944366908e-10,18.4902540117095,p21 protein (Cdc42/Rac)-activated kinase 1,97,9.446067306049326,False
97,LOC121883511,1.50273392503214,1.25699989636564,1.74846795369864,1.32558568500662,12.5890973912667,2.2476783098308996e-12,4.1288969109119203e-10,18.3939341901778,"myosin heavy chain, fast skeletal muscle-like",98,9.384165960327286,True
98,prkacab,-1.22279122175472,-1.42327372581543,-1.02230871769402,2.73026327830877,-12.5560673719319,2.38064020065398e-12,4.29171015905192e-10,18.3287750856115,"protein kinase, cAMP-dependent, catalytic, alpha, genome duplicate b",99,9.36736961582417,True
99,plekhg2,-1.20122311831534,-1.39686876375544,-1.00557747287524,6.60603025619869,-12.6395408804886,2.0592486236703497e-12,3.85841414617113e-10,18.2974759354628,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2",100,9.413591158821816,True
100,retsat.2,1.25100129634485,1.04553842057035,1.45646417211934,3.54160538430338,12.5343610515047,2.47242298863223e-12,4.37035750358511e-10,18.2924592070654,"retinol saturase, tandem duplicate 2",101,9.359483035458927,True
101,LOC121908475,1.55939307282784,1.30342868860553,1.81535745705014,3.77025882333422,12.5416265144095,2.44130131776384e-12,4.35644407532772e-10,18.2548660808483,supervillin-like,102,9.360867856732044,True
102,vaspb,-0.655719902025551,-0.762687011576267,-0.548752792474835,7.2907180750127,-12.6196092541499,2.13167142294012e-12,3.9545670744187103e-10,18.2398463762478,vasodilator stimulated phosphoprotein b,103,9.402901053881154,False
103,prss35,-2.38515723011938,-2.77851669592014,-1.99179776431863,1.38165885169418,-12.4826045060268,2.7063289725102397e-12,4.73911083718919e-10,18.1881349535384,serine protease 35,104,9.324303134006495,True
104,zgc:162730,0.619329198421766,0.517784310785737,0.720874086057794,5.97530015729767,12.5557105469279,2.38212017153973e-12,4.29171015905192e-10,18.165931064316,uncharacterized LOC121899398,105,9.36736961582417,False
105,arl4ab,2.46592193907455,2.06451463866184,2.86732923948727,0.913173454934115,12.6465440430222,2.03441013940863e-12,3.85037805879794e-10,18.1202722000619,ADP-ribosylation factor-like 4ab,106,9.414496626130752,True
106,dnajb5,-1.05756136040641,-1.23256970820298,-0.882553012609835,3.80539856698996,-12.4401212453667,2.91537078762447e-12,5.05789837478886e-10,18.1130341173901,DnaJ heat shock protein family (Hsp40) member B5,107,9.296029900913284,True
107,alpl,3.13783339080563,2.61748646433655,3.65818031727471,4.05007172749586,12.4140842827747,3.0516709529923798e-12,5.15127555371335e-10,18.0760902177906,"alkaline phosphatase, biomineralization associated",108,9.288085218075864,True
108,col23a1a,1.26064281185369,1.05106414627293,1.47022147743444,3.16558233900445,12.3829119291734,3.2235583707984996e-12,5.29822922751329e-10,18.0381712778817,collagen type XXIII alpha 1 chain a,109,9.275869255912225,True
109,igdcc4,-2.68246117032046,-3.11625310420664,-2.24866923643427,0.433323898045443,-12.7300401938412,1.7610378031441798e-12,3.43714222057423e-10,18.0202890882279,"immunoglobulin superfamily, DCC subclass, member 4",110,9.46380249744301,True
110,ampd1,2.10920028143271,1.75837301897012,2.4600275438953,1.23059368170628,12.3766266141854,3.25941166216671e-12,5.31057359252327e-10,18.0099150340537,adenosine monophosphate deaminase 1 (isoform M),111,9.274858568445046,True
111,sdk2b,-1.02681285848013,-1.19749613815011,-0.85612957881014,4.90628946943163,-12.3844898759267,3.21462146872784e-12,5.29822922751329e-10,17.9277862204575,sidekick cell adhesion molecule 2b,112,9.275869255912225,True
112,ajuba,-1.02951982609742,-1.20092922911216,-0.85811042308267,4.56207631423177,-12.3645374768865,3.32953496214005e-12,5.3320937252665e-10,17.9203997160397,ajuba LIM protein,113,9.273102225348142,True
113,sox4a,-1.05964910374085,-1.23701668290436,-0.882281524577336,3.41743823662265,-12.2988821406797,3.73856001943767e-12,5.7892065358846e-10,17.8696810353399,SRY-box transcription factor 4a,114,9.237380956255453,True
114,epha2a,-0.762493503953636,-0.88891232573475,-0.636074682172523,7.85201326767577,-12.4165863392063,3.03829163004746e-12,5.15127555371335e-10,17.8684253836974,eph receptor A2 a,115,9.288085218075864,False
115,LOC121900512,2.75408030759462,2.29738605399864,3.21077456119061,0.235918603596564,12.414489226125,3.0495014639783898e-12,5.15127555371335e-10,17.8654351820497,glypican-5-like,116,9.288085218075864,True
116,LOC121887888,-1.25661253347957,-1.46581687968583,-1.04740818727331,5.99746556462481,-12.3654090486397,3.32442762688147e-12,5.3320937252665e-10,17.8304590510699,glycine--tRNA ligase,117,9.273102225348142,True
117,itgbl1,2.41334089312676,2.01041263854435,2.81626914770917,5.47449887291213,12.3301611439119,3.5375828477235198e-12,5.52364081814964e-10,17.8302578457453,"integrin, beta-like 1",118,9.257774569732662,True
118,fzd4,1.33090589910064,1.10732122345811,1.55449057474316,1.49661954353895,12.2541479415867,4.04671149695561e-12,6.16449051369572e-10,17.812958649584,frizzled class receptor 4,119,9.210102811401422,True
119,stat3,0.573887993690006,0.478145904353756,0.669630083026256,6.85657037085849,12.3396272636108,3.4789868728825797e-12,5.47779638968075e-10,17.7507232007948,signal transducer and activator of transcription 3 (acute-phase response factor),120,9.261394114557689,False
120,si:ch73-217n20.1,-1.99281057165186,-2.32923081312346,-1.65639033018027,1.10202473874975,-12.1944355669037,4.49945006575726e-12,6.690967927150301e-10,17.6774863278052,zona pellucida sperm-binding protein 3 receptor,121,9.174511051886379,True
121,si:ch211-136a13.1,-1.05756778228399,-1.23506112665372,-0.88007443791425,5.9994128729263,-12.2660277405121,3.96240196697912e-12,6.08553488977769e-10,17.6544927689652,HHIP-like protein 1,122,9.21570124332224,True
122,LOC121909338,-2.91982674805299,-3.40652560567089,-2.43312789043508,1.6352041052892,-12.3502161618008,3.41462785507245e-12,5.42202390851631e-10,17.6500040398341,protein APCDD1-like,123,9.265838571721632,True
123,LOC121884030,1.51337151702836,1.25814641163054,1.76859662242619,3.91939908888176,12.2067476687389,4.40199530412128e-12,6.59841488106564e-10,17.6077119321351,"myosin heavy chain, fast skeletal muscle-like",124,9.180560381289489,True
124,mpdu1b,-0.661712572918214,-0.773128365665646,-0.550296780170782,5.95328342894912,-12.2264516548657,4.2505452027289e-12,6.42277947286544e-10,17.5811191983975,mannose-P-dolichol utilization defect 1b,125,9.192276989298655,False
125,ntn1b,2.42192968650047,2.00993847412336,2.83392089887758,1.4016217458551,12.1018392777082,5.30766522373053e-12,7.59158193107167e-10,17.5133630908705,netrin 1b,126,9.119667716548616,True
126,atp2a1,2.60083777704978,2.16114373904768,3.04053181505189,6.33443200618931,12.1770051820939,4.64124526621143e-12,6.81131161196434e-10,17.5093642006153,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1,127,9.1667692506437,True
127,plin2,-0.980866657358316,-1.14671009415333,-0.815023220563303,7.10142743393826,-12.1755751552222,4.65308153029532e-12,6.81131161196434e-10,17.4558748406861,perilipin 2,128,9.1667692506437,False
