"","gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","description","hit_num"
"87","arsj",-2.63426956356435,-3.05286394618083,-2.21567518094787,2.99147009379844,-12.9552148925967,1.19748158071237e-12,2.49302359753418e-10,19.009342426441,"arylsulfatase family, member J",87
"88","LOC121889778",-0.772855033500491,-0.895255385536572,-0.65045468146441,5.2824405740408,-12.9984981282672,1.11255546995878e-12,2.36341445302473e-10,18.9780180957025,"V-set domain-containing T-cell activation inhibitor 1-like",88
"89","itga5",-1.05708846482253,-1.22457237855516,-0.8896045510899,6.62746018522424,-12.9931973830442,1.12261240496985e-12,2.36341445302473e-10,18.9144632092346,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)",89
"90","adgrl2a",0.88534214785117,0.744172934698593,1.02651136100375,5.02616814775049,12.9106750034256,1.29189484289927e-12,2.66002567817623e-10,18.8390350561496,"adhesion G protein-coupled receptor L2a",90
"91","LOC121895275",2.22428390288201,1.87716642126303,2.57140138450099,1.1479031541596,13.1914196260199,8.03328398437067e-13,1.8356053904287e-10,18.802108840631,"N-lysine methyltransferase KMT5A-like",91
"92","LOC121888899",-0.587240425760228,-0.681082973945176,-0.49339787757528,7.69597433569542,-12.8823162326591,1.35598924266884e-12,2.76164896085717e-10,18.6926776584297,"dynactin subunit 1-like",92
"93","LOC121913571",1.5235003362868,1.27913014375399,1.76787052881961,6.50417783464937,12.8342982229959,1.47211705193226e-12,2.93436778745263e-10,18.670547105688,"glyceraldehyde-3-phosphate dehydrogenase",93
"94","LOC121888790",-0.480924677497453,-0.558050045200329,-0.403799309794578,6.16635134944064,-12.8368249193887,1.46575730998196e-12,2.93436778745263e-10,18.648979207596,"oxysterol-binding protein 1-like",94
"95","LOC121883529",1.36540461816208,1.14578451649189,1.58502471983228,4.22977149168425,12.7987360383265,1.56471669352626e-12,3.08611544069489e-10,18.6482716822617,"myosin heavy chain, fast skeletal muscle-like",95
"96","oxct1a",1.14992090256887,0.963433892928014,1.33640791220972,3.98311855736452,12.6939617831079,1.87417720635586e-12,3.58331207300917e-10,18.5290373501255,"3-oxoacid CoA transferase 1a",96
"97","pak1",-0.795143110611115,-0.924029416987686,-0.666256804234543,4.8346168546174,-12.7003686025389,1.85355028038587e-12,3.58040944366908e-10,18.4902540117095,"p21 protein (Cdc42/Rac)-activated kinase 1",97
"98","LOC121883511",1.50273392503214,1.25699989636564,1.74846795369864,1.32558568500662,12.5890973912667,2.2476783098309e-12,4.12889691091192e-10,18.3939341901778,"myosin heavy chain, fast skeletal muscle-like",98
"99","prkacab",-1.22279122175472,-1.42327372581543,-1.02230871769402,2.73026327830877,-12.5560673719319,2.38064020065398e-12,4.29171015905192e-10,18.3287750856115,"protein kinase, cAMP-dependent, catalytic, alpha, genome duplicate b",99
"100","plekhg2",-1.20122311831534,-1.39686876375544,-1.00557747287524,6.60603025619869,-12.6395408804886,2.05924862367035e-12,3.85841414617113e-10,18.2974759354628,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2",100
"101","retsat.2",1.25100129634485,1.04553842057035,1.45646417211934,3.54160538430338,12.5343610515047,2.47242298863223e-12,4.37035750358511e-10,18.2924592070654,"retinol saturase, tandem duplicate 2",101
"102","LOC121908475",1.55939307282784,1.30342868860553,1.81535745705014,3.77025882333422,12.5416265144095,2.44130131776384e-12,4.35644407532772e-10,18.2548660808483,"supervillin-like",102
"103","vaspb",-0.655719902025551,-0.762687011576267,-0.548752792474835,7.2907180750127,-12.6196092541499,2.13167142294012e-12,3.95456707441871e-10,18.2398463762478,"vasodilator stimulated phosphoprotein b",103
"104","prss35",-2.38515723011938,-2.77851669592014,-1.99179776431863,1.38165885169418,-12.4826045060268,2.70632897251024e-12,4.73911083718919e-10,18.1881349535384,"serine protease 35",104
"105","zgc:162730",0.619329198421766,0.517784310785737,0.720874086057794,5.97530015729767,12.5557105469279,2.38212017153973e-12,4.29171015905192e-10,18.165931064316,"uncharacterized LOC121899398",105
"106","arl4ab",2.46592193907455,2.06451463866184,2.86732923948727,0.913173454934115,12.6465440430222,2.03441013940863e-12,3.85037805879794e-10,18.1202722000619,"ADP-ribosylation factor-like 4ab",106
"107","dnajb5",-1.05756136040641,-1.23256970820298,-0.882553012609835,3.80539856698996,-12.4401212453667,2.91537078762447e-12,5.05789837478886e-10,18.1130341173901,"DnaJ heat shock protein family (Hsp40) member B5",107
"108","alpl",3.13783339080563,2.61748646433655,3.65818031727471,4.05007172749586,12.4140842827747,3.05167095299238e-12,5.15127555371335e-10,18.0760902177906,"alkaline phosphatase, biomineralization associated",108
"109","col23a1a",1.26064281185369,1.05106414627293,1.47022147743444,3.16558233900445,12.3829119291734,3.2235583707985e-12,5.29822922751329e-10,18.0381712778817,"collagen type XXIII alpha 1 chain a",109
"110","igdcc4",-2.68246117032046,-3.11625310420664,-2.24866923643427,0.433323898045443,-12.7300401938412,1.76103780314418e-12,3.43714222057423e-10,18.0202890882279,"immunoglobulin superfamily, DCC subclass, member 4",110
"111","ampd1",2.10920028143271,1.75837301897012,2.4600275438953,1.23059368170628,12.3766266141854,3.25941166216671e-12,5.31057359252327e-10,18.0099150340537,"adenosine monophosphate deaminase 1 (isoform M)",111
"112","sdk2b",-1.02681285848013,-1.19749613815011,-0.85612957881014,4.90628946943163,-12.3844898759267,3.21462146872784e-12,5.29822922751329e-10,17.9277862204575,"sidekick cell adhesion molecule 2b",112
"113","ajuba",-1.02951982609742,-1.20092922911216,-0.85811042308267,4.56207631423177,-12.3645374768865,3.32953496214005e-12,5.3320937252665e-10,17.9203997160397,"ajuba LIM protein",113
"114","sox4a",-1.05964910374085,-1.23701668290436,-0.882281524577336,3.41743823662265,-12.2988821406797,3.73856001943767e-12,5.7892065358846e-10,17.8696810353399,"SRY-box transcription factor 4a",114
"115","epha2a",-0.762493503953636,-0.88891232573475,-0.636074682172523,7.85201326767577,-12.4165863392063,3.03829163004746e-12,5.15127555371335e-10,17.8684253836974,"eph receptor A2 a",115
"116","LOC121900512",2.75408030759462,2.29738605399864,3.21077456119061,0.235918603596564,12.414489226125,3.04950146397839e-12,5.15127555371335e-10,17.8654351820497,"glypican-5-like",116
"117","LOC121887888",-1.25661253347957,-1.46581687968583,-1.04740818727331,5.99746556462481,-12.3654090486397,3.32442762688147e-12,5.3320937252665e-10,17.8304590510699,"glycine--tRNA ligase",117
"118","itgbl1",2.41334089312676,2.01041263854435,2.81626914770917,5.47449887291213,12.3301611439119,3.53758284772352e-12,5.52364081814964e-10,17.8302578457453,"integrin, beta-like 1",118
"119","fzd4",1.33090589910064,1.10732122345811,1.55449057474316,1.49661954353895,12.2541479415867,4.04671149695561e-12,6.16449051369572e-10,17.812958649584,"frizzled class receptor 4",119
"120","stat3",0.573887993690006,0.478145904353756,0.669630083026256,6.85657037085849,12.3396272636108,3.47898687288258e-12,5.47779638968075e-10,17.7507232007948,"signal transducer and activator of transcription 3 (acute-phase response factor)",120
"121","si:ch73-217n20.1",-1.99281057165186,-2.32923081312346,-1.65639033018027,1.10202473874975,-12.1944355669037,4.49945006575726e-12,6.6909679271503e-10,17.6774863278052,"zona pellucida sperm-binding protein 3 receptor",121
"122","si:ch211-136a13.1",-1.05756778228399,-1.23506112665372,-0.88007443791425,5.9994128729263,-12.2660277405121,3.96240196697912e-12,6.08553488977769e-10,17.6544927689652,"HHIP-like protein 1",122
"123","LOC121909338",-2.91982674805299,-3.40652560567089,-2.43312789043508,1.6352041052892,-12.3502161618008,3.41462785507245e-12,5.42202390851631e-10,17.6500040398341,"protein APCDD1-like",123
"124","LOC121884030",1.51337151702836,1.25814641163054,1.76859662242619,3.91939908888176,12.2067476687389,4.40199530412128e-12,6.59841488106564e-10,17.6077119321351,"myosin heavy chain, fast skeletal muscle-like",124
"125","mpdu1b",-0.661712572918214,-0.773128365665646,-0.550296780170782,5.95328342894912,-12.2264516548657,4.2505452027289e-12,6.42277947286544e-10,17.5811191983975,"mannose-P-dolichol utilization defect 1b",125
"126","ntn1b",2.42192968650047,2.00993847412336,2.83392089887758,1.4016217458551,12.1018392777082,5.30766522373053e-12,7.59158193107167e-10,17.5133630908705,"netrin 1b",126
"127","atp2a1",2.60083777704978,2.16114373904768,3.04053181505189,6.33443200618931,12.1770051820939,4.64124526621143e-12,6.81131161196434e-10,17.5093642006153,"ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1",127
"128","plin2",-0.980866657358316,-1.14671009415333,-0.815023220563303,7.10142743393826,-12.1755751552222,4.65308153029532e-12,6.81131161196434e-10,17.4558748406861,"perilipin 2",128
"129","LOC121884139",-1.83686289591603,-2.1490598157359,-1.52466597609617,1.9055236151051,-12.1122808062611,5.20947126305572e-12,7.50845100429808e-10,17.4443432166393,"microtubule-associated serine/threonine-protein kinase 1-like",129
"130","rela",-0.68329991829056,-0.799747368692606,-0.566852467888513,4.79907250130552,-12.0797845292772,5.52140818303846e-12,7.77854324252568e-10,17.3838673805636,"v-rel avian reticuloendotheliosis viral oncogene homolog A",130
"131","fam89b",-1.24802592183064,-1.46199549310056,-1.03405635056072,2.91631051417584,-12.0074114469854,6.28744245802936e-12,8.57064369109424e-10,17.3790154382017,"family with sequence similarity 89 member B",131
"132","mark1",-0.945162497842658,-1.10715603339085,-0.783168962294469,3.82890043043686,-12.0112055821463,6.24467682609302e-12,8.57064369109424e-10,17.3459278448097,"MAP/microtubule affinity-regulating kinase 1",132
"133","LOC121904145",1.73664263203698,1.44042752796338,2.03285773611057,5.77611663658642,12.069271632426,5.62640450702734e-12,7.86730904837099e-10,17.3399430575091,"L-serine dehydratase/L-threonine deaminase-like",133
"134","si:dkey-63b1.1",-2.48219796709383,-2.89411927038434,-2.07027666380333,0.0657060803848184,-12.4050913231923,3.10026413595113e-12,5.18657581386753e-10,17.3273309284232,"B2 bradykinin receptor",134
"135","gpd1b",1.37276198883328,1.13635223162359,1.60917174604297,2.53287453781409,11.9538458568245,6.92455872890019e-12,8.94796254506227e-10,17.2749964314996,"glycerol-3-phosphate dehydrogenase 1b",135
"136","ednraa",0.992600949578532,0.8220691834828,1.16313271567426,4.36690176052855,11.9824934320515,6.57592924110897e-12,8.72561167025775e-10,17.25174996182,"endothelin receptor type Aa",136
"137","snta1",0.853357144885509,0.706911512338986,0.999802777432032,5.15352205091144,11.9958826305646,6.41925574773935e-12,8.59125678181373e-10,17.2121679851858,"syntrophin, alpha 1",137
"138","LOC121900142",-0.669426014341936,-0.78410992444538,-0.554742104238491,5.71859657384893,-12.0164973989615,6.18553131871016e-12,8.57064369109424e-10,17.2079787838044,"unconventional myosin-IXb",138
"139","llgl1",-0.719590930446105,-0.842984817481503,-0.596197043410706,5.92361601139276,-12.0052121442655,6.31237033340986e-12,8.57064369109424e-10,17.1773623691541,"LLGL scribble cell polarity complex component 1",139
