"","category","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"11","ko00535  Proteoglycans",1.09208294929853,0.183992928423451,0.483687767597893,0.365947982064195,"ko00535","53/11131","81/18578",53,"cspg4/sdc4/bgnb/gpc4/aplp2/LOC121890299/cd44b/cspg4ba/aplp1/LOC121913506/LOC121900512/col12a1a/LOC121894315/acanb/sdc2/col18a1a/tgfbr3/gpc5c/smc3/p3h3/LOC121888432/aspn/srgn/appa/col12a1b/lum/gpc5a/LOC121912973/hspg2/agrn/gpc6a/p3h2/LOC121881182/ecm2/gpc3/LOC121882468/LOC121906205/LOC121903452/sdc3/fmodb/LOC121907457/p3h1/ognb/col15a1b/col9a3/LOC121885527/LOC121909394/LOC121892362/LOC121906613/engl/spock2/tsku/LOC121907218"
"12","ko03009  Ribosome biogenesis",1.04464619841275,0.196498155586644,0.483687767597893,0.365947982064195,"ko03009","174/11131","278/18578",174,"gtpbp4/LOC121904493/ddx21/hsc70/tmed5/kpnb1/LOC121911690/tmed1b/nmd3/ran/heatr1/faf2/tmed7/kpnb3/LOC121910100/nsa2/noa1/atp8a2/ighmbp2/abce1/rbm19/LOC121910655/atp11a/nsun5/hspa1b/isg20/pop1/LOC121907208/LOC121901979/lyar/hspa8b/pno1/dhx33/tsr3/tnpo1/LOC121888247/rrp12/pa2g4a/ipo8/ddx49/gnl2/pa2g4b/tbl2/wdr3/mrm1/LOC121884463/atp11b/rrp8/ttf2/rcl1/dnajc21/sdad1/ddx28/LOC121908985/LOC121884464/LOC121884395/dbr1/utp6/fbl/xrn1/utp4/LOC121893825/ncl/utp23/noc3l/wdr43/pdcd2l/LOC121881240/LOC121888546/LOC121887041/slit2/eral1/nop14/LOC121895902/ddx27/rpp40/gar1/rexo4/eif4a3/imp4/LOC121884002/csnk2b/brd2a/imp3/ddx56/LOC121905597/wdr36/urb2/LOC121884909/LOC121884465/ddx51/ddx31/pwp2h/ddx10/ipo9/dusp12/rpp38/wdr75/riok1/ercc8/ddx47/dimt1l/tex10/dhx15/nxf1a/LOC121891944/fcf1/LOC121903523/riok2/tsr2/riox2/gtf2h2/ipo7/LOC121906370/gnl3l/ftsj1/brd4/emg1/xpo1a/sox7/brd2b/mrm2/atp8b1/cmss1/wdr46/mtg1/nol10/sbds/mdn1/eif2a/LOC121891801/eif6/rrs1/mtg2/mrto4/nvl/brdt/ngdn/LOC121904545/ccdc86/si:dkey-251i10.3/bmt2/ipo4/atp8b4/nxt2/wdr74/LOC121912802/znf622/las1l/LOC121889226/tsr1/cebpz/bxdc2/riox1/nol12/ebna1bp2/rpf2/mtrex/csnk2a2b/LOC121884022/dhx37/msl1b/utp25/bysl/xpo1b/noc4l/kri1/pdcd2/nop10/gnl3/LOC121907187/noc2l/pdcd11/eif3jb"
"13","ko04091  Lectins",1.05760470935244,0.273135589594799,0.598624206725744,0.452906472193819,"ko04091","64/11131","101/18578",64,"LOC121909298/lgals3b/lman1/LOC121883761/canx/mrc2/colec12/LOC121898195/prkcsh/LOC121913506/LOC121913659/LOC121900435/acanb/calr/edem3/si:dkey-26c10.5/edem1/lman2/os9/lman2la/fbxo2/colec10/LOC121913963/pkd1a/LOC121881182/LOC121885369/LOC121910336/pla2r1/lgals8a/cd248a/LOC121895365/LOC121882468/LOC121909444/LOC121903452/LOC121881471/LOC121913561/LOC121900750/m6pr/LOC121912817/LOC121912891/gnptg/LOC121905933/si:ch211-282j22.3/LOC121906138/LOC121895179/clec11a/LOC121905407/LOC121897300/LOC121912949/LOC121881351/chid1/LOC121885527/asgrl1/LOC121909394/laynb/LOC121897301/igf2r/LOC121884743/LOC121895767/LOC121899215/chl1b/LOC121895967/LOC121903296/LOC121906613"
"14","ko03016  Transfer RNA biogenesis",1.03972512154064,0.280605096902692,0.598624206725744,0.452906472193819,"ko03016","114/11131","183/18578",114,"LOC121912691/LOC121905953/aimp1b/LOC121887267/ran/heatr1/alg12/trnt1/sephs1/madd/aimp2/b3gntl1/farsb/pop1/scdb/qars1/scyl1/LOC121912692/trmt10b/aars1/vars2/pxk/ptcd1/fam98b/ppid/eprs1/pus7/dars2/pus1/pus10/trmt9b/zcchc7/fars2/xrn1/trmt11/rtraf/akr1a1b/thg1l/kars1/adat1/vars1/tsen54/hars/rpp21/urm1/rpp40/mocs3/kti12/trpt1/cdkal1/dus3l/pars2/xpot/LOC121887887/rpp38/elac2/tarbp1/trmt5/mettl1/trmt6/dph3/ears2/rars1/LOC121911782/elp1/rnaset2/mto1/tyw1/mars1/flad1/trmt112/elp3/LOC121883624/ftsj1/pus3/LOC121886014/dars1/aars2/cars1/dus2/LOC121902595/xpo1a/qtrt1/tars2/nsun2/rpp14/elp4/trmu/LOC121912153/LOC121888390/lcmt2/tyw3/farsa/tsen15/tars1/LOC121889226/trmt44/alkbh8/mtrex/vps13c/cars2/eef1e1/trmt2a/nars2/trmt61b/trmt2b/tent4a/mars2/trmt10c/trmt10a/xpo1b/dtd1/qtrt2/LOC121887888"
"15","ko02042  Bacterial toxins",1.11268828796454,0.435735184802597,0.871470369605194,0.659336134898667,"ko02042","8/11131","12/18578",8,"hyal2b/nbl1/LOC121896795/neu1/hyal1/LOC121894435/hyal3/hyal2a"
"16","ko03310  Nuclear receptors",0.996783257968237,0.564145455914655,0.999999999964433,0.756578947341512,"ko03310","43/11131","72/18578",43,"ptbp1a/rxrbb/LOC121882331/nr5a2/LOC121894706/LOC121885442/LOC121894132/mapkapk3/rorca/LOC121909754/mapkapk2a/ptbp1b/nr1d4a/rxrba/thrb/LOC121909011/rxraa/nr4a1/LOC121890797/pparab/LOC121896101/nr3c2/raraa/LOC121886456/nr2c2/esr2b/LOC121903474/rxrgb/LOC121894836/LOC121881819/esrra/LOC121894278/nr2f1a/nr2f6a/pparg/nr4a3/ppardb/nr2f2/nr3c1/rarga/nr1d2b/nr1h3/nr2c1"
"17","ko01004  Lipid biosynthesis proteins",0.978951714891882,0.643916847042356,0.999999999964433,0.756578947341512,"ko01004","61/11131","104/18578",61,"acsl4a/LOC121887815/hacd2/acot7/tecra/acot11b/degs1/elovl6/mboat7/acsl1a/agpat4/elovl1b/hacd1/acsl3b/slc27a6/fasn/hacd4/scdb/LOC121901711/acsl3a/aacs/hsd17b12b/LOC121902402/mboat2a/lpcat1/acss3/LOC121886000/oxsm/abhd5a/acot11a/elovl1a/hsd17b12a/acsl6/elovl4b/LOC121903267/lpcat2/LOC121886987/lpgat1/LOC121909423/gpat2/agpat2/zgc:153738/LOC121896800/lpcat4/lpcat3/LOC121890335/acsf2/LOC121896802/gpat3/LOC121890333/LOC121909427/LOC121897329/acss1/acsl5/slc27a1a/olah/LOC121896824/elovl8b/tecrb/LOC121906114/acsbg2"
"18","ko01006  Prenyltransferases",0.938830742970084,0.713725026750587,0.999999999964433,0.756578947341512,"ko01006","9/11131","16/18578",9,"dhdds/fnta/pggt1b/polk/rabggtb/LOC121887599/pdss1/ptar1/fdps"
"19","ko00199  Cytochrome P450",0.931552985272641,0.761051907864171,0.999999999964433,0.756578947341512,"ko00199","24/11131","43/18578",24,"LOC121907923/LOC121889192/LOC121904285/LOC121882012/tbxas1/LOC121897527/LOC121894568/LOC121897063/LOC121900957/LOC121897065/LOC121906655/LOC121897700/LOC121897064/LOC121900958/LOC121894309/LOC121909123/LOC121911892/LOC121888453/LOC121892099/LOC121883925/LOC121911448/ptgis/LOC121883448/LOC121883444"
"20","ko00537  Glycosylphosphatidylinositol (GPI)-anchored proteins",0.931876441170305,0.843445541544948,0.999999999964433,0.756578947341512,"ko00537","67/11131","120/18578",67,"spaca4l/LOC121908813/im:7151449/gpc4/nt5e/LOC121900512/alpl/LOC121898268/cntfr/gpc5c/LOC121906130/f3a/LOC121913642/hyal2b/nbl1/gfra4b/LOC121894696/LOC121896795/LOC121913639/xpnpep2/LOC121883587/gpc5a/gpc6a/hyal1/LOC121897527/enpp6/LOC121897459/LOC121892294/LOC121913640/gpc3/LOC121897063/cntn3a.1/LOC121913626/LOC121897065/LOC121913627/LOC121897064/LOC121913600/LOC121894435/ca4c/LOC121892015/ncam1b/LOC121913593/LOC121911232/LOC121907457/cntn5/LOC121897782/dpep2/LOC121909054/LOC121913021/LOC121913472/LOC121913609/LOC121897300/cntn1b/LOC121911233/LOC121913164/LOC121911228/LOC121895767/chl1b/LOC121895967/LOC121913612/LOC121911235/hyal3/LOC121913590/LOC121913595/LOC121891961/hyal2a/lpl"
