"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"639","ventricular septum morphogenesis","Biological Process",1.5735407701644,0.00225759848164678,0.031489971321345,0.0267569977939912,"GO:0060412","29/4959","53/14261",29,"robo1/LOC121907292/smad7/LOC121883610/fzd1/LOC121888971/fgfr2/LOC121903818/tgfb2/tgfbr3/slit2/LOC121906230/tgfbr1b/heyl/nfatc1/notch1a/robo2/hey1/her6/sav1/egln1a/id2a/wnt11/gja5a/fzd2/tgfbr2b/slit3/cited4a/LOC121913625"
"640","positive regulation of ATP metabolic process","Biological Process",1.5735407701644,0.00225759848164678,0.031489971321345,0.0267569977939912,"GO:1903580","29/4959","53/14261",29,"LOC121895409/actn3b/ccnb1/lrpprc/gpd1b/tmsb2/map2k1/stat3/cdk1/LOC121882331/myog/pink1/eno1b/eno1a/LOC121882323/ppargc1a/gapdhs/prkaa2/myca/pprc1/esrrb/bcl2l1/insb/pfkfb3/LOC121909621/prkaa1/LOC121893682/insra/park7"
"641","positive regulation of binding","Biological Process",1.27223509273741,0.00227742945892087,0.0316433988473465,0.026887365012585,"GO:0051099","96/4959","217/14261",96,"mmp9/apoeb/tgfb1a/lfng/cald1a/bambia/epha4l/niban2a/LOC121884543/LOC121881793/LOC121898374/met/eif2ak3/rapgef3/cald1b/LOC121906858/tgfb2/fgd4a/LOC121903552/hmgb2a/itga2.2/LOC121907218/LOC121892330/eno1b/s100a10a/ralba/herpud1/LOC121896978/calm2a/plk2b/LOC121912923/hspa4b/LOC121898195/eno1a/pkd1a/hipk1a/her6/ptk2aa/fgd/LOC121903668/calm3a/pinx1/LOC121901056/LOC121894034/txn/LOC121911661/hipk2/hspa4a/gmnn/epb41l5/sting1/LOC121913666/LOC121882859/jak2a/stmn1b/myca/atxn2l/parp1/cav1/flot1b/arhgef7a/clic2/pparg/tert/dact1/derl1/LOC121891051/krit1/appa/LOC121901979/LOC121908669/LOC121898492/mfn2/dhx9/abl1/cln5/LOC121905677/cdt1/LOC121893682/LOC121901130/LOC121891244/gnl3l/eif2b4/lrp1ab/b2m/LOC121908944/sirt2/LOC121896730/LOC121908417/ran/kdm1a/LOC121896471/ctbp2l/LOC121882009/park7/ctnnb1"
"642","cytokinetic process","Biological Process",1.43789070377092,0.00227923215625001,0.0316433988473465,0.026887365012585,"GO:0032506","44/4959","88/14261",44,"LOC121912730/snx18a/kif23/snx33/LOC121888854/anln/plk1/LOC121897209/aurkb/pacsin3/aurka/stard13b/prc1b/LOC121896107/LOC121895127/LOC121900032/pacsin2/LOC121895480/racgap1/LOC121909861/ect2/LOC121885279/LOC121900198/cita/rhoab/dnm3b/LOC121913334/spast/arf1/LOC121882041/LOC121893952/LOC121912390/LOC121912416/anxa11b/asap2b/rab11fip4b/LOC121895481/LOC121913092/dlc1/LOC121896989/ap2a1/asap2a/LOC121894458/LOC121886003"
"643","response to progesterone","Biological Process",1.43789070377092,0.00227923215625001,0.0316433988473465,0.026887365012585,"GO:0032570","44/4959","88/14261",44,"tgfb1a/tgfb3/vegfab/LOC121892375/badb/socs3a/LOC121881170/tgfb2/ramp2/fosab/LOC121897936/LOC121906420/LOC121895615/tyms/thbs1b/junbb/pik3r1/adrb2a/ube3a/LOC121882333/reln/fosl1a/map2/txnipa/rhoab/oxtrb/LOC121892243/cav1/tgfbr2b/fosl2/ptger4b/vegfaa/LOC121881540/LOC121907630/hspa8b/LOC121892101/LOC121892244/ncoa2/LOC121908603/srebf1/LOC121913625/src/LOC121903384/LOC121887614"
"644","semi-lunar valve development","Biological Process",1.76257570139661,0.00228661115475851,0.0316965493455422,0.0269325269388522,"GO:1905314","19/4959","31/14261",19,"robo1/smad6b/jag1b/LOC121894409/LOC121885487/LOC121903818/tgfb2/slit2/LOC121906230/heyl/nfatc1/notch1a/robo2/hey1/LOC121881499/elna/efna1a/gja5a/slit3"
"645","cellular amino acid catabolic process","Biological Process",1.37644238309695,0.0022970852327509,0.0317923718957633,0.0270139472659372,"GO:0009063","56/4959","117/14261",56,"ddah1/glulb/LOC121904145/qdpra/aldh4a1/glula/LOC121912900/LOC121882322/LOC121884783/got2b/tdh/pcca/hibadha/aass/ahcy/auh/fah/gls2a/adhfe1/pccb/aspg/otc/LOC121886625/aldh5a1/gldc/prodha/ivd/aldh7a1/tat/scly/dldh/pcbd1/afmid/LOC121884653/cdo1/acat1/sardh/cbsb/acadsb/gcshb/hibch/arg2/hibadhb/LOC121894488/hykk.2/hdc/slc25a21/aldh6a1/LOC121885474/bckdk/shmt1/LOC121884079/prodhb/ppat/blmh/LOC121892322"
"646","regulation of microtubule polymerization or depolymerization","Biological Process",1.36717476751989,0.00235702843816839,0.0325645925703109,0.0276701024168737,"GO:0031110","58/4959","122/14261",58,"cav3/gas2l1/LOC121891910/LOC121909097/LOC121888899/fgf13a/hspa1b/LOC121911171/met/si:ch211-266i6.3/pak1/numa1/LOC121886029/fkbp4/LOC121880729/clasp1a/arhgef1a/prune/LOC121884464/arl2/LOC121884463/cdkn1bb/map2/camsap1b/dst/mapk8a/atl3/atl2/ska1/cdkn1ba/map1ab/spast/ska3/LOC121892243/dclk2a/LOC121913666/clip2/stmn1b/atxn2l/cav1/clasp2/rangrf/stmn2b/camsap2a/ttbk2a/LOC121884465/dclk1a/map1aa/LOC121900042/inpp5jb/LOC121892244/LOC121891815/abl1/camsap3/trpv4/terf1/apc/taok1a"
"647","DNA replication origin binding","Molecular Function",2.21213954426296,0.002367471779784,0.0325645925703109,0.0276701024168737,"GO:0003688","10/4959","13/14261",10,"mcm2/hspd1/orc3/cdc45/orc2/orc5/grwd1/mcm10/dhx9/orc4"
"648","peptidyl-proline hydroxylation","Biological Process",2.21213954426296,0.002367471779784,0.0325645925703109,0.0276701024168737,"GO:0019511","10/4959","13/14261",10,"p3h2/p4hb/p4ha2/p4ha3/p3h3/ogfod1/egln1a/p4ha1b/LOC121886785/LOC121912973"
"649","netrin-activated signaling pathway","Biological Process",2.21213954426296,0.002367471779784,0.0325645925703109,0.0276701024168737,"GO:0038007","10/4959","13/14261",10,"dcc/ntn1a/unc5cb/ntn2/trim9/ptk2aa/ntn1b/LOC121904321/unc5a/neo1a"
"650","condensed nuclear chromosome","Cellular Component",1.39680811223461,0.00238918035098357,0.032762231940446,0.0278380363961317,"GO:0000794","51/4959","105/14261",51,"add3a/rgs12a/ccnb1/rpa1/ncapd3/LOC121907520/lrpprc/plk1/cenpe/ncapd2/stag1a/LOC121907573/aurkb/aurka/hormad1/cdc6/bub1/ndc80/nol6/add3b/ncaph/ttk/LOC121909699/atr/LOC121896724/bub1bb/rgs12b/espl1/rad51/mis18bp1/sgo1/chek1/rad50/nifk/rad21b/LOC121897952/blm/hus1/mlh1/smc5/ifih1/kifap3a/LOC121883356/LOC121894484/kif4/waplb/rcc1/mis12/topbp1/stag2b/LOC121881346"
"651","response to estrogen","Biological Process",1.39680811223461,0.00238918035098357,0.032762231940446,0.0278380363961317,"GO:0043627","51/4959","105/14261",51,"mfge8b/mmp14a/pdgfra/tgfb3/LOC121890994/wnt7aa/aldoab/serpinb1l3/serpine1/LOC121884840/mmp2/LOC121912188/mmp13b/hspd1/LOC121910427/tgfb2/mmp14b/LOC121891705/tgfbr1b/LOC121912923/adrb2a/LOC121882333/cited1/LOC121888564/lepr/esr2b/mstnb/myca/LOC121904884/cav1/LOC121886477/bcas3/tgfbr2b/gba/angpt1/pparg/agtr1b/tbl1x/LOC121912144/ptprna/kmt2d/LOC121908599/comta/kcnma1a/LOC121895604/LOC121891704/gata6/pdgfrb/cited4a/LOC121913625/ctnnb1"
"652","mesenchymal cell development","Biological Process",1.42242951340779,0.0024216227645911,0.033138303974111,0.0281575844348539,"GO:0014031","46/4959","93/14261",46,"snai2/anxa6/pdgfra/LOC121907292/jag1b/sema3ab/LOC121884668/lef1/LOC121892375/tfap2a/fn1a/LOC121907106/ednraa/LOC121903818/nusap1/coro1ca/LOC121884818/rdh10a/pax3b/tes/zeb2a/pef1/heyl/nrarpa/notch1a/hey1/her6/LOC121881499/LOC121885837/LOC121909214/sema3d/wnt11/dla/lama5/sema3c/LOC121885838/LOC121909008/tapt1a/sh3pxd2aa/efnb1/sema3fa/zeb2b/rcc2/cited4a/LOC121908944/nrp2a"
"653","response to cold","Biological Process",1.50227386961141,0.00243146195613494,0.033138303974111,0.0281575844348539,"GO:0009409","35/4959","67/14261",35,"hsp90aa1.1/vegfab/gmpr/LOC121882400/eif2ak3/hspd1/immt/ucp2/tgfb2/auh/fosab/hspb1/metrnla/acot11b/sod2/atp2b1a/adipor2/adrb2a/ppargc1a/adma/pparg/fosl2/vegfaa/adrb3a/slc27a1a/acadm/acadl/lpl/impdh1b/rgn/prkaa1/adipor1a/LOC121905143/foxo1a/dnajc3a"
"654","lamellipodium organization","Biological Process",1.50227386961141,0.00243146195613494,0.033138303974111,0.0281575844348539,"GO:0097581","35/4959","67/14261",35,"LOC121886861/snx18a/LOC121908668/itgb1a/LOC121900142/arpc5b/snx33/wasf3b/ajuba/snx2/LOC121895830/fgd4a/LOC121908627/cyfip1/arhgef4/LOC121885279/rac3b/vav2/LOC121912151/LOC121905547/raph1b/arhgef7a/LOC121891051/wasf1/ptpro/LOC121896885/LOC121884980/LOC121887653/raph1a/nck2a/kitb/snx1a/wasf2/LOC121886003/arfip2b"
"655","chondrocyte development","Biological Process",1.78496777019839,0.00243516605881223,0.033138303974111,0.0281575844348539,"GO:0002063","18/4959","29/14261",18,"sulf2a/serpinh1b/LOC121884668/bmpr1ba/serpinh1a/msx2b/eif2ak3/bmpr1bb/chst11/col27a1a/chsy1/rarga/col27a1b/mia3/tgfbr2b/sfrp2/col11a1a/LOC121913625"
"656","zonula adherens","Cellular Component",1.78496777019839,0.00243516605881223,0.033138303974111,0.0281575844348539,"GO:0005915","18/4959","29/14261",18,"actn1/LOC121886861/LOC121911191/ctnna1/prkci/ctnnd1/LOC121912923/si:ch73-22o12.1/LOC121912151/epb41l5/LOC121908028/kifc3/LOC121887977/LOC121884980/camsap3/afdna/jupa/ctnnb1"
"657","polarized epithelial cell differentiation","Biological Process",1.64330366145248,0.00245396214701973,0.0332925837180017,0.0282886757821535,"GO:0030859","24/4959","42/14261",24,"LOC121888899/LOC121910149/fzd1/tcf15/prkci/ptk7b/LOC121891695/LOC121908245/LOC121898873/LOC121901717/rhoab/lama1/dvl1a/epb41l5/dync1h1/dvl2/fzd2/myo9aa/camsap3/LOC121884683/LOC121895366/fjx1/LOC121907338/rab10"
"658","cartilage development involved in endochondral bone morphogenesis","Biological Process",1.64330366145248,0.00245396214701973,0.0332925837180017,0.0282886757821535,"GO:0060351","24/4959","42/14261",24,"LOC121886803/anxa6/jag1b/LOC121912251/serpinh1b/LOC121884668/serpinh1a/mmp13b/thbs3a/ghra/LOC121881170/LOC121903552/thbs1b/col27a1a/rarga/col27a1b/cbsb/tgfbr2b/LOC121899965/sdc3/trpv4/LOC121913625/LOC121896730/LOC121890414"
"659","regulation of epithelial cell proliferation","Biological Process",1.20913536453464,0.00246770350007481,0.0334282081110285,0.0284039156960931,"GO:0050678","148/4959","352/14261",148,"apoeb/lamb1b/tgfb1a/snai2/robo1/ccnd2a/itgb3a/tgfb3/gja1b/glulb/wnt7aa/six4a/wnt10b/sulf2a/atoh8/LOC121904598/LOC121884543/xbp1/jcada/tnfaip3/vegfab/LOC121884668/LOC121883610/xdh/glula/cdkn2a/b/LOC121894706/sparc/atp5fa1/LOC121909123/LOC121892375/LOC121906924/twist2/foxp2/LOC121907106/itgb3b/LOC121891899/id1/ednraa/dab2/fgf2/fgfr2/LOC121903818/itga4/badb/stat3/LOC121881170/tgfb2/nr4a1/tgfbr3/hmgb2a/errfi1a/tnfb/LOC121891695/plaub/scg2a/tgfbr1b/LOC121912923/tnmd/thbs1b/b4galt1l/gata2a/has2/aimp1b/prkcaa/LOC121881107/wdr77/fgfr1a/nrarpa/pold4/notch1a/bnc1/hey1/her6/mydgf/LOC121905749/tgm1l1/cdk6/LOC121882333/bmp5/LOC121890513/cdkn1bb/lamb1a/wnt2/runx3/zfp36l1a/LOC121896445/adam17a/esr2b/sav1/LOC121888118/LOC121902115/vegfd/cdkn1ba/plaua/kif3a/pgfb/ptenb/wfdc1/LOC121881515/rap1gapb/LOC121895774/akt3a/LOC121911736/nr2f2/myca/LOC121908234/cav1/aimp1a/pparg/agtr1b/etv4/LOC121896077/gdf2/vegfaa/ptprna/efnb2a/caska/phb2b/nr1d1/fgf10a/sfrp2/krit1/vash2/vegfc/fbxw7/ift122/insb/pdcd10a/ift80/rgn/eya1/LOC121885668/serpinf1/LOC121895611/intu/foxp1b/ctsla/LOC121897080/thbs4a/plxnb3/apc/LOC121907338/nrp2a/kdm5ba/LOC121905449/grnb/ctnnb1"
"660","regulation of BMP signaling pathway","Biological Process",1.3434307305305,0.00248104736003128,0.0335580451257565,0.0285142380803595,"GO:0030510","64/4959","137/14261",64,"grem2a/hjv/nog2/smad6b/gpc5a/tob1b/LOC121907292/wnt1/dcc/smad7/LOC121883610/LOC121894409/skila/LOC121909225/rgma/fzd1/chrd/msx2b/numa1/LOC121903818/LOC121911428/msx1a/tgfbr3/ppm1aa/ilk/LOC121899381/tgfbr1b/ube3a/notch1a/her6/rnf165a/ube2o/LOC121911917/lpin1a/pelo/smurf1/hoxa13b/acsl3a/hipk2/bmper/mapk14b/LOC121911736/nbl1/itga3b/cav1/LOC121889567/lpin1b/gdf2/zgc:123305/sfrp2/grem1b/rgmd/LOC121901806/LOC121892101/abl1/nipa2/smad2/gata6/rgmb/acvr1l/neo1a/LOC121898715/acvr1ba/acsl4a"
"661","cell-cell adhesion","Biological Process",1.19466541059574,0.00250192905900477,0.0337317430627652,0.0286618290473355,"GO:0098609","167/4959","402/14261",167,"itgb2/unc5db/lamb1b/LOC121900435/pdgfra/robo1/LOC121899121/itgb3a/LOC121907292/LOC121886861/itgav/itga5/adam8a/mcamb/wnt7bb/itga8/plpp3/cd44b/srpx2/itga9/LOC121884668/LOC121908668/ntn1a/LOC121909225/itgb1a/lef1/kirrel1a/LOC121892375/megf10/gas6/LOC121906924/LOC121910149/fzd1/bmp7b/kirrel1b/sdk2b/itgb3b/nt5e/kirrel3l/ajuba/LOC121903818/itga4/sema4d/cdon/tgfb2/cdh11/pdia6/ctnna1/LOC121905775/tln1/fat1a/plxnb2b/col13a1/slit2/srfb/tnfb/pcdh18b/LOC121891695/celsr1a/parvaa/ctnnd1/LOC121912923/si:ch73-22o12.1/bves/LOC121898195/col8a2/cercam/LOC121903457/LOC121898873/notch1a/robo2/stxbp3/pkd1a/LOC121901717/tnip1/nectin3a/tln2b/scrib/bmp5/fblim1/LOC121912151/lamb1a/dab1a/zfp36l1a/LOC121888118/ntn1b/pcdh18a/LOC121899416/LOC121881182/nectin1b/LOC121908317/shc1/si:dkey-22o22.2/nedd9/rock1/LOC121911346/LOC121911307/LOC121889603/arvcfb/nphp4/fzd2/LOC121909077/dscamb/pcdh12/itga3b/LOC121908234/tyro3/LOC121898175/LOC121908028/celsr2/tjp1a/tgfbr2b/ptprt/cntn3a.1/atp6v1ba/LOC121897064/kifc3/pip5k1ca/slc7a11/LOC121887977/notch3/LOC121882386/LOC121892427/flrt3/efr3a/psen2/rab4b/dusp6/LOC121891951/astn1/LOC121891932/boc/rab4a/cadm2b/cd36/LOC121884980/ptpn23a/LOC121902136/LOC121910731/LOC121900496/negr1/LOC121897063/ezrb/cadm3/LOC121897065/nrxn2b/gypc/camsap3/pear1/scarf2/kitb/cadm1b/pals1a/dspa/thbs4a/plxnb3/LOC121910305/LOC121908556/LOC121913625/zc4h2/LOC121886003/src/LOC121907338/LOC121907980/jupa/ctnnb1/alcama"
"662","formation of primary germ layer","Biological Process",1.29978820679857,0.00250522523250962,0.0337317430627652,0.0286618290473355,"GO:0001704","80/4959","177/14261",80,"mmp9/itgb2/lamb1b/mmp14a/itgb3a/LOC121907292/itgav/itga5/atoh8/col6a1/itga8/sox4a/col7a1/mmp2/LOC121883610/LOC121908668/itgb1a/lef1/rgma/fn1a/bmp7b/itgb3b/smad1/chrd/prkacab/epha2a/fgf2/itgb4/itga4/mmp14b/eya2/slit2/itga2.2/alg5/srfb/LOC121891695/wls/LOC121908245/LOC121900498/LOC121912923/sall1b/mmp15b/ect2/LOC121911917/lamb1a/six2a/ext2/dvl1a/epb41l5/LOC121907912/dvl2/wnt11/dusp5/itga3b/nlk2/inhbaa/ctr9/apc2/sox3/rgmd/LOC121886202/slit3/dusp2/sall1a/eya1/dusp1/LOC121885668/smad2/gata6/pbx1a/rgmb/col11a1a/apc/sall3b/LOC121908944/LOC121907338/ash1l/ndst2a/prkar1aa/ctnnb1"
"663","regulation of chromosome segregation","Biological Process",1.29978820679857,0.00250522523250962,0.0337317430627652,0.0286618290473355,"GO:0051983","80/4959","177/14261",80,"LOC121886803/ccnb1/kpna2/mki67/LOC121910149/tacc3/dlgap5/cdc20/numa1/plk1/cenpf/spag5/cenpe/LOC121886029/kif11/kntc1/lmnb1/aurkb/stard13b/hormad1/timeless/cdc6/bub1/ndc80/usp44/chd3/LOC121912923/fen1/LOC121912506/lmnb2/racgap1/ttk/ect2/LOC121908543/pttg1/cita/bub1bb/ube2c/cdca5/LOC121913823/espl1/chd5/LOC121912085/dync1h1/psd2/LOC121912507/ppp2r2ab/cdc23/rad21b/atxn2l/LOC121893952/LOC121882053/slkb/pds5b/smc5/trip13/pip5k1ca/nup93/hecw2b/ezrb/dusp1/LOC121894484/LOC121907308/katnal1/waplb/cdt1/ttl/tnksa/slka/terf1/dlc1/recql4/rcc2/apc/bub3/LOC121895366/sirt2/LOC121906213/hnrnpub/ctnnb1"
"664","cortical cytoskeleton organization","Biological Process",1.30413342900153,0.0025203169455933,0.0338838394176376,0.0287910651711244,"GO:0030865","78/4959","172/14261",78,"actb1/actn1/LOC121911286/LOC121912730/rgs12a/LOC121902029/wdr1/LOC121910149/ehd2b/kif23/wasf3b/anln/plk1/llgl1/LOC121897209/mtmr1a/coro1ca/tln1/stard13b/prc1b/tnfb/srpk3/LOC121890551/LOC121896107/cyfip1/LOC121895127/LOC121900032/arpc2/LOC121895480/racgap1/LOC121909861/ect2/LOC121885837/arl2/rac3b/LOC121900198/cita/dst/rgs12b/rhoab/LOC121913823/dnm3b/epb41l3a/LOC121913334/LOC121909712/si:dkey-22o22.2/rock1/LOC121893952/rab13/slkb/arpc4l/apc2/pip5k1ca/LOC121912390/LOC121912416/LOC121885838/wasf1/madd/ezrb/fmnl2a/rab11fip4b/arf6b/LOC121907308/LOC121895481/trpv4/slka/LOC121913092/dlc1/LOC121896989/apc/LOC121895366/wasf2/LOC121894458/LOC121898715/LOC121886003/mtm1/LOC121906213/pik3c2a"
"665","pyridine-containing compound metabolic process","Biological Process",1.32437301663111,0.00253395073205891,0.0340159070452479,0.0289032829049727,"GO:0072524","70/4959","152/14261",70,"LOC121895409/gapdh/pfkma/idh2/LOC121908596/ldhba/LOC121896982/aldoab/mdh1ab/LOC121884840/pdha1a/suclg1/rnls/mdh2/nt5e/dlat/LOC121885865/gpd1b/pdhb/eno3/prkag3b/dlst/ogdha/LOC121884632/LOC121896391/psat1/eno1b/idh3g/hk1/LOC121886625/LOC121909219/eno1a/pgm1/LOC121909824/bpgm/ptgs2b/mpc1/pgk1/h6pd/nadsyn1/pgam2/LOC121908177/gapdhs/naprt/nadka/pdhx/rpia/LOC121882271/pkma/dldh/LOC121909093/me1/shpk/LOC121900476/taldo1/LOC121900393/nudt12/pdha1b/LOC121907630/nadkb/pfkfb3/nadk2/idh3a/tpi1b/slc37a2/aldob/idh1/pck1/galt/mpc2b"
"666","negative regulation of neurogenesis","Biological Process",1.18191455650621,0.002550776443512,0.0341903623291767,0.0290515173888849,"GO:0050768","187/4959","455/14261",187,"apoeb/tgfb1a/lfng/smad6b/idh2/dusp8a/pmp22b/epha4l/wnt7aa/jag1b/numbl/flna/wnt7bb/dcc/sema3ab/cspg4/dmd/fgf13a/LOC121884668/LOC121883610/LOC121894409/LOC121908668/cdkn2a/b/ntn1a/itgb1a/rgma/casz1/LOC121892375/smarcd3b/dio3a/bmp7b/sdk2b/plk1/irx3a/id1/etfb/LOC121906858/dab2/llgl1/cbfa2t2/LOC121903818/LOC121880577/dixdc1a/LOC121884818/LOC121886029/fkbp4/stat3/atf5a/pitx3/dlst/ctnna1/LOC121909171/tp53/prpf19/xylt1/LOC121889601/slit2/LOC121889326/ulk2/aspm/LOC121907218/ctsz/tnfrsfa/LOC121892330/kif26ab/LOC121908407/arhgef1a/plk2b/LOC121900498/inpp5f/wwc3/LOC121912923/rap1gap2a/il15ra/fxr1/ube3a/itm2cb/notch1a/dennd5a/hey1/her6/LOC121881499/sema6dl/ptk2aa/gli3/map2/cita/LOC121880586/dab1a/LOC121906627/rhoab/LOC121886002/mapk8a/adam17a/LOC121882271/ntn1b/dnm3b/fxr2/isl2b/abcc8/efna1a/LOC121894315/psd2/LOC121892243/id2a/rtca/ptenb/LOC121900476/gdi1/si:dkey-22o22.2/rap1gapb/LOC121895774/prtga/trim46a/ppp2r2ab/LOC121912489/irx2a/efemp1/znf536/dla/dnajb11/LOC121894042/cav1/LOC121895054/LOC121895466/kif26ba/kdm4aa/cntn3a.1/stmn2b/mdm2/ctr9/tert/sox3/notch3/efnb2a/ephb2b/inpp5jb/med23/ulk1b/appa/ptpro/tsc1a/LOC121908669/fbxw7/nfatc4/slit3/LOC121892101/mfn2/ptprz1a/id4/LOC121882623/LOC121892244/abl1/gpr173/LOC121908280/trak2/LOC121913726/LOC121913383/sema3fa/lingo1a/pcm1/ryk/pbx1a/socs5b/trpv4/med22/LOC121888602/thrb/zhx2a/neo1a/LOC121891993/med10/lrp1ab/LOC121898715/b2m/ddx6/carm1/sirt2/kank1a/LOC121885912/smarcd1/kdm1a/arhgdia/cers2a/fsta/epha3/ctnnb1"
"667","protein localization to kinetochore","Biological Process",1.81067718252635,0.0025757997866794,0.0344224022390524,0.0292486814730724,"GO:0034501","17/4959","27/14261",17,"LOC121888899/kntc1/aurkb/cdk1/LOC121908407/bub1/ndc80/knl1/cenpt/ttk/haspin/bub1bb/dync1h1/nup160/mis12/rcc2/LOC121898715"
"668","protein localization to cell junction","Biological Process",1.81067718252635,0.0025757997866794,0.0344224022390524,0.0292486814730724,"GO:1902414","17/4959","27/14261",17,"flna/shroom2a/LOC121912923/LOC121895127/LOC121895480/nectin3a/scrib/rhoab/mapk8a/LOC121891828/nectin1b/mpp7a/LOC121895481/dspa/LOC121894458/afdna/ctnnb1"
"669","cytoplasmic vesicle lumen","Cellular Component",1.22314079346747,0.00259088759768587,0.0345722774058921,0.0293760302555651,"GO:0060205","131/4959","308/14261",131,"actn1/timp2a/apoeb/ptx3a/LOC121899156/cnn2/tgfb1a/cotl1/tgfb3/LOC121890994/LOC121887706/LOC121896982/vat1/LOC121886861/ctsh/aldoab/LOC121887782/LOC121884543/serpine1/LOC121912895/vegfab/LOC121884840/actn2b/impdh2/LOC121880951/cap1/sparc/hsp90b1/arpc5b/LOC121908547/gas6/gmfg/hexb/fn1a/gsna/LOC121882431/clu/tmsb2/pygl/LOC121904575/creg1/LOC121881170/tgfb2/hyou1/LOC121903552/gtpbp2a/bin2b/LOC121909299/hpxb/LOC121907218/ctsz/LOC121908627/aprt/crispld2/kpnb1/LOC121909303/tex264a/fth1a/ampd3b/ctsc/thbs1b/cyfip1/pdgfab/LOC121909219/pa2g4a/ctsd/prdx6/ada2a/srgn/LOC121905749/gla/ghdc/LOC121908570/LOC121882333/LOC121894304/LOC121891043/erp44/naprt/trappc1/cct2/pkma/vegfd/ist1/dync1h1/apaf1/rab27a/rock1/mapk14b/apool/ggh/LOC121880707/LOC121895179/alad/LOC121894488/vegfaa/LOC121896717/lrrc7/LOC121903005/LOC121907630/LOC121901407/appa/hspa8b/fuca2/vegfc/impdh1b/insb/LOC121881055/LOC121909803/LOC121881064/LOC121886955/gusb/ptgesl/LOC121883356/f5/f8/cdc37l1/LOC121906050/LOC121887637/nfkb1/idh1/dnajc3a/nit2/LOC121884453/b2m/ilf2/LOC121896730/pa2g4b/armc8/grnb/jupa/txndc5"
"670","melanosome","Cellular Component",1.53705557989305,0.00264949400910852,0.0350647017029392,0.0297944426985408,"GO:0042470","31/4959","58/14261",31,"mmp14a/itgb3a/mlphb/lamp1a/hsp90b1/itgb3b/dct/mmp14b/pdia6/ctsd/rab32a/slc2a1b/atp6v0a1a/LOC121907610/gchfr/rab27a/LOC121884707/LOC121891971/atp6v1ba/sytl2a/rab1aa/rpn1/hspa8b/LOC121907401/anxa11b/slc3a2a/sytl2b/stx3a/hps4/LOC121897193/ankrd27"
"671","pigment granule","Cellular Component",1.53705557989305,0.00264949400910852,0.0350647017029392,0.0297944426985408,"GO:0048770","31/4959","58/14261",31,"mmp14a/itgb3a/mlphb/lamp1a/hsp90b1/itgb3b/dct/mmp14b/pdia6/ctsd/rab32a/slc2a1b/atp6v0a1a/LOC121907610/gchfr/rab27a/LOC121884707/LOC121891971/atp6v1ba/sytl2a/rab1aa/rpn1/hspa8b/LOC121907401/anxa11b/slc3a2a/sytl2b/stx3a/hps4/LOC121897193/ankrd27"
"672","negative regulation of wound healing","Biological Process",1.53705557989305,0.00264949400910852,0.0350647017029392,0.0297944426985408,"GO:0061045","31/4959","58/14261",31,"apoeb/pdgfra/phldb2a/plat/gja1b/serpine1/LOC121891899/fgf2/clasp1a/LOC121903552/plaub/pdgfab/serpine2/LOC121882468/LOC121904676/LOC121881107/LOC121885218/adrb2a/plaua/abcc8/ptenb/wfdc1/clasp2/caska/wnt4/cd9a/LOC121891815/tfpia/LOC121890962/LOC121896730/anxa5b"
"673","chromosome, centromeric region","Cellular Component",1.28304093567251,0.00265285021519851,0.0350647017029392,0.0297944426985408,"GO:0000775","87/4959","195/14261",87,"ndel1b/LOC121888899/ccnb1/dnmt1/mki67/ncapd3/smc2/xpo1b/smc4/cdc20/hells/esco2/plk1/cenpf/spag5/cbx1a/cenpe/ncapd2/stag1a/kntc1/clasp1a/aurkb/aurka/bub1/ndc80/knl1/dync1li2/ncaph/zwilch/cenpt/ttk/rack1/wdhd1/dctn4/bub1bb/orc2/cenpi/cdca5/pinx1/LOC121907235/lrwd1/ska1/mis18bp1/sgo1/dync1h1/ska3/LOC121882859/clip2/cenpk/kif18a/spc24/rad21b/LOC121902957/si:dkey-6i22.5/LOC121897952/cdca8/cenpo/nuf2/LOC121904697/clasp2/pds5b/cenpu/kdm4aa/trip13/nsd1a/psen2/wdr75/kdm4c/cenpn/LOC121891815/cenph/mis18a/LOC121908280/LOC121883356/dscc1/nsd1b/waplb/mis12/gpatch11/rcc2/apc/bub3/cebpb/LOC121898715/hnrnpub/stag2b/LOC121881346"
"674","purine nucleobase biosynthetic process","Biological Process",2.10890636553069,0.00265528602567345,0.0350647017029392,0.0297944426985408,"GO:0009113","11/4959","15/14261",11,"ada/mthfd1l/prps1b/mthfd1b/hprt1/aprt/gart/ada2a/shmt1/gmps/ppat"
"675","type I transforming growth factor beta receptor binding","Molecular Function",2.10890636553069,0.00265528602567345,0.0350647017029392,0.0297944426985408,"GO:0034713","11/4959","15/14261",11,"tgfb1a/smad6b/tgfb3/smad7/LOC121894409/lrig3/LOC121882333/snx25/tgfbr2b/smad2/LOC121913625"
"676","protein localization involved in establishment of planar polarity","Biological Process",2.10890636553069,0.00265528602567345,0.0350647017029392,0.0297944426985408,"GO:0090251","11/4959","15/14261",11,"shroom2a/celsr1a/LOC121895127/LOC121895480/LOC121898873/LOC121901717/rhoab/LOC121891828/LOC121895481/LOC121894458/atp6ap2"
