"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"942","cardiac muscle cell development","Biological Process",1.46565102395526,0.00598385337486422,0.0565480496210629,0.0472543209298977,"GO:0055013","34/4411","75/14261",34,"lamb1b/myl2a/fhl2a/LOC121880795/camk2d1/LOC121906032/cavin4b/cavin4a/tead1b/pdlim5a/pdgfra/met/mypn/mef2aa/srfb/actn2b/LOC121913056/LOC121910427/nexn/LOC121892103/slc8a1b/LOC121905779/spegb/bves/LOC121892319/alpk3a/LOC121905573/LOC121883559/LOC121894579/map2k4a/csrp3/tead3b/LOC121898091/fhod3a"
"943","glycosyltransferase activity","Molecular Function",1.25888817778562,0.00602160521251218,0.0568444640527926,0.0475020193523732,"GO:0016757","88/4411","226/14261",88,"LOC121910885/plod3/LOC121887782/LOC121897560/hexb/LOC121881793/eogt/gys1/stt3a/LOC121908570/plod2/b3gat3/chpfa/b4galt1l/chsy1/rpn1/LOC121887334/has2/ugcg/LOC121906919/ccdc126/st8sia6/st3gal4/pofut1/galnt2/LOC121901253/galnt12/csgalnact2/pygl/umps/mgat5/ext2/galnt14/mgat3b/LOC121882348/mgat1b/uggt2/lfng/poc1bl/b3gnt5b/LOC121909219/st3gal3b/galnt7/LOC121887706/glt8d2/LOC121884996/parp14rs1/colgalt1a/alg6/xylt1/LOC121912345/mgat1a/mgat4b/LOC121896625/has1/gbe1b/galnt1/chsy3/LOC121901260/alg13/b3gnt2b/parp14rs4/alg5/LOC121912683/parp16/LOC121912899/pnp5a/pomt1/sirt4/c1galt1b/glt8d1/colgalt2b/st3gal2/b4galt4/dpy19l3/LOC121901427/hprt1l/LOC121892290/large1/LOC121899333/c1galt1c1/mgat4a/uggt1/sdf2l1/poglut1/sdf2/alg3/pygmb"
"944","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor","Molecular Function",1.37333255758432,0.00608132505321663,0.0573474106183627,0.0479223061452742,"GO:0016616","48/4411","113/14261",48,"aldh1a2/LOC121908705/gpd1b/LOC121896391/ldha/pgd/LOC121880833/impdh2/LOC121900476/LOC121891793/dhrs3b/idh1/nsdhl/LOC121900226/LOC121901688/grhpra/ugdh/me2/adhfe1/dhrs7cb/akr1a1b/mdh1ab/LOC121901487/idh3a/LOC121898982/mdh2/ctbp2l/LOC121895409/LOC121903545/srd5a2a/LOC121898440/hibadhb/LOC121902167/tdh/bmp2b/LOC121885218/me1/dhrs7b/LOC121885865/me3/idh3g/akr7a3/LOC121890138/hsd3b7/hadhb/ldhba/akr1b1.2/idh2"
"945","negative regulation of cyclin-dependent protein kinase activity","Biological Process",1.71161668022457,0.00611591173084959,0.0575787890617917,0.0481156573093783,"GO:1904030","18/4411","34/14261",18,"cdk6/cdkn2a/b/wee1/cdk4/tfap4/LOC121885803/cdkn1bb/LOC121897594/ipo7/cdkn1a/cdkn1ba/cebpa/cdk5rap1/kpnb3/nr2f2/wee2/tnfaip3/casp3a"
"946","Notch binding","Molecular Function",1.58353652047988,0.00612526547309781,0.0575787890617917,0.0481156573093783,"GO:0005112","24/4411","49/14261",24,"numbl/LOC121881499/jag1b/megf10/adam17a/dll4/dld/LOC121914042/LOC121913334/kpna4/LOC121905775/dla/notch1a/jag2b/LOC121895924/LOC121882314/nedd4a/LOC121908543/dner/dvl2/LOC121881355/dtx2/itcha/LOC121881192"
"947","tracheal outgrowth, open tracheal system","Biological Process",1.58353652047988,0.00612526547309781,0.0575787890617917,0.0481156573093783,"GO:0007426","24/4411","49/14261",24,"itgb2/itga6b/LOC121890994/itgb3a/itgav/mmp14a/itga8/LOC121908668/LOC121909664/itga5/robo3/robo1/itga6a/LOC121883468/itga7/ets1/rac3b/mmp15a/rac1a/LOC121886520/itga3b/LOC121886247/LOC121898721/itgb1a"
"948","response to insulin","Biological Process",1.207640657714,0.00621556218911184,0.0583659647758161,0.0487734599050115,"GO:0032868","127/4411","340/14261",127,"LOC121903551/pkma/prkcq/prkci/rab31/ccnd2a/lpin1b/serpine1/ywhag1/si/cdk4/insig1/cyfip1/atp6v1ab/atp6v0cb/src/ghra/ndel1b/gfpt1/LOC121911622/cat/capn10/bcar1/LOC121896982/socs3a/LOC121895901/atp6ap1b/pak1/LOC121888909/LOC121884397/LOC121909022/cpeb1b/igfbp1a/pprc1/hif1aa/pparg/map2k2a/atp6v1e1b/zfp36l1a/trpv4/LOC121881408/ucp2/pcsk9/LOC121909303/LOC121900546/got2b/arnt/il10/scly/LOC121909754/LOC121899951/eef2k/rab13/sik1/inhbb/dennd4c/akt1/pik3r1/LOC121912900/igfbp2a/LOC121897193/map2k1/lpin2/got1/LOC121909825/sik2b/ndel1a/ghrb/prkcda/grb2b/foxo3b/pik3ca/srebf1/slc2a1b/tsc1a/myca/pdk4/igf1/atp6v1ba/plcg2/LOC121882298/acsl5/trib3/egr1/LOC121903950/atp6v0a1b/sort1b/znf106a/akt2/foxo1a/ptprna/gclc/gsk3ba/uchl3/pwp1/grb10b/LOC121907378/gsk3ab/LOC121906045/LOC121898686/srsf3a/LOC121901427/slc2a12/xbp1/pdk2a/si:ch73-335l21.1/hmgb1b/baiap2l2a/hprt1l/sesn2/eif4ebp2/hnrnpk/alas1/plcg1/pik3r2/stat1a/fabp3/fer/akt3a/c2cd5/errfi1a/dlc1/LOC121908978/LOC121911051/rps6/ap3s1/LOC121895611"
"949","peptidyl-proline modification","Biological Process",1.61652686465654,0.00626970278166891,0.0586886373947599,0.0490431009552872,"GO:0018208","22/4411","44/14261",22,"p3h2/p4hb/fkbp7/p4ha1b/fkbp9/p4ha2/LOC121913803/p4ha3/p3h3/ogfod1/fkbp10b/fkbp10a/fkbp14/p3h1/pin1/ppiaa/fkbp4/egln1a/fkbp2/LOC121912973/fkbp8/ppib"
"950","regulation of vascular endothelial growth factor receptor signaling pathway","Biological Process",1.61652686465654,0.00626970278166891,0.0586886373947599,0.0490431009552872,"GO:0030947","22/4411","44/14261",22,"itgb3a/myofl/LOC121885487/fzd4/niban2b/vegfc/itga5/niban2a/hif1aa/fgf10a/arnt/pdcd6/angpt1/hgs/LOC121909087/tmem204/epn2/nrp1a/nedd4a/LOC121887264/prkd2/grb10b"
"951","response to platelet-derived growth factor","Biological Process",1.61652686465654,0.00626970278166891,0.0586886373947599,0.0490431009552872,"GO:0036119","22/4411","44/14261",22,"itgb3a/iqgap1/LOC121887862/arpc2/gja1b/serpine1/snai2/fn1a/pdgfra/pdgfrl/src/has2/atp7a/LOC121910427/dnmt1/LOC121896885/pdgfd/myca/has1/LOC121911706/fer/errfi1a"
"952","pigment metabolic process","Biological Process",1.29698085652676,0.00634057139078865,0.0592896707151267,0.0495453538464213,"GO:0042440","69/4411","172/14261",69,"LOC121888899/prkci/epha4l/rhoab/paics/LOC121894458/rhobtb4/dync1h1/LOC121895480/LOC121912077/mapre2/dock7/LOC121895901/mthfd1l/LOC121895366/LOC121895127/LOC121909022/LOC121883468/LOC121883573/vav2/slc16a10/prps1b/gmps/mapre1b/eda/rab32a/ap3m2/rac3b/mapk8a/LOC121901413/LOC121900546/dct/canx/LOC121909602/LOC121895481/LOC121897193/LOC121909825/LOC121909107/arhgef15b/ap3b1a/LOC121895967/LOC121898982/man2a1/hpxb/rac1a/rab38c/rab38a/ap3m1/egr1/LOC121911701/cdc42l/hps5/LOC121887599/mthfd1b/atp5if1a/diaph2/asip1/hprt1l/alas1/LOC121889013/iba57/gart/hmox2a/nfe2l1b/mocos/LOC121911709/ap3s1/ap3d1/LOC121893812"
"953","establishment of spindle orientation","Biological Process",1.38559445541989,0.00638248128524587,0.0596189385112893,0.0498205061499227,"GO:0051294","45/4411","105/14261",45,"LOC121888899/sapcd2/prkci/elmo1/clasp1a/llgl1/ndel1b/LOC121908635/LOC121888971/spry1/dync1h1/LOC121899912/LOC121898715/LOC121883468/gpsm1b/fgf10a/dock1/dctn2/rac3b/dock4b/LOC121910394/LOC121908028/arl2/gulp1a/stk10/ndel1a/LOC121886029/stard13b/LOC121895967/slkb/rac1a/elmo3/LOC121912923/spag5/dvl2/gsk3ba/LOC121908525/ankfn1/arhgef1a/gsk3ab/skp1/dlc1/htt/LOC121887059/ctnnb1"
"954","protein N-linked glycosylation","Biological Process",1.4285586245802,0.00642039234600955,0.0599102019540639,0.0500639001536461,"GO:0006487","38/4411","86/14261",38,"ostc/rpn2/ddost/stt3a/b4galt1l/rpn1/gfpt1/dad1/tmem258/mpdu1b/ccdc126/st3gal4/mgat5/LOC121882348/mgat1b/uggt2/mvda/LOC121904353/st3gal3b/krtcap2/alg6/LOC121903365/mgat1a/mgat4b/tmem165/dpagt1/alg13/pmm2/LOC121888602/alg5/atf4a/dolpp1/st3gal2/LOC121892290/mgat4a/uggt1/gorasp1a/alg3"
"955","negative chemotaxis","Biological Process",1.47796741911455,0.00646950735671576,0.0603052926591452,0.0503940573049438,"GO:0050919","32/4411","70/14261",32,"itgb3a/sema3d/itgav/slit3/sema4ba/LOC121909664/rhoab/robo3/olfml2bb/LOC121891214/robo1/sema3ab/sema3c/LOC121885542/si:dkey-87k14.1/unc5a/wnt9a/slit1a/flrt3/sema3bl/sema4gb/sema4d/sulf1/LOC121897527/sema4e/unc5cb/dvl2/efna5b/sema4f/ryk/sulf2a/sema4c"
"956","cardiac ventricle morphogenesis","Biological Process",1.45072923751228,0.00650173997347483,0.0604903680958748,0.0505487154079565,"GO:0003208","35/4411","78/14261",35,"myl2a/LOC121881499/ppp1r13l/dspa/jag1b/mybpc3/tgfbr3/LOC121897830/rnls/tgfb1a/dll4/LOC121897829/tnnc1a/smad7/hif1aa/smarcd3b/hey1/sema3c/LOC121908040/LOC121895103/tgfbr1b/notch1a/LOC121908041/LOC121908042/col11a1a/LOC121913625/fgfr2/med1/LOC121912923/LOC121881355/gsk3ab/LOC121887939/tgfb2/ctnnb1/LOC121887940"
"957","leading edge membrane","Cellular Component",1.29322149172523,0.00650295240033164,0.0604903680958748,0.0505487154079565,"GO:0031256","70/4411","175/14261",70,"itgb3a/epha2a/itgav/itga8/LOC121881499/palm1a/arpc2/LOC121912416/LOC121908668/epb41l5/jcada/vaspb/LOC121909664/jag1b/rhoab/LOC121897830/src/pip5k1ca/LOC121882242/cd44b/epha2b/robo1/sgce/LOC121897829/kcnj11/LOC121898364/LOC121911171/LOC121914042/ripor2/LOC121907988/wls/map2/ptprk/hip1rb/trpv4/LOC121895103/mapk8ip3/LOC121901413/LOC121884543/macf1a/myo1d/spata13/LOC121896885/LOC121884961/jag2b/myo6a/abca7/unc5a/LOC121882802/dock8/LOC121895967/arf6a/kank1a/akt2/LOC121883624/abi1a/atf4a/LOC121884384/ank1a/LOC121881355/LOC121887549/arhgef1a/tiam1a/plekha1b/LOC121913823/c2cd5/dlc1/clasp2/itgb1a/hsp90aa1.2"
"958","regulation of cholesterol metabolic process","Biological Process",1.53144650335883,0.00667265592589767,0.061816299611727,0.0516567287488411,"GO:0090181","27/4411","57/14261",27,"porb/LOC121912486/fdps/acadvl/lss/hmgcs1/scd/fasn/ldlrb/sc5d/ldlra/srebf2/ldlrap1b/mvda/acadl/fdft1/nfyba/LOC121903365/idi1/srebf1/erlin1/thrb/nfyc/mvk/LOC121882797/LOC121885218/mbtps2"
"959","primary neural tube formation","Biological Process",1.35842593668617,0.00668021570731087,0.061816299611727,0.0516567287488411,"GO:0014020","50/4411","119/14261",50,"rgma/vaspb/cited4a/LOC121888971/tgfb1a/sdc4/arhgap35a/sfrp5/mthfd1l/abl1/luzp1/tulp3/bmp7b/prkacab/ralaa/hif1aa/LOC121905675/prickle1b/arhgap35b/shroom3/bcl10/zeb2a/apaf1/abl2/cc2d2a/fzd2/spint1a/rps7/ift172/bmp5/tsc1a/rock2a/prickle1a/pax3b/dvl2/LOC121908525/mthfd1b/cluap1/tmed2/ptch1/tbxtb/rab23/gatad2ab/LOC121905677/prkacaa/kdm2ab/dlc1/tgif1/sema4c/tgfb2"
"960","regulation of ATP-dependent activity","Biological Process",1.35842593668617,0.00668021570731087,0.061816299611727,0.0516567287488411,"GO:0043462","50/4411","119/14261",50,"atp2a1/dbn1/atp2a1l/calub/LOC121908407/actn1/dynll2a/LOC121912416/LOC121880795/mybpc3/dnajc10/LOC121897830/rcn3/cald1a/LOC121884139/rgn/pfn2b/LOC121897829/cnn3a/tnnc1a/dnajb2/dnajb11/fgf10a/LOC121895103/LOC121900695/LOC121896749/tnnt3a/dynll2b/stip1/tsc1a/ppiaa/igf1/thada/dync1i2a/tmsb2/napab/rab4a/uhrf1/dnajc1/mast3b/rapgef3/atp1b1b/grpel1/dnajc7/atp5if1a/dnaja2a/LOC121907980/agrn/LOC121900694/dnajc9"
"961","muscle organ morphogenesis","Biological Process",1.35842593668617,0.00668021570731087,0.061816299611727,0.0516567287488411,"GO:0048644","50/4411","119/14261",50,"LOC121895699/myl2a/tnnt2e/cemip2/LOC121889097/LOC121880795/dspa/mybpc3/tgfbr3/LOC121897830/LOC121888971/tgfb1a/dll4/LOC121889962/LOC121897829/tnnc1a/smad7/LOC121896213/sall3a/hey1/LOC121898848/myf5/LOC121908040/LOC121895103/tgfbr1b/LOC121913056/LOC121896749/tnnt3a/fzd2/angpt1/notch1a/LOC121908041/LOC121908042/col11a1a/hspg2/tcf15/lmnb1/pax7a/fgfr2/med1/egln1a/LOC121912923/LOC121894704/LOC121908525/bmp2b/tnnt2d/LOC121887939/tgfb2/ctnnb1/LOC121887940"
"962","somite development","Biological Process",1.35842593668617,0.00668021570731087,0.061816299611727,0.0516567287488411,"GO:0061053","50/4411","119/14261",50,"ccdc80/aldh1a2/chrd/epb41l5/epha4l/LOC121881793/LOC121911917/tbx18/LOC121888971/LOC121898953/thbs3a/LOC121889962/LOC121890414/dld/loxl3b/pofut1/nrarpa/myf5/plxna2/sema3c/six4a/lfng/zeb2a/dla/notch1a/LOC121907144/meox1/tcf15/calcrla/psen1/rbm24a/axin2/psen2/lamc1/ppp2r3a/lef1/palb2/abi1a/LOC121908525/mthfd1b/efna5b/nup133/tmed2/ptch1/tbxtb/naa50/tp53/poglut1/tgfb2/supt6h"
"963","vulval cell fate specification","Biological Process",1.93983223758785,0.00671908212825966,0.0620463500336653,0.051848970153119,"GO:0072327","12/4411","20/14261",12,"itgb2/itgb3a/itgav/itga8/LOC121908668/itga5/tln2a/hrasb/tln1/dusp6/kras/itgb1a"
"964","negative regulation of vascular associated smooth muscle cell proliferation","Biological Process",1.93983223758785,0.00671908212825966,0.0620463500336653,0.051848970153119,"GO:1904706","12/4411","20/14261",12,"tgfb3/LOC121897830/LOC121897829/pparg/cnn1b/LOC121882333/cdkn1bb/LOC121895103/cdkn1a/cdkn1ba/il10/pdcd4b"
"965","membrane invagination","Biological Process",1.37704140322594,0.00672598604611177,0.0620463500336653,0.051848970153119,"GO:0010324","46/4411","108/14261",46,"itgb2/mfge8b/LOC121881170/elmo1/bin2b/LOC121895267/rhoab/fnbp1l/thbs1b/megf10/snx33/LOC121907764/LOC121913694/LOC121895366/LOC121898715/LOC121883468/snx18a/gsna/dock1/arf1/eda/LOC121885279/spire1a/LOC121908136/rac3b/mapk8a/dock4b/asap1b/asap2b/LOC121910394/hgs/ywhaba/gulp1a/LOC121883742/rac1a/elmo3/kalrna/gsk3ba/asap2a/gsk3ab/abca1b/LOC121886003/map3k4/smurf1/LOC121895604/LOC121893812"
"966","protein targeting to lysosome","Biological Process",1.79614096072949,0.00675771761934437,0.062081736065432,0.0518785404550613,"GO:0006622","15/4411","27/14261",15,"clu/hspa8b/LOC121890872/hgs/zfyve16/LOC121906214/lamp2/ap3b1a/nedd4a/ap3m1/LOC121908419/hps5/gnptg/snx16/LOC121910100"
"967","Notch receptor processing","Biological Process",1.79614096072949,0.00675771761934437,0.062081736065432,0.0518785404550613,"GO:0007220","15/4411","27/14261",15,"adam17a/ncstn/adam10a/ap3m2/rab5c/ap3b1a/psen1/psen2/ap3m1/dner/dtx2/rab5ab/LOC121898115/ap3d1/LOC121881192"
"968","regulation of protein sumoylation","Biological Process",1.79614096072949,0.00675771761934437,0.062081736065432,0.0518785404550613,"GO:0033233","15/4411","27/14261",15,"capn3b/cdkn2a/b/rela/arnt/ube2ib/gnl3/LOC121909825/hmg20b/LOC121912923/egr1/park7/LOC121900515/gnl3l/LOC121887943/ctnnb1"
"969","labyrinthine layer morphogenesis","Biological Process",1.79614096072949,0.00675771761934437,0.062081736065432,0.0518785404550613,"GO:0060713","15/4411","27/14261",15,"rspo3/LOC121880771/wnt7bb/socs3a/bmp7b/zfp36l1a/il10/spint1a/ncoa3/bmp5/grb2b/fgfr2/lef1/LOC121909225/LOC121907980"
"970","positive regulation of transmembrane transport","Biological Process",1.25569497522428,0.00679464436723445,0.0623566228423929,0.0521082493144285,"GO:0034764","87/4411","224/14261",87,"atp2a1/atp2a1l/arl6ip1/capn3b/casq1b/flna/prkci/LOC121896391/LOC121912416/LOC121882009/calm3a/LOC121891211/ank2b/si:dkey-151g10.3/LOC121908635/LOC121911622/ikbkb/LOC121909672/stim1a/LOC121895059/rgn/capn10/LOC121912077/met/LOC121895622/pak1/kcnj11/abl1/slc25a4/adipor2/mef2aa/LOC121894507/pink1/glrx/ano6/LOC121880926/actn2b/wnk1b/ak1/tor2a/LOC121899951/rab13/akt1/LOC121880591/pik3r1/ednraa/lrrc38b/ctss2.1/LOC121911401/LOC121896089/prkcda/azin1b/psen1/c1qtnf2/igf1/jph2/plcg2/pkd2/p2rx7/unm_hu7910/LOC121881823/LOC121882298/acsl5/tmsb2/ehd3/park7/akt2/LOC121908005/rapgef3/LOC121884320/c1qtnf12/atp1b1b/f2/stk39/slc36a1/edn3b/LOC121887276/plcg1/pik3r2/rap1aa/LOC121897887/oga/c2cd5/sri/LOC121906004/htt/LOC121906231"
"971","positive regulation of developmental growth","Biological Process",1.1797286125438,0.00695485346736425,0.0637215816869051,0.0532488758033509,"GO:0048639","158/4411","433/14261",158,"dbn1/ccn4a/capn3b/LOC121908502/rgma/ntn1b/fgfr1a/LOC121892112/lrig3/LOC121910123/LOC121899381/ezrb/ilk/fdps/rgmd/fn1a/tgfbr3/LOC121895667/LOC121894670/LOC121906205/dio3a/cyfip1/LOC121892265/ank2b/gdi1/p4ha1b/ghra/LOC121900188/ndel1b/LOC121907292/LOC121888971/p4ha2/nav2a/lrig1/cpne5a/crabp2a/scd/tmx1/LOC121913694/pak1/hipk2/atl3/plaa/nav3/dld/LOC121909022/picalma/LOC121898715/slc25a4/LOC121883468/bmp7b/spast/LOC121901160/dst/trip10a/sh3glb1a/LOC121886956/gli1/capzb/LOC121889684/prickle1b/LOC121898848/bmp6/srfb/slc15a2/sgip1a/rac3b/zeb2a/wt1b/dla/drd2a/LOC121909754/macf1a/LOC121908220/fzd2/LOC121910394/LOC121885542/notch1a/arfip1/nr2e3/akt1/ncam1b/LOC121880591/dbnlb/glceb/LOC121913625/nipa2/trip6/LOC121911401/ndel1a/unc5a/ghrb/bmp5/hopx/tbl1xr1a/pin1/foxo3b/LOC121909731/fgfr2/ptger4b/mtm1/igf1/nrp1a/sptan1/LOC121909044/sh3pxd2b/cdkl5/atl2/LOC121911184/LOC121894026/rac1a/LOC121908206/si:ch211-45c16.2/LOC121882298/sema4d/kalrna/prickle1a/akt2/LOC121908419/shtn1/unc5cb/dvl2/gsk3ba/map2k4a/LOC121908525/raph1a/LOC121889356/bmp2b/mcoln2/acvr1l/hmga2/LOC121896669/map1b/map3k10/bbs2/snx16/pcsk2/efna5b/mcoln3a/LOC121904684/ppib/ppardb/LOC121892016/hnrnpk/ist1/gatad2ab/LOC121887276/LOC121897777/smad10a/myod1/LOC121911467/bdnf/actn3b/agrn/akt3a/eif4g2a/LOC121911051/smurf1"
"972","heart valve development","Biological Process",1.49217864429835,0.00696593046293429,0.0637215816869051,0.0532488758033509,"GO:0003170","30/4411","65/14261",30,"slit3/LOC121881499/elna/LOC121885487/cemip2/LOC121909664/jag1b/LOC121907292/tgfb1a/prdm1a/robo1/hey1/LOC121884668/efna1b/notch1a/LOC121913625/gja5a/LOC121880803/pkd2/LOC121894409/LOC121909225/LOC121884818/bmp2b/LOC121881355/slc2a12/fgfrl1a/tnfrsf1a/mdm4/tgfb2/matr3l1.2"
"973","regulation of extrinsic apoptotic signaling pathway via death domain receptors","Biological Process",1.49217864429835,0.00696593046293429,0.0637215816869051,0.0532488758033509,"GO:1902041","30/4411","65/14261",30,"LOC121890994/LOC121881170/serpine1/gpx1b/LOC121890080/thbs1b/bcl2l1/bmpr1bb/bmpr1ba/tnfrsfa/atf3/hdr/skila/madd/bmp5/tmbim1a/LOC121907074/cfap43/psen2/park7/LOC121881185/LOC121896717/arhgef1a/faslg/stk3/rffl/hmgb2a/hmgb1b/tnfaip3/raf1a"
"974","dephosphorylation","Biological Process",1.20299673648859,0.00697200860065666,0.0637215816869051,0.0532488758033509,"GO:0016311","128/4411","344/14261",128,"plpp2b/nt5c1aa/LOC121883529/LOC121883517/LOC121883527/LOC121903551/LOC121883514/LOC121882940/LOC121883513/LOC121883509/ptp4a1/LOC121884030/lpin1b/LOC121883511/LOC121893746/alpl/LOC121883515/LOC121883532/LOC121893745/inpp5f/LOC121883528/ptpn3/ptprfa/dusp8a/mtmr1a/LOC121883530/ppp1r3aa/ppm1la/LOC121912254/LOC121883510/ppp3cca/pfkfb4b/ptprua/LOC121884700/pxylp1/LOC121894285/LOC121911336/dusp14/LOC121909022/ptprt/ppm1aa/psph/plpp2a/LOC121908675/fbp2/LOC121896952/ptprk/ptprsa/sacm1la/ppm1ba/LOC121894315/ptprea/pfkla/ssh2a/LOC121897263/cttnbp2nla/ca16b/inpp4b/ppa2/LOC121886791/eya4/lpin2/ppp2r1bb/prune/LOC121903406/dlgap5/ppp3r1a/LOC121911492/LOC121911362/LOC121901829/eya2/ptpn9a/ppp2r3b/mtm1/LOC121909077/dusp6/plpp5/LOC121908234/nck1b/dusp22b/ppp2r3a/ctdsp2/acp2/rprd1b/LOC121890106/ptprna/LOC121888073/mtmr2/ptpn12/inpp5b/ptpn23a/pikfyve/LOC121887538/thnsl2/dusp2/ssh2b/ppp1caa/LOC121890879/LOC121901427/LOC121900989/ptch1/itpk1b/ppp3ccb/eya1/LOC121888854/cdc25b/ctdspla/ppp5c/ssu72/LOC121911486/LOC121882041/ptpdc1a/g6pc3/mtmr3/oga/LOC121892024/LOC121891907/LOC121905571/sdhaf2/LOC121885999/LOC121912667/LOC121884412/ppp2r2d/acp6/plpp3/ocrl/LOC121882622/pfkfb3"
"975","calcium-dependent protein binding","Molecular Function",1.43691276858359,0.0070210549657362,0.0638695078059951,0.0533724901163508,"GO:0048306","36/4411","81/14261",36,"LOC121899156/LOC121896730/pef1/LOC121913116/anxa3b/LOC121888995/LOC121880795/LOC121903552/LOC121882009/sec31a/calm3a/anxa4/anxa6/LOC121900435/LOC121913334/tnnc1a/vps37ba/mmp13b/rac3b/pdcd6/LOC121896749/myo1d/tnnt3a/LOC121894572/LOC121895055/LOC121897193/lrp8/casq2/masp1/LOC121888401/LOC121905428/hnrnpm/nrxn1a/wfs1b/LOC121885369/anxa11b"
"976","Rab protein signal transduction","Biological Process",1.55435275447744,0.00702515746485311,0.0638695078059951,0.0533724901163508,"GO:0032482","25/4411","52/14261",25,"rab34a/rab1ba/LOC121891971/gdi1/rab41/rab18a/LOC121900032/rab2a/rab32a/LOC121900198/LOC121899951/rab5c/rab14l/rab4b/rab1aa/rab38c/rab38a/LOC121884808/rab4a/rab30/LOC121884852/rab23/LOC121908580/rab5ab/LOC121903413"
"977","platelet-derived growth factor receptor signaling pathway","Biological Process",1.55435275447744,0.00702515746485311,0.0638695078059951,0.0533724901163508,"GO:0048008","25/4411","52/14261",25,"itgb3a/plat/iqgap1/pdgfra/csrnp1b/pdgfrl/src/bcar1/abl1/sgpl1/schip1/LOC121910427/bcr/abl2/LOC121908796/pdgfd/txnipa/nrp1a/zfand5a/plekha1b/LOC121899333/fer/pdgfc/clasp2/pdap1b"
"978","positive regulation of phagocytosis, engulfment","Biological Process",1.55435275447744,0.00702515746485311,0.0638695078059951,0.0533724901163508,"GO:0060100","25/4411","52/14261",25,"itgav/itga8/elmo1/itga2.2/itga5/LOC121909672/stim1a/LOC121883468/pparg/ano6/dock1/pik3c3/rac3b/dock4b/gulp1a/abca7/f2rl1.2/jph2/rac1a/elmo3/abi1a/gsk3ba/gsk3ab/LOC121909443/LOC121906004"
"979","positive regulation of membrane invagination","Biological Process",1.55435275447744,0.00702515746485311,0.0638695078059951,0.0533724901163508,"GO:1905155","25/4411","52/14261",25,"itgav/itga8/elmo1/itga2.2/itga5/LOC121909672/stim1a/LOC121883468/pparg/ano6/dock1/pik3c3/rac3b/dock4b/gulp1a/abca7/f2rl1.2/jph2/rac1a/elmo3/abi1a/gsk3ba/gsk3ab/LOC121909443/LOC121906004"
"980","regulation of cellular ketone metabolic process","Biological Process",1.33125741795245,0.0070567618984121,0.0638695078059951,0.0533724901163508,"GO:0010565","56/4411","136/14261",56,"LOC121885590/cav1/lpin1b/acadvl/si:ch1073-184j22.1/LOC121891066/insig1/LOC121908614/rgn/LOC121884397/adipor2/cpt1ab/pparg/srebf2/bmp6/oaz1a/pdk1/pibf1/dkk3b/adipor1a/acadl/nr1d1/akt1/tysnd1/odc1/lpin2/pank2/LOC121909825/bmp5/dgat1b/fgfr4/azin1b/srebf1/erlin1/cacna1ab/c1qtnf2/pdk4/sirt5/acsl5/trib3/egr1/eif4e2rs1/park7/akt2/eif2ak3/LOC121903446/LOC121911706/bmp2b/sirt4/pdk2a/LOC121904169/fabp3/lonp2/LOC121890470/LOC121906231/eif4e2"
"981","phagocytosis, engulfment","Biological Process",1.46151743927852,0.00706530672868847,0.0638695078059951,0.0533724901163508,"GO:0006911","33/4411","73/14261",33,"itgb2/mfge8b/LOC121881170/elmo1/bin2b/LOC121895267/thbs1b/megf10/LOC121907764/LOC121913694/LOC121895366/LOC121898715/LOC121883468/gsna/dock1/eda/LOC121908136/rac3b/mapk8a/dock4b/LOC121910394/ywhaba/gulp1a/LOC121883742/rac1a/elmo3/kalrna/gsk3ba/gsk3ab/abca1b/map3k4/LOC121895604/LOC121893812"
"982","regulation of microtubule polymerization","Biological Process",1.46151743927852,0.00706530672868847,0.0638695078059951,0.0533724901163508,"GO:0031113","33/4411","73/14261",33,"LOC121880729/LOC121909097/LOC121888899/cav1/clasp1a/LOC121913666/met/pak1/nav3/abl1/tubb2b/map2/capzb/cdkn1bb/mapre1b/LOC121880761/tubb4bl/camsap2a/cdkn1ba/mapk8a/arl2/prune/LOC121886029/eml2/fkbp4/terf1/stmn1b/LOC121894579/ankrd53/slain2/map1b/clip1a/clasp2"
"983","negative regulation of ion transmembrane transporter activity","Biological Process",1.46151743927852,0.00706530672868847,0.0638695078059951,0.0533724901163508,"GO:0032413","33/4411","73/14261",33,"mmp9/cav1/camk2d1/LOC121882009/atp1a2a/calm3a/snta1/LOC121912077/rem1/osr1/actn2b/pcsk9/prkcaa/drd2a/clic2/LOC121911401/casq2/igf1/nedd4a/thada/pkd2/LOC121881823/park7/LOC121894579/LOC121911706/stk39/LOC121904510/LOC121887276/snx27b/agrn/sri/gopc/LOC121910177"
"984",NA,NA,1.46151743927852,0.00706530672868847,0.0638695078059951,0.0533724901163508,"GO:0051196","33/4411","73/14261",33,"LOC121903551/gapdhs/gpd1b/pgam2/LOC121911682/ier3/LOC121908614/pfkfb4b/stat3/LOC121882331/LOC121884397/hif1aa/LOC121894730/notch3/me2/pgam1b/arnt/pdk1/ecd/notch1a/bpgm/myca/pdk4/igf1/p2rx7/LOC121895409/LOC121901427/pdk2a/me1/actn3b/mtch2/tp53/pfkfb3"
