"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"1719","negative regulation of blood pressure","Biological Process",1.40660801963993,0.0472360574916863,0.240850724914511,0.202983310773665,"GO:0045776","19/4888","38/13751",19,"drd2a/si:dkey-63b1.1/adm2a/pik3r1/smtnb/rnls/LOC121886425/gja5a/adra1ab/LOC121896391/LOC121898900/adrb2a/nedd4l/cd36/LOC121899464/vegfc/scpep1/LOC121895936/LOC121903384"
"1720","regulation of astrocyte differentiation","Biological Process",1.40660801963993,0.0472360574916863,0.240850724914511,0.202983310773665,"GO:0048710","19/4888","38/13751",19,"epha4l/LOC121906858/dab1a/notch1a/LOC121892330/her6/ldlra/mycn/LOC121883610/atf5a/ldlrb/LOC121895747/f2/bmp2b/clcf1/LOC121908280/prpf19/kdm4aa/appa"
"1721","heart trabecula morphogenesis","Biological Process",1.40660801963993,0.0472360574916863,0.240850724914511,0.202983310773665,"GO:0061384","19/4888","38/13751",19,"bmp7b/tgfbr3/LOC121906230/hey1/notch1a/LOC121895667/fhl2a/LOC121883610/LOC121892319/egln1a/LOC121894579/srfb/dll4/ccm2l/LOC121911203/nfatc1/adamts1/tgfb2/LOC121909381"
"1722","negative regulation of epithelial cell apoptotic process","Biological Process",1.40660801963993,0.0472360574916863,0.240850724914511,0.202983310773665,"GO:1904036","19/4888","38/13751",19,"ramp2/serpine1/abl1/gas6/tnip2/angpt1/scg2a/tnfaip3/mdm2/il10/gata2a/LOC121898277/tert/igf1/braf/wfs1b/sema5a/angptl4/krit1"
"1723","maintenance of cell number","Biological Process",1.13704899148594,0.0473779669937769,0.240850724914511,0.202983310773665,"GO:0098727","116/4888","287/13751",116,"bmp7b/LOC121900512/stat3/itgb2/eif4a1a/nanos1/nedd8/LOC121881793/wnt7aa/LOC121900032/gpc5a/itgb3a/LOC121908668/mapk8a/dvl2/lfng/LOC121900198/lrp5/LOC121882331/LOC121888971/LOC121913674/adipor2/notch1a/zfp36l2/LOC121900498/gpc5c/dld/LOC121881499/stag2b/six2a/clasp1a/jak2a/snai2/axin2/tfap2c/her6/LOC121907292/flcn/foxo3b/LOC121883610/rapgef6/LOC121892016/egfra/ago4/mettl3/gata2a/LOC121891786/rapgef2b/kat6a/rrn3/qkia/LOC121908245/LOC121908525/ddx6/LOC121906883/LOC121884668/LOC121894487/pbx1a/LOC121887119/zhx2a/fgfr1a/tcf7l1b/LOC121899416/igf2bp1/LOC121894488/LOC121907912/igf1/bmp4/LOC121901551/tut4/braf/phf19/mapk8b/mtf2/paf1/LOC121907477/LOC121891695/dll4/fancc/eif4a2/bcl9/sall1a/LOC121881355/bmp2b/dvl1a/LOC121890749/notch3/neurl1aa/LOC121914042/wdr62/fgfr1b/LOC121898715/LOC121911203/LOC121892375/ldb2a/jag1b/smo/LOC121908160/cdc20/LOC121910394/arid1ab/stat5a/crebbpa/aspm/notch2/LOC121912923/acvr1l/kansl1a/LOC121886841/gsk3ba/ctr9/LOC121885998/LOC121886803/LOC121890414/foxo1a/tet1"
"1724","regulation of cation transmembrane transport","Biological Process",1.13704899148594,0.0473779669937769,0.240850724914511,0.202983310773665,"GO:1904062","116/4888","287/13751",116,"fhl1a/capn3b/drd2a/prkacab/atp2a1/ednraa/snta1/LOC121891211/atp2a1l/si:dkey-151g10.3/tmsb2/LOC121896089/flna/mmp9/capn1/LOC121911401/ehd3/casq1b/itgb3a/LOC121884341/tgfb1a/abl1/LOC121909672/rapgef3/edn3b/pink1/wnk1b/dhrs7cb/LOC121895622/cacnb1/ctss2.1/LOC121888433/clic2/rgn/cacna1c/casq2/lrrc38b/LOC121900514/osr1/LOC121912416/LOC121906004/slc8a1b/camk2d1/LOC121895500/calm3a/plcg2/slc30a5/scn3b/stim1a/ptenb/nedd4a/LOC121880591/rab41/dmd/LOC121896391/tor2a/LOC121882009/snx27b/LOC121886469/ppiaa/abcc8/rem1/atp1a2a/chp1/trpc1/LOC121894579/stac/rangrf/adrb2a/LOC121908635/igf1/nedd4l/bmp4/slc25a4/rab6ba/cav1/slc30a1a/kcnc2/LOC121911346/LOC121905670/kcnj1b/LOC121908672/atp2a3/mink1/f2/agrn/jph2/nrxn1a/myo5aa/LOC121895014/kcnj11/atp7a/LOC121900182/LOC121880926/glrx/slc9a1a/LOC121895936/slc31a2/LOC121896821/fyna/LOC121905909/kcnab1b/cd63/usp12a/stim2b/ephb2b/ptpn3/sri/snx27a/ikbkb/LOC121887276/LOC121882949/tgfb2/LOC121897887/LOC121881823/appa"
"1725","growth plate cartilage development","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0003417","13/4888","24/13751",13,"mmp13b/LOC121881170/LOC121907117/tgfbr2b/thbs3a/col27a1b/LOC121903552/raraa/col27a1a/LOC121899965/LOC121896730/sdc3/LOC121890414"
"1726","phosphatidylinositol phospholipase C activity","Molecular Function",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0004435","13/4888","24/13751",13,"si:dkey-63b1.1/ednraa/plcd4b/plcb3/plcd1b/plce1/plcg2/LOC121892171/LOC121887593/chrm5b/plcd1a/LOC121900182/plcd3a"
"1727","zinc ion transmembrane transporter activity","Molecular Function",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0005385","13/4888","24/13751",13,"slc30a7/LOC121887649/slc30a5/LOC121900095/trpm3/slc39a7/slc30a9/slc30a1a/slc39a10/slc39a13/slc39a1/LOC121905118/slc39a6"
"1728","aspartate family amino acid catabolic process","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0009068","13/4888","24/13751",13,"LOC121904145/aspg/aass/LOC121912900/slc25a21/hykk.2/got1/tdh/LOC121884783/LOC121884653/got2b/LOC121892322/sdsl"
"1729","anion:anion antiporter activity","Molecular Function",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0015301","13/4888","24/13751",13,"slc25a5/slc7a11/slc4a3/slc25a4/slc4a4a/LOC121910296/slc26a6l/slc37a2/slc26a5/slc37a1/slc4a7/slc26a2/LOC121885257"
"1730","positive regulation of sterol transport","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0032373","13/4888","24/13751",13,"LOC121882400/lipg/pparg/ldlrap1b/gps2/ptch1/abca7/LOC121903552/LOC121894735/nr1h3/LOC121896730/apoeb/sirt1"
"1731","positive regulation of cholesterol transport","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0032376","13/4888","24/13751",13,"LOC121882400/lipg/pparg/ldlrap1b/gps2/ptch1/abca7/LOC121903552/LOC121894735/nr1h3/LOC121896730/apoeb/sirt1"
"1732","leading edge cell differentiation","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0035026","13/4888","24/13751",13,"LOC121906032/dab2/LOC121883403/LOC121883559/LOC121895127/myh7ba/LOC121894458/bmp4/myh11a/bmp2b/rhoab/LOC121895480/myh7l"
"1733","ribonucleoside catabolic process","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0042454","13/4888","24/13751",13,"LOC121909219/apobec2a/gmpr2/ahcy/ada/zgc:103586/nt5c3a/upp1/nudt18/ada2a/pnp5a/LOC121884245/entpd4"
"1734","zinc ion transmembrane transport","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0071577","13/4888","24/13751",13,"slc30a7/LOC121887649/slc30a5/LOC121900095/trpm3/slc39a7/slc30a9/slc30a1a/slc39a10/slc39a13/slc39a1/LOC121905118/slc39a6"
"1735","germline stem cell asymmetric division","Biological Process",1.52382535460993,0.0476041091585214,0.240850724914511,0.202983310773665,"GO:0098728","13/4888","24/13751",13,"LOC121900512/eif4a1a/gpc5a/cnot6l/gpc5c/cc2d1b/LOC121901551/LOC121913334/eif4a2/ing2/ttk/tprb/aspm"
"1736","G protein-coupled receptor binding","Molecular Function",1.15914920136995,0.047605244045496,0.240850724914511,0.202983310773665,"GO:0001664","89/4888","216/13751",89,"stat3/si:dkey-63b1.1/palm1a/wnt7aa/wnt6b/ramp2/dnm3b/flna/LOC121912552/dvl2/ralaa/edn3b/LOC121888971/wnt9a/rspo1/fzd1/adma/avpr1aa/asip1/gnai2b/LOC121912416/jak2a/calm3a/LOC121892112/ptch1/bambia/nedd4a/wnt7bb/LOC121909965/LOC121885318/rapgef2b/magi3a/LOC121882009/gnat2/LOC121908245/LOC121888930/LOC121908525/p2ry1/ednrba/rspo3/LOC121908155/hcrt/LOC121887238/ptger1a/adrb2a/LOC121884384/reep1/agtr1b/itcha/marco/gnav1/wnt11/arhgef11/cav1/wnt1/arhgef12a/LOC121913334/LOC121891695/creb3l3l/atp1a3a/ppp1r1b/s1pr2/stat1a/edn2/wnt2/LOC121895924/gna11b/LOC121907144/hspa1b/dvl1a/homer2/hspa8b/vps35/ada2a/LOC121908974/nes/fyna/LOC121897444/itgb4/ryk/LOC121909925/atp1a3b/atp6ap2/LOC121885317/LOC121903253/grm5a/LOC121906778/prkar2aa/appa"
"1737","genitalia development","Biological Process",1.19235646697955,0.0477475367481535,0.241431557431798,0.203472822720974,"GO:0048806","64/4888","151/13751",64,"pdgfra/itgb2/cdk4/tec/ccnd2a/itgb3a/LOC121908668/mapk8a/arl2/prdm1a/ncoa3/LOC121899214/cdk6/notch1a/kalrna/tfap2c/sall3b/med29/hsd17b12a/ncam1b/rapgef6/egfra/ago4/LOC121914009/rapgef2b/map2k7/LOC121911885/esr2b/en1b/rbbp4/rab5c/hoxb7a/kdrl/srd5a2a/LOC121898364/tfap2a/mapk8b/hoxd9a/hoxa13b/LOC121889356/sin3aa/myo1d/dhcr24/sall1a/map3k10/notch3/sin3b/triob/sall3a/flt1/esr2a/map3k21/LOC121908152/LOC121892375/lgr4/LOC121895651/ryk/tcf7/tp63/tyro3/notch2/LOC121912923/pdia3/LOC121913694"
"1738","embryonic skeletal system morphogenesis","Biological Process",1.20566401683423,0.0478810296426487,0.241967251640612,0.203924293166438,"GO:0048704","57/4888","133/13751",57,"bmp7b/pdgfra/mthfd1l/LOC121882333/fsta/mmp14a/gja1b/loxl3b/wnt9a/mab21l2/osr1/LOC121908206/six2a/tgfbr2b/myf5/tbx15/osr2/mycn/LOC121883610/LOC121898953/shrprbck1r/irx5a/mmp14b/dync2i1/LOC121888476/LOC121906883/LOC121900095/tulp3/men1/sema3d/hoxb7a/six4a/fam20b/bmp4/wnt11/tfap2a/chst11/hoxd9a/mthfd1b/s1pr2/mdfi/gli3/LOC121913726/tgfb3/LOC121889192/col11a1a/LOC121901833/hyal1/hoxb3a/wdr19/LOC121905118/egr1/LOC121912923/asxl2/ilvbl/tgfb2/bmi1a"
"1739","sister chromatid segregation","Biological Process",1.16408939556408,0.0480142126387661,0.242500764580956,0.204373925290278,"GO:0000819","84/4888","203/13751",84,"LOC121888899/spast/pds5b/ndel1b/nup62l/stag2b/sec13/si:ch211-230g15.5/clasp1a/katnal1/LOC121894026/cdc14b/hormad1/LOC121902594/klf6a/phc2b/pttg1/esco2/cenpe/arl8ba/LOC121884896/dctn1b/katna1/spag5/ncapd3/LOC121896107/LOC121912506/kif18a/ncapd2/wapla/LOC121893952/ncaph2/smc2/nusap1/hdac8/bub1bb/chmp2a/top2a/cfdp1/ncaph/rad21b/rock1/mapre1b/ndc80/ankrd53/LOC121912507/bub1/lpin1b/phf23b/ccnb1/dlgap5/naa50/aurka/pibf1/cdca9/orc2/nek2/LOC121902957/ncapg/timeless/cdc23/aurkb/map10/chmp1b/nsl1/LOC121908543/cdc20/tprb/chtf8/LOC121906222/kif23/haspin/fbxw7/cdca5/smc4/stag1a/kntc1/chmp7/plk1/pds5a/lmln/kpnb1/ino80/lpin2"
"1740","positive regulation of proteolysis","Biological Process",1.10673773852988,0.048217629886846,0.243388185802396,0.20512182296691,"GO:0045862","179/4888","455/13751",179,"fbln1/ctsh/cdkn2a/b/rgma/pcolcea/capn3b/stat3/ccbe1/meltf/LOC121889057/bcap31/ctnnd1/pparg/badb/LOC121909225/LOC121913050/epha4l/fgfr4/ctsc/fis1/mmp14a/LOC121905341/prickle1a/adam8a/xdh/robo1/mapk8a/rhbdd1/ccn2a/pink1/pacsin3/xbp1/clu/pcolce2b/dnajb2/dab2/sucla2/tnip1/rgn/acer2/LOC121908417/LOC121890861/dlc1/tank/fbxo22/trib3/jak2a/rnf19b/axin2/nod1/LOC121898843/cebpa/rack1/ptenb/picalma/apaf1/tnfb/casp3a/prickle1b/LOC121900834/LOC121898953/mdm2/LOC121900515/keap1b/LOC121913036/LOC121882289/gmps/LOC121910098/mapk14b/esco2/prdx4/mmp14b/cenpe/LOC121888930/dtl/rnf144aa/eno1b/nrd1b/LOC121906883/efna1a/LOC121909664/LOC121907378/tnfrsfa/men1/LOC121895672/LOC121911736/plk2b/LOC121911307/ccdc22/LOC121894579/src/LOC121882918/psen2/fn1a/efna1b/mapk12a/smurf1/hmgb1b/LOC121898195/psme2/plk3/LOC121898233/LOC121881346/cav1/mapk8b/LOC121902024/LOC121903811/stat1a/LOC121881849/bcl10/LOC121883473/p2rx1/LOC121906581/LOC121885992/ripk1l/uacab/rnf14/hspa1b/dvl1a/mmp25b/dlgap5/hspa8b/rhoab/hip1rb/LOC121885584/aurka/hip1/csnk1da/LOC121903005/LOC121892195/apc2/mapk14a/psmd10/fyna/psen1/ikbke/sox7/cdc23/gsna/cdk1/mapk3/aifm1/LOC121909487/akt1/furina/ube2c/casp8ap2/LOC121908543/LOC121900629/fgl2a/LOC121901427/clpxb/LOC121882703/ruvbl1/mtch2/LOC121901926/nkd2b/sh3d19/LOC121912261/fbxw7/pidd1/picalmb/snx33/rnf7/LOC121889729/sgta/gba/anp32b/psme1/asxl2/apoeb/plk1/gsk3ba/dnaja3a/lrrk2/lmln/LOC121886803/sirt1/appa"
"1741","cytokine receptor binding","Molecular Function",1.17614681868198,0.0483461398324436,0.243610982207162,0.205309590522452,"GO:0005126","74/4888","177/13751",74,"bmp7b/itga5/stat3/gdf10a/cd44b/tgfbr3/LOC121882333/LOC121885542/pik3r1/LOC121880577/lrig3/itgb3a/tgfb1a/LOC121908705/trip6/fgf5/angpt1/kitlga/bmp8a/ntf3/cers1/tgfbr2b/jak2a/LOC121898567/pgfb/traf4a/bambia/mstnb/tnfb/casp3a/LOC121898953/vegfab/il10/erap1b/inhbaa/gdf2/adam17a/gdf10b/nsmaf/lifra/itcha/bmp4/LOC121894042/LOC121902024/creb3l3l/LOC121903811/stat1a/LOC121906760/trap1/vegfc/LOC121895924/inhbb/bmp2b/ripk1l/tgfb3/clcf1/pibf1/LOC121890598/snx25/edaradd/LOC121900182/nes/LOC121882386/LOC121903384/LOC121909487/casp8ap2/irak1/stat5a/LOC121903253/pidd1/LOC121905749/LOC121886841/tgfb2/dnaja3a"
"1742","developmental cell growth","Biological Process",1.1554280161328,0.0483490745888444,0.243610982207162,0.205309590522452,"GO:0048588","92/4888","224/13751",92,"LOC121888899/prkacab/pdlim5a/LOC121910722/LOC121885542/fzd2/zeb2a/spast/LOC121908668/mapk8a/abl1/dvl2/kirrel3l/LOC121898374/pink1/ndel1b/wasf3b/sema3ab/fzd1/ptprfa/wasf1/LOC121912730/cyfip1/ulk2/map2k4a/impact/tgfbr2b/camk2d1/kalrna/kirrel1a/tnn/si:ch211-225b11.1/flrt3/LOC121910123/iqgap1/adra1ab/LOC121908245/map2k7/jade2/LOC121884668/plxnb1b/dctn1b/katna1/LOC121887119/LOC121910249/LOC121909077/rab5c/kcna4/si:ch211-45c16.2/slit1a/si:dkey-22o22.2/rac3b/nrp2a/itga4/slit2/LOC121908603/mapk8b/LOC121891695/ppp1r12c/slc9a6a/cdc42l/wnt2/fmnl3/ncoa2/l1cama/rin2a/cobl/LOC121898883/sema5a/kirrel1b/dvl1a/LOC121895767/LOC121880911/ptprsa/LOC121895366/LOC121907106/sec61g/aurka/stk11/triob/LOC121890392/smo/nup155/ptpn3/ptpn4a/LOC121905678/LOC121912923/sema3fb/klc1a/abi1a/LOC121913694/appa"
"1743","response to zinc ion","Biological Process",1.32988394584139,0.0484057520426521,0.243610982207162,0.205309590522452,"GO:0010043","26/4888","55/13751",26,"crip1/LOC121909171/slc30a7/slc30a5/parp1/lta4h/abcc8/cps1/abcc4/ggh/slc39a7/slc30a1a/aldob/slc39a10/LOC121892156/hvcn1/alad/p2rx7/slc39a13/atp7a/slc39a1/LOC121905118/otc/ireb2/naa35/apoeb"
"1744","nucleoside catabolic process","Biological Process",1.45198247188638,0.0484559246175467,0.243610982207162,0.205309590522452,"GO:0009164","16/4888","31/13751",16,"nt5c1aa/LOC121909219/apobec2a/dpydb/gmpr2/ahcy/ada/zgc:103586/nt5c3a/upp1/nudt18/ada2a/nt5e/pnp5a/LOC121884245/entpd4"
"1745","unconventional myosin complex","Cellular Component",1.45198247188638,0.0484559246175467,0.243610982207162,0.205309590522452,"GO:0016461","16/4888","31/13751",16,"mlphb/LOC121906032/dynll2a/zgc:153867/dynll2b/LOC121883403/LOC121883559/myh7ba/LOC121898364/myh11a/myo6b/myo6a/myo5aa/myo9aa/myh7l/LOC121885296"
"1746","maintenance of apical/basal cell polarity","Biological Process",1.45198247188638,0.0484559246175467,0.243610982207162,0.205309590522452,"GO:0035090","16/4888","31/13751",16,"llgl1/wdr1/prkci/hspg2/LOC121895127/ank1a/erbin/prkab2/LOC121894458/lrrc7/wnt11/LOC121913334/rhoab/LOC121895480/prkab1b/pals1a"
"1747","regulation of cellular respiration","Biological Process",1.45198247188638,0.0484559246175467,0.243610982207162,0.205309590522452,"GO:0043457","16/4888","31/13751",16,"prkacab/pink1/shmt2/pik3ca/noa1/flcn/hif1aa/actn3b/LOC121912153/bnip4/nr1h3/trap1/ccnb1/cdk1/dnajc15/LOC121908978"
"1748","purine nucleoside metabolic process","Biological Process",1.23245655054166,0.0485639994352313,0.244014649336177,0.205649791658766,"GO:0042278","46/4888","105/13751",46,"nt5c1aa/LOC121909219/gamt/LOC121891899/card11/LOC121882323/gnmt/gmpr2/dlg3/macrod1/nfs1/sardh/LOC121882940/LOC121896213/pals2a/ahcy/guk1b/ak1/adka/gmps/impdh2/magi3a/LOC121885462/LOC121884543/LOC121894407/guk1a/ada/gtpbp1l/tjp2a/nt5c3a/mocos/nudt18/rhoab/ada2a/nt5e/ampd3b/LOC121901076/ampd3a/tjp1a/pnp5a/pals1a/LOC121884245/LOC121903457/LOC121911286/lrrk2/LOC121887638"
"1749","histone exchange","Biological Process",1.31283415166394,0.0494254608583682,0.24668447172916,0.207899855006915,"GO:0043486","28/4888","60/13751",28,"actb1/anp32e/chd5/znhit1/brd8b/LOC121905566/cenpt/LOC121902489/brd8a/cenpi/LOC121882941/mis18bp1/mis18a/ing3/cenpu/cenpk/cenpo/LOC121907950/knl1/ruvbl1/chd2/cenpl/LOC121903410/LOC121904692/LOC121889729/hat1/anp32b/LOC121903375"
"1750","regulation of hemocyte differentiation","Biological Process",1.31283415166394,0.0494254608583682,0.24668447172916,0.207899855006915,"GO:0045610","28/4888","60/13751",28,"dnajb5/notch1a/LOC121881499/jak2a/LOC121902536/egfra/map2k7/LOC121888930/rac3b/kdrl/dnajb1a/wnt1/LOC121881355/ltk/notch3/neurl1aa/LOC121914042/ube2ib/alk/flt1/zgc:122979/LOC121892375/LOC121901539/jag1b/LOC121888191/notch2/gsk3ba/ets1"
"1751","asymmetric neuroblast division","Biological Process",1.24373761736584,0.0496715363732269,0.24668447172916,0.207899855006915,"GO:0055059","42/4888","95/13751",42,"numbl/tead1b/mark1/llgl1/mark2b/LOC121906032/fgf13a/vbp1/arl2/sox6/prkci/LOC121883403/rgs12a/LOC121886029/snai2/pfdn2/LOC121883559/LOC121901074/ankfn1/sox5/tead1a/LOC121897969/myh7ba/LOC121899912/LOC121882623/myh11a/dock7/myo6b/myo6a/cdc42l/pard6a/LOC121895366/stk11/cdk1/LOC121911912/cab39l1/ppp2r2aa/melk/myh7l/LOC121911486/LOC121882626/LOC121881354"
"1752","positive regulation of sodium ion transport","Biological Process",1.3738962052297,0.0500842307074331,0.24668447172916,0.207899855006915,"GO:0010765","21/4888","43/13751",21,"si:dkey-151g10.3/LOC121911401/LOC121895622/LOC121912416/scn3b/dmd/LOC121894407/chp1/adrb2a/LOC121908635/igf1/LOC121897459/nedd4l/akt2/LOC121880926/glrx/slc9a1a/akt1/ikbkb/LOC121887276/akt3a"
"1753","establishment of mitochondrion localization, microtubule-mediated","Biological Process",1.3738962052297,0.0500842307074331,0.24668447172916,0.207899855006915,"GO:0034643","21/4888","43/13751",21,"LOC121888899/spast/mgarpa/pink1/map1sa/rhot1a/LOC121912580/hif1aa/dctn1b/LOC121908635/lrpprc/myo6b/myo6a/myo5aa/neflb/polg/LOC121900169/LOC121901076/trak2/kif1b/dync1h1"
"1754","response to platelet-derived growth factor","Biological Process",1.3738962052297,0.0500842307074331,0.24668447172916,0.207899855006915,"GO:0036119","21/4888","43/13751",21,"pdgfra/pdgfrl/serpine1/gja1b/itgb3a/dnmt1/LOC121887862/pdgfd/arpc2/snai2/errfi1a/iqgap1/LOC121896445/src/fn1a/LOC121892156/LOC121901056/atp7a/hyal1/fyna/LOC121896471"
"1755","mitochondrion transport along microtubule","Biological Process",1.3738962052297,0.0500842307074331,0.24668447172916,0.207899855006915,"GO:0047497","21/4888","43/13751",21,"LOC121888899/spast/mgarpa/pink1/map1sa/rhot1a/LOC121912580/hif1aa/dctn1b/LOC121908635/lrpprc/myo6b/myo6a/myo5aa/neflb/polg/LOC121900169/LOC121901076/trak2/kif1b/dync1h1"
"1756","face morphogenesis","Biological Process",1.3738962052297,0.0500842307074331,0.24668447172916,0.207899855006915,"GO:0060325","21/4888","43/13751",21,"pdgfra/LOC121882333/crispld2/tgfb1a/sgpl1/schip1/tgfbr2b/LOC121883610/kat6a/LOC121886920/LOC121899333/wnt11/tfap2a/mmp2/tgfb3/LOC121912092/jag1b/plekha1b/lef1/rab3gap1/tgfb2"
"1757","response to growth hormone","Biological Process",1.3738962052297,0.0500842307074331,0.24668447172916,0.207899855006915,"GO:0060416","21/4888","43/13751",21,"stat3/ghra/pik3r1/LOC121891705/jak2a/LOC121884543/cps1/star/LOC121891704/igf1/cd36/ghrb/ptpn1/LOC121908601/insb/prlra/LOC121903384/akt1/stat5a/LOC121886841/tgfb2"
"1758","germ-line stem cell division","Biological Process",1.29840740274455,0.0500992995839782,0.24668447172916,0.207899855006915,"GO:0042078","30/4888","65/13751",30,"LOC121900512/eif4a1a/nanos1/LOC121900032/gpc5a/cnot6l/LOC121900198/gpc5c/cc2d1b/jak2a/ptch1/LOC121907292/ezh1/LOC121892016/bmp4/LOC121901551/LOC121913334/eif4a2/bmp2b/LOC121907144/ing2/LOC121890749/LOC121882314/ttk/LOC121908160/tprb/stat5a/aspm/acvr1l/LOC121886841"
"1759","face development","Biological Process",1.29840740274455,0.0500992995839782,0.24668447172916,0.207899855006915,"GO:0060324","30/4888","65/13751",30,"pdgfra/LOC121882333/crispld2/tgfb1a/map2k1/sgpl1/schip1/tgfbr2b/LOC121883610/kat6a/LOC121886920/aldh1a2/LOC121899333/srfb/wnt11/tfap2a/itga4/braf/raraa/mmp2/tgfb3/hoxb3a/mapk3/LOC121912092/jag1b/plekha1b/lef1/rab3gap1/map2k2a/tgfb2"
"1760","cellular response to calcium ion","Biological Process",1.29840740274455,0.0500992995839782,0.24668447172916,0.207899855006915,"GO:0071277","30/4888","65/13751",30,"capn3b/nfatc3a/ryr3/wnk1b/ryr1b/LOC121900431/clic4/fosab/camk2d1/mef2aa/iqgap1/slc25a24/junbb/LOC121909098/eef2k/LOC121888149/ppiaa/hspa5/prkaa2/braf/LOC121911346/add1/nrxn1a/inhbb/ect2/LOC121908601/LOC121888401/itpkb/tjp1a/LOC121897887"
"1761","regulation of potassium ion transmembrane transport","Biological Process",1.29840740274455,0.0500992995839782,0.24668447172916,0.207899855006915,"GO:1901379","30/4888","65/13751",30,"fhl1a/si:dkey-151g10.3/flna/LOC121911401/rapgef3/edn3b/wnk1b/LOC121895622/LOC121888433/casq2/lrrc38b/LOC121900514/LOC121912416/ptenb/nedd4a/LOC121880591/snx27b/abcc8/LOC121894579/igf1/nedd4l/cav1/kcnc2/kcnj1b/agrn/kcnab1b/cd63/snx27a/LOC121887276/LOC121897887"
"1762","somitogenesis","Biological Process",1.25031823967994,0.0501007097930408,0.24668447172916,0.207899855006915,"GO:0001756","40/4888","90/13751",40,"LOC121881793/epha4l/calcrla/zeb2a/lfng/LOC121888971/plxna2/tp53/notch1a/tbx18/dld/myf5/axin2/chrd/ppp2r3a/LOC121898953/nrarpa/pofut1/LOC121908525/LOC121884663/aldh1a2/psen2/LOC121908944/epb41l5/foxf1/cobl/LOC121889962/naa50/sema3c/LOC121911203/mapk14a/psen1/ptprub/lef1/supt6h/naa35/tgfb2/abi1a/LOC121886803/LOC121890414"
"1763","isoprenoid metabolic process","Biological Process",1.25031823967994,0.0501007097930408,0.24668447172916,0.207899855006915,"GO:0006720","40/4888","90/13751",40,"retsat.2/LOC121904285/crabp2a/LOC121909602/phyh/LOC121907641/gpc5a/fdps/LOC121901688/hspg2/LOC121885218/LOC121898440/LOC121907457/dhrs3b/LOC121880833/star/ephx1/aldh1a2/pdss1/lrp8/LOC121908571/dhrs11a/LOC121894735/mvda/LOC121908202/LOC121881540/fdft1/agrn/LOC121889192/scpep1/LOC121908505/rbp3/amacr/LOC121895189/sdc3/gpc1b/akr1b1.2/dhdds/apoeb/LOC121904676"
"1764","lysosomal lumen","Cellular Component",1.25031823967994,0.0501007097930408,0.24668447172916,0.207899855006915,"GO:0043202","40/4888","90/13751",40,"lum/hexb/man2b2/gpc5a/dcn/bgnb/LOC121887782/ctss2.1/ctsba/gla/asah1b/ctsa/tcn2/hspg2/ctsd/LOC121907457/rnaset2/galns/ctsf/acp2/hpse/gusb/acanb/LOC121881064/agrn/neu4/cspg4/manba/hspa8b/hyal1/LOC121914040/LOC121903452/ctsla/sdc3/gpc1b/ppt2b/scarb2c/smpd1/gba/ifi30"
"1765","positive regulation of dendrite morphogenesis","Biological Process",1.25031823967994,0.0501007097930408,0.24668447172916,0.207899855006915,"GO:0050775","40/4888","90/13751",40,"numbl/dbn1/LOC121899381/epha4l/LOC121900188/smad1/spast/LOC121906858/rab1ba/LOC121898374/LOC121891899/camk2b1/ndel1b/sar1ab/ptprfa/met/LOC121892330/kalrna/cdkl5/eef2k/LOC121909077/ilk/lrp8/LOC121908220/anapc2/dnm1l/LOC121909731/sh3glb1a/sec23b/l1cama/ache/caprin1a/LOC121895767/LOC121901076/LOC121898715/baiap2a/furina/ankrd27/sar1b/LOC121910394"
"1766","regulation of mitochondrial membrane potential","Biological Process",1.25031823967994,0.0501007097930408,0.24668447172916,0.207899855006915,"GO:0051881","40/4888","90/13751",40,"cdkn2a/b/gclm/LOC121909602/badb/abl1/dcn/LOC121912900/pink1/pid1/rack1/got1/parp1/pycr1b/bcl2l1/LOC121886494/LOC121892063/LOC121895672/src/tmem135/slc25a4/LOC121898233/bnip4/ucp2/mllt11/LOC121906581/akt2/fzd9b/slc25a33/p2rx7/LOC121908974/crls1/LOC121891771/LOC121906796/akt1/LOC121880683/mtch2/clic1/gsk3ba/lrrk2/ppa2"
