"","category","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"11","ko02044  Secretion system",1.51216279069767,0.15103266758553,0.371772720210536,0.281275413317182,"ko02044","7/5375","16/18578",7,"sec61a1/sec61b/srprb/sec62/srp14/sec61g/srp72"
"12","ko04091  Lectins",1.12930969376007,0.233129925489259,0.532868401118305,0.403157014003981,"ko04091","33/5375","101/18578",33,"colec12/LOC121885527/LOC121883761/ly75/lman1/acanb/LOC121898195/LOC121900435/m6pr/si:dkey-26c10.5/LOC121912891/edem3/lgals3b/canx/LOC121881471/pkd1a/LOC121895967/LOC121881351/LOC121882468/fbxo2/LOC121913659/LOC121909298/LOC121912949/LOC121909394/LOC121895179/LOC121912817/gnptg/prkcsh/lman2la/LOC121885369/edem1/LOC121889503/LOC121881182"
"13","ko01004  Lipid biosynthesis proteins",1.09673345259392,0.296862621370053,0.58241470401194,0.440642703693244,"ko01004","33/5375","104/18578",33,"degs1/mboat2a/LOC121887815/scd/LOC121902402/acsl2/acss2l/fasn/elovl1b/hacd1/hacd2/acot7/acot11b/lpcat1/agpat4/zgc:153738/LOC121904377/gpat3/tecra/acsl5/elovl4b/lpcat3/LOC121903267/LOC121901711/acsl3b/LOC121886000/mcat/acsl3a/hacd4/elovl8b/dnal1/gpat2/slc27a4"
"14","ko01006  Prenyltransferases",1.29613953488372,0.305433914819877,0.58241470401194,0.440642703693244,"ko01006","6/5375","16/18578",6,"fdps/rabggta/fdft1/pdss1/pdss2/LOC121887599"
"15","ko04050  Cytokine receptors",1.06349910554562,0.309407811506343,0.58241470401194,0.440642703693244,"ko04050","60/5375","195/18578",60,"epha2a/nradd/fgfr1a/LOC121899214/epha4l/pdgfra/tnfrsf11a/LOC121892265/tnfrsf21/bmpr1bb/LOC121904884/ghra/LOC121907292/kitb/bmpr1ba/tnfrsfa/met/LOC121908664/ddr2a/cntfr/epha2b/ackr3a/ddr2l/LOC121889585/acvrl1/LOC121882015/LOC121906856/hdr/ror1/il11ra/LOC121895308/tgfbr1b/LOC121910427/prlra/LOC121896924/il12rb2l/LOC121885773/LOC121912754/LOC121913625/ghrb/tgfbr2l/fgfr4/fgfr2/ifngr1l/ephb6/LOC121909044/LOC121889369/egfra/si:cabz01093077.1/csf1rb/acvr1l/LOC121896669/lifra/LOC121907378/ryk/ephb4a/LOC121892016/tnfrsf1a/ackr4b/lepr"
"16","ko03012  Translation factors",1.05870856903415,0.380555909422849,0.676543838973953,0.511858825539504,"ko03012","34/5375","111/18578",34,"LOC121889464/LOC121912691/eef1g/eif4a1a/LOC121894006/eif4a2/eef1da/eif5a2/LOC121908547/dph7/LOC121898492/eef1db/ighmbp2/mtif2/LOC121911667/si:ch211-166a6.5/hemk1/tufm/slit1a/si:dkey-19e4.5/eif3s10/cenpe/eif4e2rs1/LOC121883624/eif2b3/mterf3/mterf4/gspt1/eif4g2a/eif4ba/eif1axb/eif3jb/eif3d/eif4e2"
"17","ko02042  Bacterial toxins",1.15212403100775,0.474366794321386,0.798933548330755,0.6044563030134,"ko02042","4/5375","12/18578",4,"nbl1/hyal2b/neu1/LOC121896791"
"18","ko03310  Nuclear receptors",0.864093023255814,0.805877445700499,0.999999999999992,0.756578947368415,"ko03310","18/5375","72/18578",18,"LOC121882331/ptbp1a/pparg/ptbp1b/LOC121909754/nr3c2/nr1d1/nr2f1a/nr2e3/LOC121885442/rxrgb/LOC121886456/LOC121901900/thrb/LOC121894706/nr2f6b/nr2f2/ppardb"
"19","ko00537  Glycosylphosphatidylinositol (GPI)-anchored proteins",0.864093023255814,0.854508132874548,0.999999999999992,0.756578947368415,"ko00537","30/5375","120/18578",30,"gpc4/spaca4l/nbl1/alpl/gpc5a/im:7151449/gpc5c/cntfr/LOC121901059/LOC121894696/gfra4b/gpc1b/hyal2b/cntn1b/xpnpep2/ncam1b/LOC121900512/LOC121911232/LOC121897459/LOC121895967/LOC121911233/cntn5/LOC121897527/gpc6a/gfra3/LOC121897782/LOC121896791/LOC121911235/LOC121913640/LOC121913639"
"20","ko03032  DNA replication proteins",0.857785774910881,0.878161263679778,0.999999999999992,0.756578947368415,"ko03032","34/5375","137/18578",34,"purbb/top2a/mcm5/ccnl1a/dnmt1/terfa/LOC121903834/mcm6/smg5/purg/polg/cdc7/rufy2/pola2/dkc1/terf1/zgc:110269/pole/mcm3/pign/orc2/top2b/LOC121882237/orc5/ccne1/pold4/sox7/nbn/tep1/rfc1/nop10/mcm7/mcm4/dnmt3ab"
"21","ko03016  Transfer RNA biogenesis",0.868814843055026,0.889912276026003,0.999999999999992,0.756578947368415,"ko03016","46/5375","183/18578",46,"LOC121912691/LOC121887888/heatr1/b3gntl1/akr1a1b/trmu/LOC121905953/tars2/madd/thg1l/yars1/xpot/scyl1/pus10/aars1/dus3l/elac2/dars2/mtrex/kars1/trmt6/vars2/trmt9b/LOC121883624/rpp40/trmt1/dars1/sephs1/LOC121911989/LOC121903993/ptcd1/nfs1/mto1/LOC121912153/rpp30/tyw1/pop4/hars/rpp21/LOC121880601/qars1/vars1/ears2/trmt5/cdkal1/tnpo3"
"22","ko03011  Ribosome",0.850230568337272,0.92018390840731,0.999999999999992,0.756578947368415,"ko03011","46/5375","187/18578",46,"LOC121884171/rplp0/tpd52/mrps23/rps27.2/rps3a/mrps9/cand2/rsl24d1/rpl11/rps15/rps7/rps4x/pex6/rpl3/mrps35/rpl22/rpl7/faua/mrpl32/rpl30/mrpl23/rpl10/dnajc1/etfa/rpl6/rpl18/rpl19/cand1/rpl8/mrpl39/mrpl42/dap3/LOC121897777/mrpl40/mrpl51/rpl18a/rpl26/rps6/rps10/mrps2/mrpl13/rps16/rpl28/rplp1/rps5"
"23","ko04030  G protein-coupled receptors",0.812039226674138,0.989412409328279,0.999999999999992,0.756578947368415,"ko04030","78/5375","332/18578",78,"LOC121900138/fzd4/lpar4/LOC121898626/LOC121899569/LOC121898748/LOC121905304/LOC121912272/LOC121910967/adgra2/LOC121906023/oxtrb/adgra3/ackr3a/si:dkey-63b1.1/opn9/qpctla/LOC121895711/LOC121898627/adgrl2a/LOC121905310/LOC121898628/LOC121891900/LOC121882015/LOC121905675/adgrl1a/LOC121912303/drd2a/avpr2ba/fzd2/LOC121881245/LOC121894572/LOC121908028/vipr1b/ednraa/LOC121913911/trhra/cmklr2/fzd9b/LOC121885737/f2rl1.2/grm5a/calcrla/ptger4b/lpar2b/LOC121899328/LOC121883940/chrm5b/gon4la/gpr85/tacr1a/fshr/LOC121880518/LOC121908560/LOC121885626/LOC121891952/LOC121913912/LOC121897079/LOC121913699/LOC121907367/LOC121886425/LOC121899225/LOC121881092/gpr174/LOC121881392/si:cabz01093077.1/s1pr5a/rxfp1/LOC121909689/LOC121887589/gpr184/fzd3b/tmtopsb/ctr9/ackr4b/pard3bb/gprc5ba/lpar1"
"24","ko00199  Cytochrome P450",0.482284478096268,0.993700121005726,0.999999999999992,0.756578947368415,"ko00199","6/5375","43/18578",6,"LOC121912486/LOC121904285/LOC121909123/tbxas1/LOC121895190/LOC121897527"
"25","ko04040  Ion channels",0.696074935400517,0.999763978688176,0.999999999999992,0.756578947368415,"ko04040","58/5375","288/18578",58,"chrng/clic5a/chrnb3a/clic1/ryr3/cacnb1/LOC121891211/ano10a/chrnb1/kcnk18/chrne/kcnn3/kcnj11/LOC121885005/LOC121911630/ano8b/ano5b/LOC121885652/ano6/LOC121910801/LOC121891944/cnga2b/ano10b/clic4/trpv4/kcnc4/chrna6/LOC121883889/ryr1b/ctso/kcnk1b/clcn2a/LOC121895500/clcn5b/pkd1a/cacna1c/LOC121906368/clic2/kcnk5a/trpm4a/cacna1ab/LOC121913012/tpcn3/pkd2/p2rx7/trpm3/LOC121901682/p2rx5/cnga3a/mcoln2/scn4ab/LOC121882106/mcoln3a/gria2b/LOC121905499/gabra6b/LOC121907117/LOC121912251"
"26","ko03021  Transcription machinery",0.599659736620902,0.999999987954233,0.999999999999992,0.756578947368415,"ko03021","72/5375","415/18578",72,"acta2/plod3/actb2/actb1/cavin1b/acta1a/LOC121880795/plod2/csrnp1b/tcea3/LOC121881047/polr3a/LOC121908675/smarcd3b/polr3b/acta1b/smarcd1/polr1b/LOC121884595/eaf2/polr1c/csrnp3/drap1/smarca4a/LOC121908796/ubtf/taf6l/polr3glb/LOC121897884/actc1a/ercc3/rrn3/pin1/fkbp4/irx5a/polr3e/med1/taf1a/ccdc150/tbpl1/ctdsp2/rprd1b/alg5/polr3g/LOC121895498/baz2a/atxn7l2a/gtf2h1/polr3c/ppp1caa/LOC121913298/cavin1a/polr1f/sf3b3/actl6a/med29/znf143b/LOC121881309/LOC121888854/ctr9/polr1a/ctdspla/ssu72/nelfa/LOC121882041/med11/polr3d/brd4/LOC121885998/LOC121912667/rtf1/supt6h"
"27","ko03041  Spliceosome",0.590496371245431,0.999999997923867,0.999999999999992,0.756578947368415,"ko03041","75/5375","439/18578",75,"hsc70/LOC121911690/LOC121906115/LOC121912691/LOC121898608/LOC121913378/b3gat3/hspa8b/cbx3b/ptbp1a/prpf3/sf3b2/xab2/tet2/slc30a7/ptbp1b/LOC121906921/dhx38/polr1c/LOC121898580/LOC121889136/LOC121885442/dhx16/pabpc4/aqr/dhx15/rbm14b/mtrex/si:ch73-138n13.1/LOC121890513/fkbp4/LOC121885413/hnrnpm/msl1b/LOC121889408/sf3b1/LOC121902449/psma1/LOC121883624/mbnl2/prpf19/LOC121900668/LOC121895266/LOC121889973/ppp1caa/LOC121889134/gemin4/srsf3a/eftud2/sf3b3/luc7l/khdrbs1b/ddx18/LOC121888854/gemin5/hnrnpk/clk4a/LOC121882041/cbx1a/LOC121913273/snrpa/wdr77/ddx27/LOC121908205/snrnp200/serbp1b/ddx46/aar2/dhx30/matr3l1.2/snrpa1/hnrnpul1/crnkl1/LOC121895611/LOC121910100"
"28","ko03400  DNA repair and recombination proteins",0.481750977567401,0.999999999999992,0.999999999999992,0.756578947368415,"ko03400","63/5375","452/18578",63,"LOC121914036/LOC121905826/pgd/LOC121895267/ywhag1/wee1/nav2a/LOC121895172/LOC121910633/LOC121912617/nav3/LOC121912961/LOC121902214/mrps23/LOC121899439/rnf169/tp73/ube2v2/LOC121910098/dclre1c/LOC121882289/sycp2/hmgb2b/ywhaba/ankle1/ercc3/ankrd44/LOC121882918/mybbp1a/irx5a/LOC121908543/ascc3/rad23ab/isg20/alkbh3/faap100/usp1/rbp3/zgc:110269/pole/palb2/prpf19/msh6/msh2/gtf2h1/pold4/LOC121892094/nbn/LOC121913298/wee2/hmgb1b/cdc25b/chek2/LOC121910342/LOC121911486/per2/plk3/ube2nb/rfc1/mms19/tp53/LOC121884412/LOC121910177"
