"","category","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"11","ko03041  Spliceosome",1.06915923866371,0.0482123168936307,0.128566178383015,0.084583012094089,"ko03041","270/10687","439/18578",270,"pabpc4/rbfox1l/LOC121912691/thrap3a/LOC121898608/serbp1b/LOC121906115/manf/tcerg1b/fkbp4/srpk3/qkia/LOC121911690/srsf1b/ybx1/snd1/ptbp1a/hsc70/hspa8b/cbx3b/mbnl2/b3gat3/qki2/tet1/LOC121885556/si:ch73-138n13.1/thrap3b/LOC121894159/LOC121910100/LOC121882041/LOC121889973/khdrbs1b/hspa1b/LOC121912702/hnrnph1/hnrnpk/LOC121901491/acin1b/acin1a/ilf3b/LOC121910655/LOC121900668/tet2/LOC121911792/hnrnpd/LOC121901979/LOC121909011/LOC121889408/tet3/LOC121884002/snupn/srsf9/LOC121884464/adarb1b/hnrnpul1/dhx9/nit2/ppil4/rbm5/LOC121895600/khdrbs1a/LOC121884463/srek1/LOC121880783/LOC121913378/LOC121904691/slc30a7/bub3/ppp1caa/zgc:158803/wdr83/e2f4/LOC121886930/fubp1/snrpd3l/LOC121885442/dhx32b/rbm26/LOC121910649/ddx42/snrpd2/LOC121903507/cwc27/matr3l1.2/LOC121884465/LOC121913273/hnrnpub/ppp1cab/LOC121901490/LOC121889136/LOC121889523/ints4/hnrnpa3/psma1/elavl1a/LOC121884269/clk2a/puf60b/srpk1b/cbx1b/rbm15/celf1/toe1/srsf3a/sf3b1/gpatch1/ptbp1b/clk4a/thoc3/LOC121882496/LOC121884909/snrnp25/LOC121884518/rp9/ddx20/polr1c/ythdc1/ppih/plrg1/celf4/gemin8/LOC121899224/LOC121884036/nktr/LOC121896051/eftud2/LOC121901481/LOC121908382/gak/hnrnpm/aar2/prpf19/dqx1/LOC121887979/dhx35/rbm14b/dpf3/igf2bp1/ppil2/LOC121908205/gemin7/rbmx/igf2bp3/dhx29/cwc22/hnrnpl/srrm1/mbnl3/hspb1/LOC121912692/sona/sf3b2/msl1b/snrpg/sf3b4/aqr/LOC121910665/rbm10/zfr/zc3h18/lsm5/cirbpa/ppil1/msl2b/rbm7/LOC121898580/b3glctb/rbm4.3/ints5/fra10ac1/prpf39/luc7l/lsm6/pspc1/LOC121888854/ppwd1/ppig/ppid/snrpe/u2af1/coil/dhx57/snrpc/phf5a/nova1/ppp1cc/celf5a/prpf40a/ddx27/LOC121881103/fkbp5/srsf5b/gemin2/LOC121887041/pqbp1/snrpf/snrpd1/msl2a/usp39/LOC121890480/prpf18/LOC121894481/gemin6/xrcc6/nova2/zgc:163098/ddx46/slu7/tra2b/ddx39ab/ints12/igf2bp2a/snrpb/sf3b3/akap17a/LOC121889134/wdr77/sf1/LOC121892095/LOC121905967/srpk2/dazap1/lsm3/LOC121903323/celf3a/LOC121884644/puf60a/alyref/taf3/sart1/LOC121888619/ints3/gemin5/stub1/LOC121894468/srsf5a/rbm22/LOC121881497/LOC121907153/sf3a3/txnl4a/taf15/zmat5/isy1/ppil3/rbm27/ilf2/hnrnph3/LOC121896218/LOC121885362/sf3b6/dhx30/kin/zfr2/arglu1a/xab2/smndc1/u2af2a/prmt5/si:ch211-114c17.1/snw1/srpk1a/prpf4/LOC121896897/LOC121900126/hnrnpa1b/mtrex/snrnp200/LOC121906921/prpf8"
"12","ko03016  Transfer RNA biogenesis",1.07342202696601,0.138462693670358,0.316486156960818,0.208214576947907,"ko03016","113/10687","183/18578",113,"LOC121912691/aimp1b/LOC121905953/LOC121887267/trnt1/ran/pxk/heatr1/b3gntl1/aimp2/madd/pop1/scyl1/alg12/ptcd1/pus7/LOC121887887/qars1/farsb/adat1/LOC121887888/trmt9b/nfs1/rnaset2/dars2/ftsj1/sephs1/mars1/vars2/xpo1a/nsun2/cars1/elac2/trmt5/pars2/aars1/dus3l/trmt10b/rtraf/rpp38/LOC121902595/ears2/nars1/fam98b/pus1/LOC121912153/zcchc7/mto1/dph3/fars2/rpp21/LOC121912692/hars/trmt11/nars2/xpo1b/LOC121889226/tars1/pts/pus10/mocs3/trmt61b/trit1/ppid/trmt10c/thg1l/qtrt1/LOC121894165/trpt1/tyw1/cars2/LOC121890494/trdmt1/lars1b/trub1/nsun3/rpp14/osgepl1/tyw3/LOC121911782/tyw5/LOC121889042/vps13c/cdkal1/tsen15/wdr4/rars2/sars1/trmt2b/mettl1/elp3/c11h2orf49/trub2/thumpd1/pop5/ctu1/kti12/dars1/farsa/tsen54/tars2/fam98a/bpnt1/kars1/vars1/rpp30/iars1/tarbp1/mtrex/LOC121880601/scdb/trmt6/vps13a"
"13","ko01004  Lipid biosynthesis proteins",1.06976844620711,0.233220642427295,0.466947501894607,0.307202303878031,"ko01004","64/10687","104/18578",64,"hacd1/acot7/hacd2/acsl1a/tecra/LOC121887815/scd/agpat4/slc27a6/degs1/acot11b/elovl1b/mboat2a/elovl6/mboat7/gpat3/lpgat1/oxsm/LOC121901711/acss3/hacd4/lpcat2/LOC121902402/agpat2/lpcat1/hsd17b12b/acsl3b/aacs/acot11a/LOC121886987/gpam/LOC121886000/abhd5a/lpcat4/elovl4b/slc27a1a/acsl6/LOC121903267/acsl3a/ppt1/LOC121896824/acsl2/LOC121909423/fads2/pecr/tecrb/zgc:153738/hsd17b12a/gpat2/acsbg1/lpcat3/med20/LOC121894207/LOC121896802/slc27a4/LOC121912329/olah/elovl5/LOC121896800/LOC121909419/LOC121909424/acsl4a/scdb/acsbg2"
"14","ko01003  Glycosyltransferases",1.04451640133956,0.233473750947304,0.466947501894607,0.307202303878031,"ko01003","140/10687","233/18578",140,"stt3a/b3gnt5a/plod3/b4galt1l/alg5/mpdu1b/galnt7/LOC121907641/st8sia2/gys1/LOC121912345/b4galt5/LOC121905430/LOC121911223/has1/gal3st2/pofut1/has2/plod1a/plod2/extl2/galnt1/b3gat3/st6galnac/pofut2/LOC121894669/LOC121881793/fut8b/LOC121887782/LOC121901253/st8sia1/st3gal3b/cercam/hnrnpk/b4gat1/LOC121897054/fam3a/mgat1b/mgat4a/chst7/uggt1/uggt2/alg12/st8sia6/chst11/poc1bl/cnn3a/lfng/colgalt1a/usta/zgc:101663/b4galnt1a/alg6/LOC121912899/c1galt1c1/pomgnt2/galnt2/ndst2a/b4galt3/alg3/csgalnact2/LOC121910562/alg9/b3gnt2b/st3gal8/pomt2/LOC121881850/ugcg/large2/b3gnt5b/alg2/dpm1/chpf2/hs2st1a/st6galnac6/st6gal2a/LOC121892290/chpfa/galnt11/galnt18b/LOC121896625/rxylt1/LOC121909886/pigm/LOC121892141/chst6/alg13/mgat1a/st6galnac5b/pomt1/LOC121897083/LOC121906919/gxylt2/ccdc39/LOC121897901/fut11/b3glctb/LOC121903509/LOC121886375/galnt12/poglut1/LOC121901197/xylt1/gal3st3/c1galt1b/rfng/chst14/LOC121908505/hs6st1a/chsy1/commd8/chst2b/galnt13/b4galnt4a/si:dkey-199f5.8/LOC121912805/pigv/mgat2/alg8/b4galt4/LOC121882348/b4galnt3b/large1/colgalt2b/hs2st1b/alg1/LOC121901260/c1galt1a/eogt/LOC121884451/gal3st1a/gal3st1b/LOC121909618/b3galt8/LOC121887271/csgalnact1a/LOC121884996/tmem60/chsy3/pomgnt1"
"15","ko00199  Cytochrome P450",1.05110969423838,0.409736055079234,0.754743163343139,0.496541554831013,"ko00199","26/10687","43/18578",26,"LOC121907923/LOC121889192/LOC121909123/tbxas1/LOC121892099/LOC121897700/LOC121904285/LOC121897065/LOC121906655/LOC121897063/LOC121900957/LOC121894309/LOC121895651/ptgis/LOC121900958/LOC121882012/LOC121897064/LOC121897527/xpo6/osgepl1/LOC121911892/LOC121895190/LOC121880846/LOC121883446/LOC121912486/LOC121911449"
"16","ko03009  Ribosome biogenesis",1.01300914915116,0.424543029380516,0.754743163343139,0.496541554831013,"ko03009","162/10687","278/18578",162,"gtpbp4/LOC121904493/tmed5/kpnb1/kpnb3/ddx21/atp8a2/LOC121911690/nsa2/tmed7/tmed1b/nmd3/hsc70/hspa8b/ran/LOC121910100/heatr1/hspa1b/noa1/faf2/rbm19/pop1/ighmbp2/pno1/nsun5/LOC121907208/isg20/LOC121910655/LOC121901979/LOC121884002/brd2a/LOC121908985/LOC121884464/atp11a/mrm1/LOC121884463/ncl/gnl2/abce1/tex10/ipo8/ftsj1/wdr3/utp4/rcl1/pa2g4a/ddx49/xpo1a/bud23/atp11b/LOC121884465/imp4/nvl/dusp12/dhx33/ddx28/dnajc21/rrp8/lyar/tsr3/pdcd2l/ddx10/eral1/ttf2/ipo9/brdt/wdr36/sdad1/spata5/imp3/LOC121884909/utp6/rpp38/atp8a1/ddx31/slit2/LOC121888247/riok2/ercc8/ddx51/riox2/LOC121888546/znf622/gnl3l/noc3l/pdcd2/rrp12/tsr2/msl1b/rpl7a/rrp1/shq1/si:dkey-251i10.3/xpo1b/LOC121905597/LOC121889226/pwp2h/dkc1/riox1/sox7/styx/csnk2b/dusp7/wdr74/rpf2/lsg1/dbr1/rpf1/bmt2/ddx56/LOC121903523/dimt1l/riok1/ddx27/tnpo1/LOC121887041/grwd1/tsr1/fbl/LOC121889042/kri1/pa2g4b/tbl2/nol12/nop14/ak6/atp8b1/utp11/mtg1/eif6/wdr75/rexo1/urb2/csnk2a4/rexo4/nxf1a/ddx47/nol10/pop5/mak16/utp3/mtg2/brd2b/mdn1/wdr43/eif2a/LOC121893825/rbm34/nxt2/pelp1/eif3jb/rpp30/LOC121880912/wdr18/utp23/LOC121891944/mtrex/rsl1d1/LOC121907187/brd4/bop1/ipo4"
"17","ko03310  Nuclear receptors",1.01405133963382,0.494583152259621,0.832982151174098,0.548014573140854,"ko03310","42/10687","72/18578",42,"rxrbb/ptbp1a/LOC121882331/nr5a2/LOC121908587/mapkapk3/LOC121894706/rorca/LOC121909011/thrb/LOC121890797/LOC121894132/LOC121885442/mapkapk2a/raraa/nr4a1/LOC121909754/rxrba/LOC121901900/ptbp1b/LOC121896101/nr2f6a/LOC121887979/nr1d2b/nr1d4a/esrra/nr4a3/nr2f5/nr3c2/ar/LOC121884882/LOC121886456/pparab/esrrb/LOC121881819/nr3c1/nr1h3/LOC121903474/nr2c2/pparg/nr2f1a/LOC121912520"
"18","ko00535  Proteoglycans",0.987224584617055,0.599395282329466,0.959032451727145,0.630942402452069,"ko00535","46/10687","81/18578",46,"aplp2/cd44b/cspg4/LOC121888432/sdc2/cspg4ba/LOC121885527/sdc4/acanb/col12a1a/LOC121894315/aplp1/bgnb/p3h3/srgn/gpc4/LOC121890299/appa/gpc5c/ecm2/hspg2/tgfbr3/gpc5a/col18a1a/LOC121881182/LOC121882468/LOC121906205/LOC121912973/LOC121900512/p3h2/col12a1b/smc3/gpc6a/p3h1/gpc3/agrn/LOC121909394/fmodb/lum/engl/LOC121903452/ptprz1a/zgc:113232/LOC121906613/LOC121900966/gpc1b"
"19","ko04052  Cytokines and growth factors",0.941074497791217,0.811269699833912,0.999999999998203,0.657894736840923,"ko04052","72/10687","133/18578",72,"tnfsf10l/tgfb1a/bmp8a/bmp7b/tgfb3/vegfc/il11a/inhbb/nrg2a/fgf2/gdf10a/LOC121884629/pdgfd/rdm1/bmp6/si:dkey-246i14.3/fgf13a/LOC121904146/efna1b/LOC121891770/lepa/bdnf/bmp5/fgf14/fgf10a/LOC121885905/angptl4/LOC121891216/efna5b/ngfa/LOC121883727/vegfd/igf2b/kitlga/vegfaa/pdgfab/inhbaa/LOC121903253/LOC121911828/spaw/tnfb/tgfb2/angpt4/csf3a/il10/LOC121881185/vegfab/tmprss3a/LOC121896712/bmp16/tnfsf12/LOC121891819/gdnfa/fgf7/fgf8b/fgf16/pgfb/LOC121897467/LOC121905557/angpt2a/tnfsf11/gdf2/efna3b/LOC121898508/igf3/ccl44/ndr2/efna1a/prl2/LOC121897917/efnb1/pdgfc"
"20","ko00536  Glycosaminoglycan binding proteins",0.947556169821769,0.847254675958357,0.999999999998203,0.657894736840923,"ko00536","133/10687","244/18578",133,"aplp2/plat/wnt10b/lpl/thbs4b/wnt1/cd44b/tgfb1a/fgfr1a/LOC121888432/wnt7aa/tfpia/slit3/serpine1/fn1b/LOC121885527/apoeb/bmp7b/fgfr2/LOC121906878/wnt7bb/hbegfa/LOC121887134/col6a1/cemip2/nrg2a/acanb/fgf2/fgfr4/hmmr/thbs1b/slc8a1b/LOC121901059/tncb/thbs2a/LOC121900435/col6a3/bmp6/appa/wnt6b/plaub/hyal2b/ntn1a/col27a1a/fn1a/si:dkey-246i14.3/fgf13a/LOC121904146/LOC121907144/efna1b/LOC121905979/LOC121906879/bmp5/fgf14/fgf10a/col18a1a/anxa5b/LOC121891216/ncam1b/ctsba/serpine2/thbs3a/efna5b/col13a1/proza/LOC121883727/igf2b/ntn1b/fgfr3/fbn2b/col5a1/vegfaa/LOC121896795/kdrl/pdgfab/LOC121885528/col23a1a/btc/slit2/fga/mrvi1/tnn/LOC121909108/col5a2b/LOC121901374/tnfb/tgfb2/LOC121884320/LOC121880806/ntn2/LOC121881170/LOC121909444/LOC121900750/LOC121904301/LOC121909394/LOC121912090/LOC121887361/hyal2a/il10/hdgfl3/vegfab/tmprss3a/LOC121896712/bmp16/LOC121906138/LOC121889722/LOC121888794/LOC121907387/fgf7/fgf8b/fgf16/LOC121882774/LOC121905557/LOC121903452/wnt4/slc45a2/LOC121899965/col10a1b/thbs4a/spint2/efna3b/LOC121898508/wnt7ba/LOC121896791/LOC121887359/LOC121906613/col5a3a/LOC121912673/efna1a/hpse/cdc37l1/ncam1a/LOC121910151"
"21","ko02042  Bacterial toxins",0.724322385452731,0.919029252561317,0.999999999998203,0.657894736840923,"ko02042","5/10687","12/18578",5,"hyal2b/LOC121896795/neu1/hyal2a/LOC121896791"
