"","Term","Ontology","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"749","chondrocyte development","Biological Process",2.04352053714906,0.00322434481955764,0.0380421030312829,0.0309089396587768,"GO:0002063","14/3369","29/14261",14,"serpinh1b/sulf2a/LOC121913625/tgfbr2b/sulf1/rarga/gnptab/acanb/col27a1b/LOC121887119/runx2b/bmpr1bb/msx2b/chsy1"
"750","cell growth","Biological Process",1.29909519861619,0.00323473391786456,0.0380692944775282,0.0309310325165387,"GO:0016049","89/3369","290/14261",89,"fzd2/LOC121910123/LOC121910722/smad6b/kirrel3l/myl9b/nrp2a/LOC121891214/LOC121913625/LOC121898750/LOC121894409/LOC121908668/tgfbr2b/slit1a/flrt3/fmnl2a/dclk1a/LOC121908160/plxnb1b/lamb2/ulk2/slc3a2a/ndel1b/efna5b/nrp1a/rin2a/prkacab/lrp5/LOC121880911/anos1a/si:ch211-225b11.1/LOC121907610/sema5a/LOC121888899/rragca/rarga/ptprsa/LOC121882364/LOC121900032/klc1a/smo/LOC121894730/tcf7l2/LOC121898374/spast/zeb2b/ctnnb1/lrp6/smad7/zeb2a/LOC121887622/mapk8a/impact/slit3/LOC121907338/map2k7/LOC121887119/rragcb/LOC121890872/stk11/itga9/bin3/dvl2/rab7a/map2k4a/daam2/abl1/map3k9/tiam1a/wnt5a/bdnf/jade2/prkacbb/ncoa2/aurka/LOC121895767/slit2/LOC121906769/cyfip1/LOC121905678/afdna/fam53b/nop58/kdm1a/LOC121913501/LOC121909077/LOC121895481/wasf2/LOC121907218"
"751","oxidoreductase activity, acting on the aldehyde or oxo group of donors","Molecular Function",1.8278893116382,0.00323957332206645,0.0380692944775282,0.0309310325165387,"GO:0016903","19/3369","44/14261",19,"aldh9a1a.1/aldh16a1/aldh6a1/ogdhb/LOC121901688/xdh/aldh1a2/LOC121906420/hsd17b12a/pdha1b/aldh18a1/aldh1l2/aldh5a1/si:dkey-97m3.1/aldh3a2b/aldh9a1b/LOC121882322/akr1b1.2/suclg2"
"752","positive regulation of bone mineralization","Biological Process",1.8278893116382,0.00323957332206645,0.0380692944775282,0.0309310325165387,"GO:0030501","19/3369","44/14261",19,"bmp7b/slc8a1b/tgfb1a/osr2/LOC121898953/LOC121882333/pla2g4ab/wnt4/tmem119b/LOC121911203/wnt10b/fam20ca/mef2cb/LOC121899247/bmp4/bmpr1bb/atraid/asxl2/bmp6"
"753","cell cycle DNA replication","Biological Process",1.67976461386969,0.00325013599953586,0.038142698310622,0.0309906726117762,"GO:0044786","25/3369","63/14261",25,"hlfa/LOC121902594/tec/LOC121894026/rpa3/orc3/gins2/rpa1/lig1/rfc2/rfc1/pcna/rpa2/fen1/LOC121892094/gmnn/pold2/e2f4/pold1/pola2/atad5a/mcm5/fbxw7/LOC121889601/rfc3"
"754","regulation of leukocyte migration","Biological Process",1.4025022619418,0.00327030146690614,0.038328453664522,0.0311415975230585,"GO:0002685","55/3369","166/14261",55,"mmp14b/gas6/nbl1/LOC121909298/adam8a/vegfab/thbs4b/LOC121905749/mmp9/itga2.2/tgfb1a/f2rl1.2/edn3b/ednraa/calr/itgb3a/cxcl12b/mmp14a/LOC121903253/kitlga/thbs1b/LOC121885487/mapk14b/ada/tmsb2/LOC121881170/tnfb/mapk3/abr/wasla/bcr/lrch1/vegfaa/med23/LOC121910151/LOC121894833/LOC121910149/lgmn/edn2/thbs4a/wnt5a/mapk14a/hmgb1a/slit2/LOC121908717/dapk2b/LOC121901722/serpine1/pla2g7/LOC121906050/anxa1a/LOC121900435/trpv4/LOC121907218/kars1"
"755","monosaccharide metabolic process","Biological Process",1.3621061571874,0.00328916745092082,0.0384985069719037,0.031279764632598,"GO:0005996","65/3369","202/14261",65,"tat/LOC121907641/LOC121903551/pck1/gpia/gnpda1/LOC121891043/nudt5/pik3ca/slc23a2/ldha/LOC121904145/LOC121881793/igfbp1a/LOC121887271/lrp5/LOC121885865/galk2/atf3/pik3r1/mapk14b/LOC121884840/cpt1ab/LOC121884175/LOC121888191/tnfb/adpgk/LOC121912900/fut8b/tcf7l2/LOC121908505/slc2a3b/irs2b/LOC121892275/got1/LOC121912827/pfkpa/LOC121895936/LOC121909162/dhdh.2/galm/pgm1/glb1/hk1/gclc/aldh5a1/fuca2/LOC121910296/aldoab/mapk14a/akt1/gdf2/xylb/badb/akr1b1.2/man2b2/slc2a8/b4galt1l/cryl1/suclg1/LOC121908406/LOC121912077/ppardb/LOC121889179/pgk1"
"756","regulation of apoptotic process involved in development","Biological Process",1.85839324110071,0.00331352048992205,0.0387322494304777,0.0314696787270374,"GO:1904748","18/3369","41/14261",18,"bmp7b/wt1b/LOC121894132/ulk2/hoxc9a/hoxd9a/tfdp1a/tgfbr3/LOC121908944/macf1a/melk/pik3c3/e2f4/gulp1a/b4galt1l/LOC121884400/fbxw11a/pleca"
"757","coronary vasculature morphogenesis","Biological Process",1.98422195013357,0.00332547350294432,0.0388206200072905,0.0315414791956938,"GO:0060977","15/3369","32/14261",15,"smad6b/vegfab/LOC121910427/tgfbr1b/LOC121894409/nrp1a/fgfr2/ctnnb1/rxraa/vegfaa/arid2/tgfbr3/pbrm1l/angpt1/fgf2"
"758","regulation of protein import into nucleus","Biological Process",1.50079332955557,0.00334085844709161,0.0389487679379269,0.031645598483005,"GO:0042306","39/3369","110/14261",39,"gas6/ptgs2b/tgfb1a/chp1/nkd1/jak2a/LOC121898953/lrrk2/pkig/rps6ka1/xbp1/mdfic/pik3r1/mapk14b/birc2/smo/kpnb3/sting1/cdkn1a/hdac3/cd36/pik3r2/rps6ka2/bmp4/angpt1/nup54/nup62l/mapk14a/insra/gli3/cdk1/LOC121899981/prkcq/LOC121902846/akap1b/sirt1/prkd3/ptenb/gsk3ba"
"759",NA,NA,1.89371358047836,0.0033586643243299,0.0389789326917094,0.031670107132112,"GO:0005605","17/3369","38/14261",17,"fbln1/fn1a/itgb2/lamb1a/lamb1b/nid1a/LOC121908668/itgb3a/lamb2/lama4/lama2/LOC121890861/lamc3/tln2b/LOC121907944/lamc1/tln1"
"760","molting cycle, collagen and cuticulin-based cuticle","Biological Process",1.89371358047836,0.0033586643243299,0.0389789326917094,0.031670107132112,"GO:0018996","17/3369","38/14261",17,"aplp2/ctsz/dab2/ptch1/hsd17b12a/LOC121910769/tpst1/LOC121890540/txnrd3/roraa/gsr/fbxo11a/rnf185/pik3c3/rorca/p4ha1b/LOC121907218"
"761","positive regulation of cartilage development","Biological Process",1.93508883517788,0.00336616212894937,0.0389789326917094,0.031670107132112,"GO:0061036","16/3369","35/14261",16,"LOC121898953/rela/smad1/sox6/wnt4/loxl2a/bmp1a/LOC121887119/runx2b/sox5/bmp4/bmpr1bb/wnt5a/gli3/gdf2/bmp6"
"762","positive regulation of extracellular matrix organization","Biological Process",1.93508883517788,0.00336616212894937,0.0389789326917094,0.031670107132112,"GO:1903055","16/3369","35/14261",16,"fscn1a/meltf/tgfb1a/cemip2/LOC121913306/LOC121898953/LOC121912345/LOC121885487/sema5a/sec24d/LOC121894730/phldb2a/LOC121887119/rgcc/sec24c/LOC121891815"
"763","positive regulation of sprouting angiogenesis","Biological Process",1.93508883517788,0.00336616212894937,0.0389789326917094,0.031670107132112,"GO:1903672","16/3369","35/14261",16,"itga5/ptgs2b/vegfab/nrp1a/smad1/srpx2/klf4/vegfaa/map3k3/LOC121894558/abl1/gata2a/hmgb1a/pdpk1b/fgf2/pik3c2a"
"764","female gonad development","Biological Process",1.42028518535877,0.00337856603892558,0.0389789326917094,0.031670107132112,"GO:0008585","51/3369","152/14261",51,"mmp14b/pdgfra/fsta/kitb/ptgs2b/vegfab/mmp13b/sgpl1/idh1/LOC121881793/mmp14a/esr2b/kitlga/stat5a/pla2g4ab/LOC121912092/wnt4/prkcaa/hnrnpk/cenpi/nrip1b/LOC121886920/LOC121911291/cdh10a/tenm3/vegfaa/slit3/bmp4/LOC121908944/fgf7/lepr/angpt1/LOC121897170/dvl2/bmpr1bb/capn5a/edn2/LOC121911604/ccnd2a/slit2/LOC121907378/serpine1/cebpb/nup107/LOC121894614/inhbaa/LOC121888930/LOC121911603/sirt1/LOC121894002/LOC121884400"
"765","regulation of steroid biosynthetic process","Biological Process",1.54755088297156,0.0033787328778827,0.0389789326917094,0.031670107132112,"GO:0050810","34/3369","93/14261",34,"fgfr4/dkk3b/dab2/dhcr7/LOC121894132/fdps/scd/star/srebf2/wnt4/tnfb/elovl6/sc5d/scdb/nr3c1/acaca/srebf1/LOC121912486/mvda/insig1/fdft1/nfkb1/sqlea/apoeb/tm7sf2/LOC121904676/nfyc/idi1/gpam/LOC121902846/fasn/sirt1/bmp6/nfyba"
"766","muscle tissue morphogenesis","Biological Process",1.54755088297156,0.0033787328778827,0.0389789326917094,0.031670107132112,"GO:0060415","34/3369","93/14261",34,"fzd2/LOC121895103/LOC121913056/LOC121897829/tgfbr1b/tgfb1a/LOC121897830/hey1/cemip2/LOC121907573/chd7/fgfr2/LOC121907520/LOC121905833/LOC121911203/pals1a/LOC121883610/dspa/ctnnb1/smad7/rxraa/LOC121895699/tgfbr3/fermt2/LOC121898476/LOC121886103/LOC121908944/LOC121905206/angpt1/dpf3/pax7a/wnt5a/LOC121911365/LOC121892095"
"767","synaptic assembly at neuromuscular junction","Biological Process",1.62361905691295,0.00341228522249507,0.0393146864552659,0.0319429046903711,"GO:0051124","28/3369","73/14261",28,"stmn1b/limk1a/atl1/igf2bp3/ulk2/ppfibp1a/mark1/ptprsa/syn1/mark2b/ppfibp2a/atp1a3a/tenm3/LOC121913666/igf2bp1/LOC121881354/ube2na/LOC121911346/atp1a3b/atp1a2a/nrxn2b/LOC121911051/limk2/pdpk1b/LOC121909077/bod1l1/gsk3ba/LOC121907218"
"768","retinoid metabolic process","Biological Process",1.69320273078065,0.00344285634917491,0.0395549256698876,0.0321380973531507,"GO:0001523","24/3369","60/14261",24,"LOC121907641/LOC121889192/LOC121908571/retsat.2/gpc4/LOC121909602/napepld/LOC121901688/lrp1ab/sdc4/aldh1a2/sdc3/LOC121908505/apoeb/lrp8/LOC121904285/rdh10a/akr1b1.2/gpc5a/LOC121894735/gpc6a/LOC121900546/hspg2/ppardb"
"769","positive regulation of T cell differentiation","Biological Process",1.69320273078065,0.00344285634917491,0.0395549256698876,0.0321380973531507,"GO:0045582","24/3369","60/14261",24,"gli2a/adam8a/LOC121909219/LOC121913625/tgfb1a/tgfbr2b/LOC121903253/stat5a/ap3b1a/xbp1/ada/LOC121908417/zmiz1a/bcl6aa/LOC121882877/raraa/LOC121887114/malt1/bmi1a/gli3/badb/cylda/runx3/anxa1a"
"770","cysteine metabolic process","Biological Process",2.35167045941757,0.00346894504856432,0.0395549256698876,0.0321380973531507,"GO:0006534","10/3369","18/14261",10,"cdo1/LOC121884079/gnmt/LOC121894407/sardh/gclm/LOC121900113/gclc/mthfd1b/LOC121892283"
"771","guanyl-nucleotide exchange factor complex","Cellular Component",2.35167045941757,0.00346894504856432,0.0395549256698876,0.0321380973531507,"GO:0032045","10/3369","18/14261",10,"LOC121911895/elmo1/wdr41/ric1/pde3b/elmo2/elmo3/smcr8a/LOC121893854/rgp1"
"772","plasma membrane proton-transporting V-type ATPase complex","Cellular Component",2.35167045941757,0.00346894504856432,0.0395549256698876,0.0321380973531507,"GO:0033181","10/3369","18/14261",10,"atpv0e2/LOC121910835/LOC121898686/atp6v1c1b/atp6ap1b/atp6v1e1a/atp6v0e1/atp6v1f/atp6v1c1a/atp6v1ba"
"773","dermatan sulfate proteoglycan biosynthetic process","Biological Process",2.35167045941757,0.00346894504856432,0.0395549256698876,0.0321380973531507,"GO:0050651","10/3369","18/14261",10,"bgnb/dcn/usta/LOC121913506/csgalnact2/LOC121888618/b3gat3/LOC121884836/LOC121903452/dse"
"774","fatty acid homeostasis","Biological Process",2.35167045941757,0.00346894504856432,0.0395549256698876,0.0321380973531507,"GO:0055089","10/3369","18/14261",10,"srebf2/xbp1/LOC121912900/srebf1/got1/LOC121894833/apoeb/gpam/pold1/sirt1"
"775","negative regulation of T cell apoptotic process","Biological Process",2.35167045941757,0.00346894504856432,0.0395549256698876,0.0321380973531507,"GO:0070233","10/3369","18/14261",10,"LOC121909219/ada/efna1a/tsc22d3/hif1aa/bmp4/arg2/gpam/prkcq/LOC121889070"
"776","organic acid catabolic process","Biological Process",1.3206981300089,0.00349541851062606,0.039754199972204,0.0323000063144081,"GO:0016054","78/3369","250/14261",78,"slc25a21/tat/hgd/fah/qdpra/cd44b/LOC121889192/hexb/glulb/cdo1/ddah1/pla2g15/npl/hyal1/pck1/tgfb1a/chp1/cemip2/aspg/LOC121895702/hpdb/sesn2/bcat2/LOC121904145/LOC121894435/acadvl/LOC121897527/LOC121884079/phyhd1/phyh/gusb/aldh6a1/kynu/cpt1ab/sardh/LOC121912900/hmmr/slc9a1a/adoa/abcd3a/got1/pex5/LOC121900113/acot7/asrgl1/ehhadh/idua/prodha/acat2/atp2a1l/gls2b/hibadhb/aldh5a1/auh/ppat/aldh3a2b/abcd1/crata/LOC121884653/hmgcl/LOC121911604/xylb/LOC121882322/LOC121886625/arg2/LOC121885474/pcyox1/scly/LOC121911603/fgf2/LOC121890470/cryl1/LOC121903708/LOC121905474/glsb/ppardb/etfb/LOC121892283"
"777","carboxylic acid catabolic process","Biological Process",1.3206981300089,0.00349541851062606,0.039754199972204,0.0323000063144081,"GO:0046395","78/3369","250/14261",78,"slc25a21/tat/hgd/fah/qdpra/cd44b/LOC121889192/hexb/glulb/cdo1/ddah1/pla2g15/npl/hyal1/pck1/tgfb1a/chp1/cemip2/aspg/LOC121895702/hpdb/sesn2/bcat2/LOC121904145/LOC121894435/acadvl/LOC121897527/LOC121884079/phyhd1/phyh/gusb/aldh6a1/kynu/cpt1ab/sardh/LOC121912900/hmmr/slc9a1a/adoa/abcd3a/got1/pex5/LOC121900113/acot7/asrgl1/ehhadh/idua/prodha/acat2/atp2a1l/gls2b/hibadhb/aldh5a1/auh/ppat/aldh3a2b/abcd1/crata/LOC121884653/hmgcl/LOC121911604/xylb/LOC121882322/LOC121886625/arg2/LOC121885474/pcyox1/scly/LOC121911603/fgf2/LOC121890470/cryl1/LOC121903708/LOC121905474/glsb/ppardb/etfb/LOC121892283"
"778","regulation of neural precursor cell proliferation","Biological Process",1.4023458199717,0.00355086044536632,0.0403117710548942,0.0327530288756524,"GO:2000177","54/3369","163/14261",54,"nes/drd2a/smad6b/gli2a/vegfab/LOC121899381/ctsz/ezh1/tgfb1a/LOC121894409/fxr1/llgl1/lrrk2/fxr2/flna/rsu1/kdm2ba/sp5a/smarcd3b/smo/prkci/LOC121883610/LOC121903406/ctnna1/ctnnb1/vegfaa/hif1aa/mapk8a/llgl2/hdac3/shcbp1/prox1a/id2a/LOC121894035/gata2a/nr1h3/wnt5a/LOC121912626/bdnf/gli3/gnai2b/otpa/smarcc2/gjc2/LOC121909011/LOC121897715/notch2/afdna/fgf2/kdm1a/smarcd1/LOC121881849/etfb/foxo1a"
"779","negative regulation of response to external stimulus","Biological Process",1.28192004854055,0.0035535667819127,0.0403117710548942,0.0327530288756524,"GO:0032102","96/3369","317/14261",96,"plat/nbl1/drd2a/pdgfra/cd44b/pdgfab/LOC121891214/tfpia/tspan7/dbn1/adcy7/LOC121896717/pparg/slit1a/LOC121898953/trib1/robo1/LOC121890962/rgma/epha4l/LOC121880577/thbs1b/LOC121889057/nrp1a/tnfaip3/dusp8a/LOC121909664/socs3a/stat5a/calcrla/sema5a/serpine2/mapk14b/ada/tmsb2/wnt4/LOC121881170/dhx58/klf4/c1qtnf12/abr/bcr/vps35/pbk/ptpn2a/LOC121911925/mapk8a/slit3/cd9a/phldb2a/nfkb1/LOC121911736/LOC121910151/pdcd4b/riok3/LOC121894833/LOC121891899/foxf1/apoeb/roraa/ier3/psd2/LOC121904676/LOC121909302/LOC121883615/fbxo45/serpinf1/LOC121894610/nr1h3/wnt5a/mapk14a/ptpn2b/anxa5b/arg2/nlrc3/smpdl3b/hmgb1a/slit2/LOC121893636/wfdc1/tyro3/serpine1/neo1a/LOC121881107/mapkbp1/LOC121888930/LOC121890411/gja1b/nlrx1/usp36/fgf2/LOC121891815/tm9sf2/lrig2/ppardb/ptenb"
"780","carbohydrate homeostasis","Biological Process",1.3165651154692,0.00362373810479361,0.0409727589698966,0.0332900768817311,"GO:0033500","79/3369","254/14261",79,"ucp2/fn1a/cav3/gas6/fgfr4/LOC121899291/met/LOC121909824/stat3/pck1/cacna1c/gpia/cdkn2a/b/pparg/pik3ca/sesn2/trib1/ptch1/nucks1a/prkacab/me2/scd/star/xbp1/pik3r1/ncoa5/hnrnpk/map2k1/scdb/aclya/tcf7l2/gclm/slc2a3b/ptpn2a/hif1aa/mef2cb/sox4b/sin3aa/LOC121889326/pfkpa/LOC121889134/map2k7/LOC121895014/fis1/me1/cd36/stk11/pik3r2/gprc5ba/sidt2/pde3b/lepr/hk1/gclc/LOC121898741/LOC121910296/LOC121912073/LOC121911599/rab34a/ptpn11a/ptpn2b/akt1/insra/badb/LOC121899981/LOC121892351/LOC121902846/LOC121888909/rack1/rab1ba/serpine1/si:ch211-272n13.3/cry2/sirt1/pdk3a/LOC121895198/LOC121893854/trpv4/foxo1a"
"781","actinin binding","Molecular Function",1.70805538631381,0.0036380987125869,0.0409727589698966,0.0332900768817311,"GO:0042805","23/3369","57/14261",23,"actn1/cacna1c/pparg/LOC121908668/csrp1b/pkd2/magi1b/LOC121907573/rela/pdlim4/hnrnpk/LOC121907520/LOC121894730/raraa/nfkb1/LOC121895350/LOC121887641/mybphb/ptprt/myot/zyx/mybpc2b/mybpc1"
"782","lung alveolus development","Biological Process",1.70805538631381,0.0036380987125869,0.0409727589698966,0.0332900768817311,"GO:0048286","23/3369","57/14261",23,"fgfr4/hs6st1a/pdgfab/vegfab/LOC121908577/dbn1/stk40/LOC121882333/hopx/foxp2/ada/fgfr2/errfi1a/LOC121892156/vegfaa/bmp4/foxf1/selenon/edn2/wnt5a/LOC121905968/cica/pthlha"
"783","regulation of cholesterol metabolic process","Biological Process",1.70805538631381,0.0036380987125869,0.0409727589698966,0.0332900768817311,"GO:0090181","23/3369","57/14261",23,"dhcr7/acadvl/fdps/scd/srebf2/elovl6/sc5d/scdb/ldlrap1b/acaca/srebf1/LOC121912486/mvda/fdft1/sqlea/apoeb/tm7sf2/LOC121904676/nfyc/idi1/gpam/fasn/nfyba"
"784","condensed chromosome, centromeric region","Cellular Component",1.63273120468134,0.00364892625430674,0.0409727589698966,0.0332900768817311,"GO:0000779","27/3369","70/14261",27,"ndel1b/si:dkey-6i22.5/ndc80/ncapd3/stag2b/aurkb/banf1/cenpk/atrx/nsl1/ncapd2/bub1bb/sgo1/cenpf/aurka/kntc1/cebpb/cenpu/ska1/LOC121907258/cenpe/nuf2/nup43/sumo2a/mis18bp1/birc5a/ccnb1"
"785","integrin-mediated signaling pathway","Biological Process",1.63273120468134,0.00364892625430674,0.0409727589698966,0.0332900768817311,"GO:0007229","27/3369","70/14261",27,"itgb2/itga7/itga5/LOC121899381/itga2.2/LOC121908668/itgb3a/nrp1a/tec/rsu1/fut8b/itgav/fermt2/LOC121909107/LOC121894558/adam15/plek/abl1/ptpn11a/zyx/LOC121893344/nedd9/LOC121894002/itgb5/ptk2aa/ccn2a/tln1"
"786",NA,NA,1.63273120468134,0.00364892625430674,0.0409727589698966,0.0332900768817311,"GO:0090662","27/3369","70/14261",27,"atpv0e2/LOC121910835/LOC121898686/atp6v1c1b/atp6v0cb/LOC121891066/atp1a3a/atp6v0a1a/LOC121903229/atp2a1l/atp2b2/atp1b2b/atp6ap1b/atp1a3b/atp2b1a/atp6v1e1a/atp1a2a/anxa5b/atp6v0e1/atp5fa1/atp6v1f/LOC121903708/abcc4/atp1b1a/LOC121908896/atp6v1c1a/atp6v1ba"
"787",NA,NA,1.63273120468134,0.00364892625430674,0.0409727589698966,0.0332900768817311,"GO:0099131","27/3369","70/14261",27,"atpv0e2/LOC121910835/LOC121898686/atp6v1c1b/atp6v0cb/LOC121891066/atp1a3a/atp6v0a1a/LOC121903229/atp2a1l/atp2b2/atp1b2b/atp6ap1b/atp1a3b/atp2b1a/atp6v1e1a/atp1a2a/anxa5b/atp6v0e1/atp5fa1/atp6v1f/LOC121903708/abcc4/atp1b1a/LOC121908896/atp6v1c1a/atp6v1ba"
"788","coated vesicle membrane","Cellular Component",1.42047208958108,0.00366886295948891,0.0411443426053344,0.0334294873719929,"GO:0030662","50/3369","149/14261",50,"fzd2/hbegfa/dab2/LOC121891043/tfr1b/vamp8/clta/LOC121890962/LOC121901058/LOC121892072/scarb2c/pef1/LOC121889732/LOC121889735/srebf2/sec24d/pdcd6/LOC121897867/LOC121909478/LOC121889734/mcfd2/ldlrap1b/egfra/LOC121909481/LOC121905570/LOC121909480/cd9a/LOC121895898/vamp4/LOC121908247/hip1/ap1s1/sec13/apoeb/hspa8b/LOC121905409/sar1ab/LOC121898383/wnt5a/dennd1a/ap1b1/LOC121893636/copg2/sec24c/sec22bb/slc2a8/furina/LOC121913501/dipk2ab/tmed10"
"789","midgut development","Biological Process",1.58737756010686,0.00370197589920864,0.0413582313796545,0.0336032704883919,"GO:0007494","30/3369","80/14261",30,"itgb2/hsp90b1/itga7/itga5/LOC121908668/ednrba/itgb3a/hivep1/hoxc9a/LOC121906032/aldh1a2/hoxd9a/dab1a/smo/itgav/ctnnb1/rxraa/mef2cb/itga9/id2a/LOC121894558/foxf1/lamc3/wnt5a/arg2/itga6b/dlc1/LOC121893905/LOC121883559/lamc1"
"790","vascular endothelial growth factor receptor signaling pathway","Biological Process",1.58737756010686,0.00370197589920864,0.0413582313796545,0.0336032704883919,"GO:0048010","30/3369","80/14261",30,"vegfab/nrp2a/pik3ca/vav2/itgb3a/sulf1/nrp1a/xbp1/elmo1/pik3r1/pdcd6/mapk14b/itgav/kdrl/vegfaa/baiap2a/LOC121895014/nck2a/pik3r2/LOC121908944/LOC121909107/elmo2/mapk14a/LOC121893344/LOC121899981/cyfip1/LOC121894002/LOC121894836/ptk2aa/wasf2"
"791","negative regulation of protein depolymerization","Biological Process",1.58737756010686,0.00370197589920864,0.0413582313796545,0.0336032704883919,"GO:1901880","30/3369","80/14261",30,"LOC121895103/fgf13a/capgb/LOC121897829/LOC121897830/gas2l1/mid1/tmod1/shroom2a/dclk1a/LOC121892127/LOC121911171/LOC121907988/si:ch211-266i6.3/add1/plekhh2/LOC121891910/triobpb/macf1a/nav3/capza1a/LOC121894686/LOC121894670/ttbk2b/lima1a/capzb/LOC121891815/LOC121907308/pleca/clip2"
"792","molting cycle process","Biological Process",1.44235788177611,0.00373466701999792,0.0416707733026788,0.0338572085903852,"GO:0022404","46/3369","135/14261",46,"LOC121900512/fsta/aplp2/LOC121909338/pdgfab/ctsz/dab2/tfap2c/ctsla/lrig1/LOC121897079/rela/LOC121913506/fgfr2/egfra/smo/slc2a3b/ctnnb1/LOC121901160/gpc5c/LOC121905675/tnfrsf19/celsr1a/LOC121890540/edaradd/LOC121887119/lgr4/trip6/nsdhl/txnrd3/fgf7/dbi/gsr/sav1/LOC121904676/tp63/nr1h3/LOC121911917/pik3c3/LOC121888909/gpc5a/LOC121881107/inhbaa/dennd5b/LOC121881849/LOC121907218"
"793","male gonad development","Biological Process",1.39410404480443,0.00377589718791828,0.0420776840474575,0.034187820692627,"GO:0008584","55/3369","167/14261",55,"fstl3/mmp14b/pdgfra/met/kitb/pdgfab/LOC121910427/tgfbr1b/sall3a/LOC121908668/wt1b/cdk4/sgpl1/tfap2c/ctsla/jag2b/mmp14a/esr2b/kitlga/hoxa9a/flna/prkacab/star/prdx4/hmgb2a/hoxc9a/kif18a/LOC121912092/wnt4/hoxd9a/LOC121886920/LOC121911291/srd5a2a/tenm3/atrx/msh2/raraa/LOC121887119/klhl32/cited4a/lepr/LOC121897170/adam15/wnt5a/insra/ncoa2/ccnd2a/hmgb1a/ccnd1/LOC121909303/LOC121894614/inhbaa/LOC121907950/cdk6/LOC121884400"
"794","substrate-dependent cell migration","Biological Process",1.72455833690621,0.00383344742177139,0.0426001732436814,0.0346123394692353,"GO:0006929","22/3369","54/14261",22,"mmp14b/ntn1a/itgb2/LOC121886247/nrp2a/LOC121891214/itga2.2/LOC121908668/itgb3a/robo1/mmp14a/nrp1a/LOC121909664/LOC121906032/LOC121910206/rapgef2b/abcc9/LOC121885683/slit2/rapgef6/LOC121883559/LOC121893854"
"795","organic hydroxy compound metabolic process","Biological Process",1.2292356069532,0.00384880021927331,0.0426001732436814,0.0346123394692353,"GO:1901615","133/3369","458/14261",133,"dio3a/LOC121888073/drd2a/fgfr4/qdpra/plcd1b/LOC121889192/aplp2/LOC121907923/plce1/plcd4b/LOC121908571/arhgef15b/sptlc2b/pck1/dhdds/msmo1/retsat.2/vav2/impa2/dhcr7/ldha/LOC121894132/LOC121904493/LOC121897527/LOC121892171/apof/epha4l/plpp1a/napepld/LOC121888790/mapre2/soat1/fdps/lrp5/LOC121901688/arhgef16/LOC121882859/manf/LOC121912717/star/lrp1ab/fech/LOC121908705/LOC121888899/LOC121894568/cat/plcg2/chka/LOC121884175/LOC121911885/dhcr24/LOC121906420/gde1/LOC121912900/sc5d/ldlrap1b/epha3/prkci/srebf1/LOC121909901/LOC121892409/aclya/LOC121894422/LOC121909123/asip1/srd5a2a/LOC121912486/rxraa/hif1aa/mapk8a/got1/mvda/LOC121896054/LOC121895936/map2k7/cited1/insig1/fdft1/inpp1/nsdhl/ephb2b/acat2/itpkb/atp2b2/LOC121909107/diaph2/lepr/sqlea/LOC121898416/apoeb/psat1/tm7sf2/itpkcb/rhobtb4/LOC121904676/LOC121904285/osbpl9/lgmn/aldh3a2b/LOC121894610/plcb3/trpc1/atp10a/rdh10a/idi1/LOC121895767/akr1b1.2/abca1b/rnls/osbpl1a/nudt4a/fasn/LOC121894735/npc1/slc5a3b/lbr/cacna1ha/LOC121900546/hdlbpa/fgf2/htt/mrs2/gba2/cln6a/LOC121880811/inpp5b/ppardb/ptenb/epha7/LOC121909861/LOC121895481/LOC121907218"
"796","cyclin-dependent protein serine/threonine kinase inhibitor activity","Molecular Function",2.60492727812407,0.00386134873465982,0.0426001732436814,0.0346123394692353,"GO:0004861","8/3369","13/14261",8,"cdkn2a/b/cdkn1bb/cdkn1a/cdkn1ba/casp3a/LOC121902024/LOC121897594/cdkn2c"
"797","retromer complex","Cellular Component",2.60492727812407,0.00386134873465982,0.0426001732436814,0.0346123394692353,"GO:0030904","8/3369","13/14261",8,"snx2/vps26bl/snx1a/vps35/vps29/LOC121902437/dennd4c/snx5"
"798","wound healing, spreading of epidermal cells","Biological Process",2.60492727812407,0.00386134873465982,0.0426001732436814,0.0346123394692353,"GO:0035313","8/3369","13/14261",8,"hbegfa/wnt7aa/itga5/ajuba/mapk8a/arhgap24/LOC121894558/msx2b"
"799","mitotic spindle midzone assembly","Biological Process",2.60492727812407,0.00386134873465982,0.0426001732436814,0.0346123394692353,"GO:0051256","8/3369","13/14261",8,"LOC121888899/LOC121893952/aurkb/cdc14b/LOC121896107/aurka/kif4/birc5a"
"800","ventricular cardiac muscle cell development","Biological Process",2.60492727812407,0.00386134873465982,0.0426001732436814,0.0346123394692353,"GO:0055015","8/3369","13/14261",8,"LOC121913056/fhl2a/LOC121906032/LOC121905206/LOC121892319/cdk1/LOC121883559/ccnb1"
"801","negative regulation of fatty acid transport","Biological Process",2.60492727812407,0.00386134873465982,0.0426001732436814,0.0346123394692353,"GO:2000192","8/3369","13/14261",8,"thbs1b/LOC121881170/irs2b/LOC121892275/pla2r1/acsl4a/akt1/lta4h"
