"","gene_id","logFC","CI.L","CI.R","AveExpr","t","P.Value","adj.P.Val","B","description","hit_num"
"11","LOC121895103",-2.22947567058257,-2.42729850998056,-2.03165283118459,8.38652639937935,-23.0807831532489,7.99581597266385e-20,1.30186703877221e-16,35.3311660572748,"tropomyosin alpha-1 chain-like",11
"12","bcam",1.51277495509189,1.37819049372436,1.64735941645943,7.27790055137519,23.0199109678265,8.58141745463882e-20,1.30186703877221e-16,35.2645608810384,"basal cell adhesion molecule (Lutheran blood group)",12
"13","itga11b",1.77396607618208,1.6123677885914,1.93556436377276,3.70894576592951,22.4818885513441,1.61471943018264e-19,2.23878383240953e-16,34.6379901729387,"integrin, alpha 11b",13
"14","itgbl1",4.34827285865784,3.96663044386265,4.72991527345304,5.47435482384925,23.3337418082631,5.971467154681e-20,1.07062977476926e-16,34.5409371305672,"integrin, beta-like 1",14
"15","wnt6b",2.83160631399937,2.57314951491138,3.09006311308736,1.85653105813146,22.437225105089,1.70275618528258e-19,2.23878383240953e-16,34.2859263948795,"wingless-type MMTV integration site family, member 6b",15
"16","adam19a",-1.42994155342199,-1.56263284983807,-1.29725025700591,7.95040890205014,-22.0698856992732,2.64454715182676e-19,3.25973493302046e-16,34.1166288190124,"ADAM metallopeptidase domain 19a",16
"17","fbln1",1.60016830988756,1.44499905937404,1.75533756040108,7.59862388933903,21.119529427898,8.52155765124893e-19,9.435964446448e-16,32.9434444088236,"fibulin 1",17
"18","LOC121910123",-2.16361046132751,-2.37397665577358,-1.95324426688144,8.67389578354934,-21.0633457432369,9.1451953107166e-19,9.49271273252383e-16,32.918158621605,"neuronal migration protein doublecortin-like",18
"19","lepa",2.72133457796458,2.45464554187944,2.98802361404972,3.55748997667429,20.8978213757932,1.12715878583411e-18,1.11149127871102e-15,32.6451757828791,"leptin a",19
"20","LOC121912895",-3.27970863068578,-3.59787063057497,-2.96154663079659,5.64862556004913,-21.1111158642078,8.61207585620445e-19,9.435964446448e-16,32.6122339666183,"tubulin beta chain-like",20
"21","tncb",1.67379301397198,1.50612857159183,1.84145745635214,5.57927859117349,20.4449012124989,2.01233393090471e-18,1.80396589933194e-15,32.1318325756653,"tenascin Cb",21
"22","islr2",2.98839823496835,2.68927844448272,3.28751802545398,2.2265614826785,20.4605619629134,1.97203627374246e-18,1.80396589933194e-15,31.8948913465197,"immunoglobulin superfamily containing leucine-rich repeat 2",22
"23","LOC121893763",3.13962938883199,2.81878162963946,3.46047714802452,2.00532162480666,20.0402719007282,3.4100010308072e-18,2.92400175345999e-15,31.3603489493682,"cytokine-like protein 1",23
"24","nexn",-3.68075879318232,-4.06731228876039,-3.29420529760426,7.45896004849748,-19.5007802246269,6.99063711579217e-18,5.74455604990221e-15,30.5565617828791,"nexilin (F actin binding protein)",24
"25","LOC121887888",-1.70188885248942,-1.88666699929682,-1.51711070568203,5.99732151556193,-18.8627418407102,1.67118230559575e-17,1.27051583584932e-14,30.0182499688098,"glycine--tRNA ligase",25
"26","fstl3",1.99632610993504,1.77878192580571,2.21387029406437,3.15933170336271,18.7935249181121,1.83969583185269e-17,1.34062665976498e-14,29.9216230657202,"follistatin-like 3 (secreted glycoprotein)",26
"27","tmeff2a",2.51115248529764,2.23715004233755,2.78515492825773,4.6393028583756,18.7690756509059,1.90333366156674e-17,1.34062665976498e-14,29.8786497717597,"transmembrane protein with EGF-like and two follistatin-like domains 2a",27
"28","LOC121894083",2.81343790773306,2.50396063318945,3.12291518227667,4.58763050668673,18.6179905565776,2.3504296195667e-17,1.59845423989981e-14,29.5013064718921,"angiotensin II receptor-associated protein",28
"29","nanos1",3.45359638720795,3.07859883312181,3.8285939412941,4.86035332845286,18.8611157670653,1.67495242531601e-17,1.27051583584932e-14,29.3117312147429,"nanos homolog 1",29
"30","sema3c",1.6555668522142,1.47014059138779,1.84099311304061,5.89072751139405,18.2852000485846,3.76049637750407e-17,2.39240353410114e-14,29.1839304526954,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",30
"31","dnajb13",2.58803284934462,2.29678993479779,2.87927576389145,2.39694042507614,18.1986281153078,4.25458540090959e-17,2.62215416489809e-14,28.9829328394887,"DnaJ heat shock protein family (Hsp40) member B13",31
"32","slc7a10a",-1.70207179486009,-1.89472922875713,-1.50941436096305,5.83310859268285,-18.0932397549632,4.94783128118217e-17,2.95700389477196e-14,28.9486557001456,"solute carrier family 7 member 10a",32
"33","acta1a",-4.28750126549904,-4.76753650624405,-3.80746602475403,7.53841374363798,-18.2917549388889,3.72558664742323e-17,2.39240353410114e-14,28.9072658198307,"actin alpha 1, skeletal muscle a",33
"34","sh3bgrl",-1.23547754712727,-1.37570057390434,-1.09525452035019,6.55512123605677,-18.044288173517,5.3085478699256e-17,3.07927003207861e-14,28.7995324333275,"SH3 domain binding glutamate-rich protein like",34
"35","anxa6",-2.08762333617797,-2.32543112364377,-1.84981554871217,7.5259485271668,-17.9783696254828,5.83767995928383e-17,3.19807567102766e-14,28.7846896924178,"annexin A6",35
"36","abcc6a",1.72545217618682,1.52829267252025,1.92261167985339,3.78675981942056,17.9229480035187,6.32459827727875e-17,3.28246650590767e-14,28.7013282059371,"ATP-binding cassette, sub-family C (CFTR/MRP), member 6a",36
"37","filip1l",-2.8767978270294,-3.20523552840689,-2.54836012565192,4.24839876905941,-17.9382706569097,6.18592407735454e-17,3.28246650590767e-14,28.6534088337806,"filamin A interacting protein 1-like",37
"38","loxl3b",2.76545543735129,2.45047642251557,3.08043445218701,4.75417617368106,17.9808111099565,5.81714178521789e-17,3.19807567102766e-14,28.6305771631563,"lysyl oxidase-like 3b",38
"39","loxa",2.0165174983702,1.78453245301318,2.24850254372722,6.27201097959734,17.8018951952447,7.5395368764057e-17,3.81268580196085e-14,28.5293733523816,"lysyl oxidase a",39
"40","LOC121891238",1.68924496005734,1.49402497882525,1.88446494128942,5.7380631945983,17.7211784798942,8.48148596953454e-17,4.07980161685756e-14,28.3621757914608,"sodium- and chloride-dependent betaine transporter-like",40
"41","plat",-1.48339904726287,-1.65801096276796,-1.30878713175777,4.80749572855632,-17.398361631788,1.3643493018923e-16,6.39097623443642e-14,27.8927767514395,"plasminogen activator, tissue",41
"42","fn1a",-2.71850925231635,-3.04230881289097,-2.39470969174173,8.86297220062267,-17.1940741314251,1.85027826035142e-16,7.93286692405449e-14,27.5669434626308,"fibronectin 1a",42
"43","LOC121911622",-1.92620638628647,-2.15521500916563,-1.69719776340731,7.57644277846113,-17.2256340930306,1.7648638113722e-16,7.73480979730725e-14,27.563604617521,"sorbin and SH3 domain-containing protein 1",43
"44","LOC121885527",-5.26768601945439,-5.87595441139706,-4.65941762751172,3.28284200667371,-17.7357217234006,8.30320117469606e-17,4.07980161685756e-14,27.2101283009886,"versican core protein-like",44
"45","dio3a",1.35020182938145,1.18617626754438,1.51422739121851,4.87978910730987,16.858207400408,3.07353467496513e-16,1.2897074650992e-13,27.0314638325136,"iodothyronine deiodinase 3a",45
"46","olfml3b",2.7390286243124,2.40426034023897,3.07379690838582,2.36574086439441,16.756237181616,3.59146577962684e-16,1.47564350220418e-13,26.8184999731275,"olfactomedin-like 3b",46
"47","LOC121897897",4.38618611736804,3.86775900907495,4.90461322566113,1.61591983650401,17.3270084796559,1.51701909775703e-16,6.7996933286282e-14,26.7920491691494,"leucine-rich repeat-containing protein 17-like",47
"48","slc25a21",1.85692433071918,1.62742483144821,2.08642382999015,2.54731351323231,16.5705414270183,4.77874365417126e-16,1.88492764695131e-13,26.6831059722978,"solute carrier family 25 member 21",48
"49","bgnb",1.90664993365485,1.67055551801105,2.14274434929865,2.42203149180244,16.5390089534226,5.01753375268588e-16,1.90114587316411e-13,26.6423372036251,"biglycan b",49
"50","LOC121900512",3.04939342648723,2.67323853545527,3.42554831751919,0.235774554533681,16.6024041267127,4.54934596528464e-16,1.83106532912946e-13,26.6007434858341,"glypican-5-like",50
"51","timp2b",-1.26303888855056,-1.41935499771626,-1.10672277938486,7.78866557351449,-16.5476840590454,4.9506357902995e-16,1.90114587316411e-13,26.483845717664,"TIMP metallopeptidase inhibitor 2b",51
"52","cav3",-2.15811597110117,-2.42724580960583,-1.88898613259651,6.76953030755587,-16.4224202824583,6.01280878128626e-16,2.15608390517323e-13,26.4429947720098,"caveolin 3",52
"53","tagln",-1.13565964295117,-1.27638412607734,-0.994935159825006,9.54758791004934,-16.5273325277004,5.10905239213557e-16,1.90114587316411e-13,26.3327750127997,"transgelin",53
"54","zgc:152830",1.03253909561907,0.903852298671079,1.16122589256706,8.29489739522728,16.4322391816416,5.92163095168758e-16,2.15608390517323e-13,26.3244796160061,"uncharacterized LOC121903758",54
"55","crip2",-2.09226961848368,-2.35488214129657,-1.82965709567078,6.4721975398135,-16.3164791909539,7.09388557817081e-16,2.49831448879794e-13,26.2551346106766,"cysteine-rich protein 2",55
"56","LOC121901680",1.59492160231336,1.39199072071606,1.79785248391066,2.44088681827545,16.09590620793,1.00372779745035e-15,3.41302062436479e-13,25.9082185309728,"BTB/POZ domain-containing protein KCTD12-like",56
"57","LOC121910722",1.95351073768921,1.70406440877697,2.20295706660146,7.6145827767825,16.0384694165005,1.0993637758273e-15,3.61360873114435e-13,25.8005546136885,"periostin-like",57
"58","si:ch73-217n20.1",-2.12775916108862,-2.40023962065942,-1.85527870151783,1.10188068968687,-15.9923151809033,1.18300317298094e-15,3.7630949318597e-13,25.795357021984,"zona pellucida sperm-binding protein 3 receptor",58
"59","si:ch211-252f13.5",1.24897715039472,1.08965270392469,1.40830159686476,3.22478440939107,16.0544824343996,1.07179185023898e-15,3.58269133396833e-13,25.7355565628095,"uncharacterized si:ch211-252f13.5",59
"60","hbegfa",-1.49165813165446,-1.68262035167136,-1.30069591163757,6.76175321585213,-15.9972775402732,1.1737038349345e-15,3.7630949318597e-13,25.6916301364537,"heparin-binding EGF-like growth factor a",60
"61","socs3b",1.5398035067902,1.34205030957474,1.73755670400567,6.35359919832305,15.9465237873835,1.27248774961594e-15,3.91008693221694e-13,25.6746967776876,"suppressor of cytokine signaling 3b",61
"62","meltf",3.56523633896171,3.11388479111522,4.0165878868082,-0.02476369368801,16.1769864882733,8.83109203511791e-16,3.0555578441508e-13,25.5906862199132,"melanotransferrin",62
"63","LOC121912139",-3.00766140032594,-3.39386579709908,-2.62145700355279,8.62469557883914,-15.9490919893206,1.26728877580517e-15,3.91008693221694e-13,25.5888637104809,"spectrin beta chain, non-erythrocytic 1",63
"64","mmp14b",-1.6708833715295,-1.88557767042929,-1.45618907262972,9.39716439592881,-15.9385885399786,1.28869105868625e-15,3.91008693221694e-13,25.5477043661564,"matrix metallopeptidase 14b (membrane-inserted)",64
"65","p3h2",-1.79655700705202,-2.02935496128081,-1.56375905282323,4.82348079953928,-15.8046934784361,1.59663807717562e-15,4.77104487243296e-13,25.4961331153216,"prolyl 3-hydroxylase 2",65
"66","gas6",1.35197094592814,1.17629120476806,1.52765068708822,6.53797801242478,15.760497056293,1.71420439679245e-15,4.97169692846186e-13,25.3591166056459,"growth arrest-specific 6",66
"67","LOC121888073",1.90359601024084,1.65561036345197,2.1515816570297,6.79501399139904,15.7207215492501,1.8276446449188e-15,5.22388517204181e-13,25.1722469143114,"inositol monophosphatase 1-like",67
"68","LOC121911895",-4.13865455154665,-4.67530603719766,-3.60200306589563,3.98482131291918,-15.7939615478911,1.62439889980166e-15,4.78155150774453e-13,25.0767837569759,"kinase non-catalytic C-lobe domain-containing protein 1",68
"69","tat",1.14395737059609,0.994493304064962,1.29342143712722,5.16853225668989,15.6746293893192,1.96884352855352e-15,5.54707601001892e-13,25.0738408180779,"tyrosine aminotransferase",69
"70","nbl1",5.55224548746874,4.8981527803774,6.20633819456009,1.2774032292752,17.3841550702754,1.39342854721005e-16,6.39097623443642e-14,25.0577308090603,"NBL1, DAN family BMP antagonist",70
"71","pcolcea",1.23281476211515,1.07152706104862,1.39410246318169,9.37691665855263,15.6538370571725,2.03617721217315e-15,5.65598408147589e-13,24.9903620135642,"procollagen C-endopeptidase enhancer a",71
"72","ank2b",1.60264010431846,1.39051618621861,1.81476402241832,3.46511947642017,15.4728601577424,2.73270254819768e-15,7.3827889939116e-13,24.9554816497606,"ankyrin 2b, neuronal",72
"73","colec12",1.45032566517631,1.25906444542346,1.64158688492917,4.80515940777066,15.529692115712,2.49079912215187e-15,6.82271392876099e-13,24.9500025361938,"collectin sub-family member 12",73
"74","LOC121892064",2.67062673981234,2.31570452381806,3.02554895580663,3.44698250870479,15.4100569286495,3.02839676658838e-15,7.96347213742079e-13,24.7492706987348,"A disintegrin and metalloproteinase with thrombospondin motifs 5",74
"75","LOC121888432",-1.73458899161249,-1.96534661059487,-1.5038313726301,7.33149323932885,-15.3944710467743,3.10676673363028e-15,8.06205967377058e-13,24.7124358657439,"collagen alpha-1(XVIII) chain-like",75
"76","drd2a",2.52888794726192,2.19357817967208,2.86419771485176,2.35410409254406,15.4457007488045,2.85674073767653e-15,7.61360011195359e-13,24.6348197358097,"dopamine receptor D2a",76
"77","tgm1l1",2.55386225906573,2.21210716147812,2.89561735665335,2.68924321526279,15.3040615412694,3.60453745151053e-15,9.23229709333645e-13,24.6274450790043,"transglutaminase 1 like 1",77
"78","asap3",2.69800688976306,2.33570593491672,3.06030784460941,5.43174974078853,15.2509820596315,3.93443751954723e-15,9.76082272122695e-13,24.4905572765613,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 3",78
"79","tmem204",1.63576574905121,1.41513240713952,1.8563990909629,2.90461608265453,15.1835806822069,4.3987494105647e-15,1.0579528765263e-12,24.4713991933436,"transmembrane protein 204",79
"80","ntn1a",1.44213941006025,1.24840324976418,1.63587557035632,7.46289734959776,15.2447670180735,3.9750517042861e-15,9.76082272122695e-13,24.3608359523387,"netrin 1a",80
"81","itgb2",-0.923432026325139,-1.04752704588445,-0.799337006765827,6.15475057814971,-15.2396437639339,4.0088563047327e-15,9.76082272122695e-13,24.3194112925045,"integrin, beta 2",81
"82","tnmd",1.55423010685851,1.34214544422747,1.76631476948955,2.33535922562125,15.0082580790551,5.89043241374727e-15,1.3667189183991e-12,24.1615911088933,"tenomodulin",82
"83","ssbp4",3.88839905641041,3.36624684439699,4.41055126842383,3.78768324450093,15.2509866653769,3.93440758106009e-15,9.76082272122695e-13,24.1467230170965,"single stranded DNA binding protein 4",83
"84","hgd",2.82306278703292,2.43809964679084,3.208025927275,1.50457040261977,15.0184676501194,5.79068942083424e-15,1.3595711518773e-12,24.1385172011324,"homogentisate 1,2-dioxygenase",84
"85","LOC121890607",-1.48127854665038,-1.68243137323015,-1.28012572007062,8.84676023174326,-15.0811627889088,5.21520239033647e-15,1.23920748846043e-12,24.1293404356245,"filamin-C-like",85
"86","pid1",1.32956484006842,1.14688885028677,1.51224082985008,4.09464751081591,14.905696944653,6.99640638882805e-15,1.5860129517295e-12,24.0149753482094,"phosphotyrosine interaction domain containing 1",86
"87","fgfr4",1.73480851491595,1.49680077931667,1.97281625051524,5.4036705356485,14.9274184433859,6.74550963675719e-15,1.54691791925727e-12,23.8824127592509,"fibroblast growth factor receptor 4",87
"88","dkk3b",1.61422072897442,1.39122507324201,1.83721638470683,5.76279209079616,14.8248651618565,8.01779477655011e-15,1.79689714299001e-12,23.7484622998799,"dickkopf WNT signaling pathway inhibitor 3b",88
"89","smad6b",1.37058578183008,1.18059097867515,1.560580584985,4.04093307553382,14.7736815891811,8.74296706419353e-15,1.91587551600028e-12,23.7006427955773,"SMAD family member 6b",89
"90","LOC121904173",1.42494325992201,1.22652909679061,1.62335742305341,6.69722056690356,14.707848113354,9.77632258761951e-15,2.07321111906486e-12,23.6500838124968,"calphotin-like",90
"91","tmem88a",2.39839401172209,2.06512465175687,2.73166337168731,0.467088464912879,14.7383673897983,9.28245867374654e-15,1.98987663003945e-12,23.6397735688388,"transmembrane protein 88 a",91
"92","fah",1.14621999696159,0.986957813088468,1.3054821808347,4.09278560336156,14.7393913017944,9.2663428950565e-15,1.98987663003945e-12,23.6221925160166,"fumarylacetoacetate hydrolase (fumarylacetoacetase)",92
"93","qdpra",1.17956926605503,1.01610312303138,1.34303540907868,7.02207544390075,14.7781430875589,8.67714781015275e-15,1.91587551600028e-12,23.5922058702925,"quinoid dihydropteridine reductase a",93
"94","nfs1",-1.26157144549957,-1.43793632308243,-1.0852065679167,6.44901885631678,-14.6495398597617,1.07966188589816e-14,2.26522252273229e-12,23.4759973545852,"NFS1 cysteine desulfurase",94
"95","jam2a",-3.13022623439239,-3.57105381188584,-2.68939865689894,6.21273010506608,-14.5422365875068,1.29710629408059e-14,2.6927926665113e-12,23.2686475647852,"junctional adhesion molecule 2a",95
"96","gxylt2",2.1941591743184,1.88386989692667,2.50444845171013,3.95058257059116,14.4819017420924,1.43874172989751e-14,2.9557150413582e-12,23.265004345576,"glucoside xylosyltransferase 2",96
"97","eya2",1.41846343495885,1.21768589597662,1.61924097394109,4.20358319921599,14.4686247415656,1.47199511741916e-14,2.99285440265369e-12,23.2255348802297,"EYA transcriptional coactivator and phosphatase 2",97
"98","LOC121899291",-1.28961691327864,-1.47316391163125,-1.10606991492603,4.32290901993246,-14.3892337631491,1.68807590089262e-14,3.36285180983881e-12,23.0765475377528,"NADPH oxidase 4",98
"99","msx1a",1.59292118526965,1.36635229593348,1.81949007460581,4.57513950876927,14.398533030169,1.66115904709149e-14,3.34299782925901e-12,23.0387842689518,"muscle segment homeobox 1a",99
"100","LOC121913056",1.36977447223074,1.17402270138365,1.56552624307784,5.94348277661608,14.3307065529307,1.86812905772548e-14,3.64784567093682e-12,22.8533252210723,"lamin-A-like",100
"101","LOC121907641",1.10071231787327,0.943957495338249,1.2574671404083,9.02824045977659,14.380604765468,1.71345488470417e-14,3.37927572361356e-12,22.7924766322683,"UDP-glucuronosyltransferase-like",101
"102","LOC121881047",-3.46029390434844,-3.95821754862305,-2.96237026007383,8.72596619231739,-14.2322797802149,2.21686911398741e-14,4.24476627825822e-12,22.7652514191554,"actin, alpha cardiac muscle",102
"103","lpar2b",1.58942095175663,1.35837325964991,1.82046864386335,0.356209276458646,14.0883954441569,2.85176634764478e-14,5.35643199126193e-12,22.6350627756683,"lysophosphatidic acid receptor 2b",103
"104","adam8b",-1.03561419079011,-1.18544365446206,-0.885784727118145,6.96925085384518,-14.1554930985224,2.53515212649145e-14,4.80752598448696e-12,22.5453315435025,"ADAM metallopeptidase domain 8b",104
"105","LOC121913659",3.54893733327056,3.03948425524326,4.05839041129786,0.740001229755428,14.2665306782328,2.08847249813109e-14,4.03812300079818e-12,22.5280146565233,"C-type lectin domain family 4 member E-like",105
"106","LOC121906130",1.36944650229156,1.16964731845407,1.56924568612906,6.8150343734445,14.0370418825891,3.12145081236054e-14,5.807665369941e-12,22.4780293317577,"cathepsin K-like",106
"107","LOC121895564",-2.63774888473073,-3.02336512461333,-2.25213264484813,6.74829759078259,-14.0088461903306,3.28056790919469e-14,5.99068150973497e-12,22.4695796489724,"sodium- and chloride-dependent taurine transporter-like",107
"108","ntn4",1.11391581020139,0.951126884696919,1.27670473570586,5.51576669958495,14.0136654699546,3.25279014484428e-14,5.99068150973497e-12,22.3434440054265,"netrin 4",108
"109","LOC121908262",-2.37765807190231,-2.72797463707053,-2.02734150673409,4.58400884461832,-13.8999410974317,3.97795754701202e-14,7.13211624928828e-12,22.30985525535,"serine-rich adhesin for platelets-like",109
"110","rab32a",1.86153012177439,1.58560238108472,2.13745786246406,4.82277555130177,13.8165285103757,4.61436451127648e-14,8.12540150816024e-12,22.1450836546311,"RAB32a, member RAS oncogene family",110
"111","LOC121901892",1.88045850429149,1.60101133836757,2.1599056702154,3.96548108727758,13.7812394709013,4.91436595681084e-14,8.50185310528275e-12,22.085070212306,"LRRN4 C-terminal-like protein",111
"112","rpz5",-3.19790650437708,-3.67131420279061,-2.72449880596354,3.97467815832696,-13.8342200944071,4.47113105210756e-14,7.94411230717705e-12,22.0493127788516,"rapunzel 5",112
"113","gli2a",1.88303056031521,1.60242058241226,2.16364053821816,4.504155515465,13.7429033823624,5.26313907392189e-14,9.02605467964239e-12,22.030872645785,"GLI family zinc finger 2a",113
"114","pdgfra",2.06400024952137,1.75618342515557,2.37181707388716,4.32558113240596,13.7322476348579,5.3645427954693e-14,9.12064767346944e-12,21.9845554118723,"platelet-derived growth factor receptor, alpha polypeptide",114
"115","hsp90b1",0.758747769145421,0.647782083359319,0.869713454931524,10.164994909978,14.0033827729061,3.31235429842435e-14,5.99323408013991e-12,21.9789638632392,"heat shock protein 90, beta (grp94), member 1",115
"116","cd44b",-1.37574163149384,-1.57991794009114,-1.17156532289655,6.48049161258039,-13.7992590122623,4.75874474419155e-14,8.30548352610139e-12,21.8641882423606,"CD44 molecule (Indian blood group) b",116
"117","bmp8a",-1.8230984483904,-2.09903428090133,-1.54716261587947,2.49791110966214,-13.5308866239985,7.71010118245069e-14,1.28863233491773e-11,21.651857028026,"bone morphogenetic protein 8a",117
"118","LOC121906289",0.786126477771676,0.668394547931063,0.903858407612289,9.13474376372797,13.6748444703268,5.94652278042469e-14,1.00237027585928e-11,21.4936041834994,"proline-rich transmembrane protein 1-like",118
"119","LOC121903639",2.25109381314263,1.90830531906996,2.59388230721531,3.41754887583623,13.4490495208684,8.94502532455789e-14,1.45796520207381e-11,21.4922953036395,"ral guanine nucleotide dissociation stimulator-like",119
"120","LOC121912251",-1.86962043051129,-2.15461620687255,-1.58462465415003,7.81306363291572,-13.4350490350391,9.17590477690975e-14,1.48333765582143e-11,21.3646088191741,"acetylcholine receptor subunit alpha",120
"121","si:ch73-366l1.5",-1.21537991697436,-1.39991876800023,-1.03084106594848,8.43222236892946,-13.4880285925726,8.33323639918557e-14,1.38107637197259e-11,21.2835787325119,"FILIA-N KH-like domain-containing protein",121
"122","chrng",-2.71913375665493,-3.13691633310646,-2.30135118020341,7.26020048483613,-13.329212203122,1.11324192352289e-13,1.78498839152182e-11,21.2535768444358,"cholinergic receptor, nicotinic, gamma",122
"123","LOC121890906",1.04859237697529,0.888969928532167,1.20821482541842,8.09998166138899,13.4535520240371,8.87205404884686e-14,1.45796520207381e-11,21.2266388810602,"aldo-keto reductase family 1 member B1-like",123
"124","ablim2",-1.64922307866187,-1.90456664505961,-1.39387951226413,6.18555748222511,-13.2275288699694,1.34183744235707e-13,2.1170974430533e-11,21.0997829722788,"actin binding LIM protein family, member 2",124
"125","itga7",-1.13919972027449,-1.31457136380722,-0.963828076741759,9.31852739203116,-13.3034637945033,1.16703880738943e-13,1.85615639994631e-11,20.9319468441578,"integrin, alpha 7",125
"126","wnt7aa",-1.27949426310241,-1.4788586317456,-1.08012989445923,3.87016580038031,-13.1436212450327,1.56666507134677e-13,2.45220385215087e-11,20.8858068096256,"wingless-type MMTV integration site family, member 7Aa",126
"127","cebpd",2.98904051457512,2.52134041571405,3.45674061343618,4.83149273828219,13.0884607332526,1.73529955162822e-13,2.67371701228217e-11,20.8403458264208,"CCAAT enhancer binding protein delta",127
"128","lamb1a",-1.40525613928982,-1.62530147306008,-1.18521080551956,5.95753548747187,-13.0787898718106,1.76673945910645e-13,2.7010570242246e-11,20.7882228098643,"laminin, beta 1a",128
"129","crabp2b",2.23655861745099,1.88750888492178,2.5856083499802,6.89179084372463,13.1225189886861,1.62909019174938e-13,2.52983596548671e-11,20.7255890761336,"cellular retinoic acid binding protein 2, b",129
"130","ramp2",1.53722412623446,1.29344483550573,1.78100341696319,4.11416885001241,12.9141140422045,2.40217989703245e-13,3.53550686039358e-11,20.475979137858,"receptor (G protein-coupled) activity modifying protein 2",130
"131","boc",1.15377661914824,0.971376852670439,1.33617638562605,6.36486564872624,12.9545308735749,2.22711700078043e-13,3.35291614422836e-11,20.4227221689143,"BOC cell adhesion associated, oncogene regulated",131
"132","LOC121899090",-3.15217927802023,-3.65095964613677,-2.65339890990369,3.28858989746604,-12.9427270604163,2.27684210810516e-13,3.40180909515531e-11,20.3564005108756,"collagen alpha-1(XXVI) chain",132
"133","fn1b",1.45586345459683,1.22654114143981,1.68518576775386,5.61278389839698,13.0016528213322,2.03949311244203e-13,3.09406793566014e-11,20.3555449749645,"fibronectin 1b",133
"134","cachd1",1.73586254923085,1.45749711153064,2.01422798693107,4.30504715757376,12.7709809280933,3.14474363348885e-13,4.52705357223847e-11,20.2518636061214,"cache domain containing 1",134
"135","pdia4",0.878936826333419,0.739588954004897,1.01828469866194,7.05754158838982,12.9175917152256,2.38657424045055e-13,3.53550686039358e-11,20.2018333330862,"protein disulfide isomerase family A, member 4",135
"136","adm2a",-1.16901467783987,-1.35576031142618,-0.982269044253565,6.48203457794699,-12.8201687692597,2.86601972254654e-13,4.18693636800465e-11,20.1658759427989,"adrenomedullin 2a",136
"137","cgnl1",1.71772238315728,1.4399418440473,1.99550292226726,3.50864577473472,12.6641309581464,3.8505795717408e-13,5.46809592476611e-11,20.0651327844124,"cingulin-like 1",137
"138","LOC121906227",3.80057729606734,3.191811071792,4.40934352034267,2.63958321421748,12.7856630593751,3.05874023548358e-13,4.43562315619171e-11,20.0012637017084,"protein S100-A6-like",138
"139","dnm3b",-1.39234557445758,-1.61751603271771,-1.16717511619744,6.21146875104106,-12.6636780687136,3.85389581960496e-13,5.46809592476611e-11,19.9478498130189,"dynamin 3b",139
"140","LOC121889156",-1.63162286917879,-1.89615545862969,-1.36709027972789,7.30283512047929,-12.6317881995749,4.09495927457221e-13,5.76862762950808e-11,19.9437042347275,"synaptopodin-2",140
"141","LOC121887076",-1.97334261875137,-2.294049866412,-1.65263537109075,7.69695544461248,-12.6013755675163,4.33933067053106e-13,5.94307496418149e-11,19.9383788225789,"synaptopodin 2-like protein",141
"142","plcl5",-1.68546088808867,-1.96045348451123,-1.41046829166612,3.18626321899836,-12.5522595800773,4.76615675304055e-13,6.48263058506661e-11,19.8400086624164,"phospholipase C like 5",142
