"","category","ratio","pvalue","p.adjust","qvalue","ID","GeneRatio","BgRatio","Count","geneID"
"11","ko04031  GTP-binding proteins",1.09649684671697,0.226665613692463,0.598629571666396,0.472602293420839,"ko04031","61/4069","254/18578",61,"rab32a/LOC121894039/arl8ba/LOC121908160/rab24/gnai3/LOC121900032/rab14l/arl9/LOC121911286/arl4ab/LOC121903626/rerg/srprb/LOC121887622/gnav1/ralba/rab3db/LOC121882938/LOC121890872/rab20/gng3/gng12a/rergla/LOC121891786/LOC121901074/rhoub/LOC121894035/arf3a/rab18a/rab7a/rhot1a/rhobtb4/rnd2/LOC121912073/aldh3a2b/rab31/arl4aa/sar1ab/rab34a/rab27a/ift22/LOC121885318/rnd3a/gnai2b/arl6/rab1ba/gna11b/gnat2/rab4b/LOC121886956/si:dkey-204f11.64/rhebl1/LOC121891971/LOC121913501/LOC121914132/LOC121893854/LOC121895481/gnb2/LOC121908580/LOC121896034"
"12","ko02042  Bacterial toxins",1.52191365609896,0.258145230543002,0.598629571666396,0.472602293420839,"ko02042","4/4069","12/18578",4,"nbl1/hyal1/LOC121894435/neu1"
"13","ko01006  Prenyltransferases",1.42679405259277,0.261900437604048,0.598629571666396,0.472602293420839,"ko01006","5/4069","16/18578",5,"dhdds/fdps/fdft1/rabggta/rabggtb"
"14","ko00199  Cytochrome P450",1.16798024770385,0.334363908700147,0.713309671893647,0.563139214652879,"ko00199","11/4069","43/18578",11,"LOC121889192/LOC121907923/LOC121897527/LOC121894568/LOC121909123/LOC121912486/LOC121892099/LOC121904285/LOC121911448/LOC121900957/LOC121911449"
"15","ko03012  Translation factors",1.06945283942089,0.384717349780743,0.724173834881398,0.571716185432683,"ko03012","26/4069","111/18578",26,"LOC121889464/LOC121909631/eif4a1a/eef1db/slit1a/gfm1/eif2b1/dph7/eif4g2b/si:ch211-166a6.5/eif5b/LOC121908547/dph5/LOC121904020/eif2b3/eef1da/LOC121898492/LOC121900172/abcf3/eif2a/slit2/si:dkey-19e4.5/secisbp2l/eif3jb/cenpe/dph1"
"16","ko01004  Lipid biosynthesis proteins",1.05363253114543,0.423526956830936,0.752936812143886,0.594423799060963,"ko01004","24/4069","104/18578",24,"mboat2a/tecra/gpat3/hacd1/scd/elovl6/scdb/hsd17b12a/slc27a1a/LOC121890335/acot7/elovl1a/mboat7/agpat9l/acsl4a/slc27a6/LOC121890333/LOC121894207/gpam/fasn/LOC121886987/ppt2b/zgc:153738/ppt1"
"17","ko04091  Lectins",1.03972319080028,0.454795810355853,0.765971891125648,0.604714650888669,"ko04091","23/4069","101/18578",23,"LOC121885527/colec12/LOC121913659/LOC121909298/lgals3b/calr/LOC121913506/colec10/acanb/mrc2/canx/edem3/pla2r1/LOC121888392/LOC121885369/LOC121905407/si:dkey-26c10.5/LOC121903452/LOC121895767/LOC121883761/lman2/os9/LOC121900435"
"18","ko01003  Glycosyltransferases",0.999368194777428,0.528022787051585,0.844836459282536,0.66697615206516,"ko01003","51/4069","233/18578",51,"gxylt2/LOC121907641/hs6st1a/hs3st3b1b/plod3/st3gal4/plod2/extl2/LOC121887782/LOC121881793/galnt18b/LOC121912345/LOC121887271/usta/mpdu1b/b4galt5/LOC121901253/LOC121901833/gal3st2/b3glcta/hnrnpk/LOC121884996/fut8b/LOC121908505/cnn3a/b3gnt9/pomt2/csgalnact2/LOC121894475/LOC121894669/has2/b3galt8/hs3st1/LOC121901197/b3gat3/b3galt4/galnt14/b3gnt5a/galnt7/LOC121884836/LOC121911678/alg12/si:dkey-199f5.8/st3gal2/chsy3/hs6st2/chsy1/b4galt1l/hs2st1b/ext2/LOC121905430"
"19","ko00537  Glycosylphosphatidylinositol (GPI)-anchored proteins",0.95119603506185,0.646917174226096,0.985778551201671,0.778246224632898,"ko00537","25/4069","120/18578",25,"alpl/lpl/LOC121900512/nbl1/LOC121906130/LOC121901059/LOC121908813/im:7151449/spaca4l/hyal1/ctsla/gpc4/LOC121894435/LOC121897527/LOC121913639/LOC121913642/gpc5c/LOC121913640/LOC121898268/LOC121913021/LOC121883587/LOC121895767/gpc5a/LOC121891961/gpc6a"
"20","ko03029  Mitochondrial biogenesis",0.826469667550428,0.980939038087707,0.99999999980784,0.789473684058821,"ko03029","82/4069","453/18578",82,"LOC121887888/acta1a/nfs1/LOC121881047/znf106a/lonp1/acta2/actb1/ulk2/gfm1/actc1a/oxa1l/grpel1/lrrfip1a/acta1b/eif4g2b/cpt1ab/birc2/LOC121899980/LOC121885235/nfe2l2a/samm50l/rars1/LOC121909650/LOC121897746/LOC121903406/nrip1b/vdac3/zgc:56235/afg1lb/LOC121892156/LOC121887887/myo5c/LOC121883474/agfg1b/LOC121900376/LOC121883588/fis1/hspa9/pprc1/LOC121909162/ecsit/actb2/bnip3la/ccnl1a/COX2/atg16l1/wipi2/hspa8b/rhot1a/LOC121911428/LOC121898843/LOC121909885/lars2/yy1a/cpt1a2b/cdc37l1/si:ch1073-143l10.2/gabpb2a/endog/LOC121881294/crtc1a/map1lc3c/atg4c/ndufaf3/si:dkey-19e4.5/LOC121907258/mcur1/map1lc3b/sirt1/htt/isca2/timm44/LOC121884400/LOC121890155/sumo2a/LOC121893923/LOC121899138/lars1b/mpc1/yy1b/rpp40"
"21","ko03009  Ribosome biogenesis",0.739058789832229,0.99320619569201,0.99999999980784,0.789473684058821,"ko03009","45/4069","278/18578",45,"slit1a/LOC121904493/xpo1b/ncl/lsg1/xrn1/nmd3/atp11a/ipo4/kpnb3/rcl1/pak1ip1/grwd1/rrp8/ebna1bp2/bysl/LOC121893825/urb1/hspa8b/abce1/wdr43/faf2/ddx49/eif2a/slit2/atp8a2/nop10/pelp1/nip7/ddx27/msl1b/rrp1/aatf/tsr1/eif3jb/nop58/heatr1/pum3/dhx33/LOC121883940/csnk2a2b/xpo1a/rpp40/rrp12/gnl3"
"22","ko03051  Proteasome",0.489186532317523,0.997596250611359,0.99999999980784,0.789473684058821,"ko03051","9/4069","84/18578",9,"LOC121903639/LOC121884097/hspa8b/ddi2/psmc4/psmb6/psma6a/psmd11b/LOC121899173"
"23","ko04030  G protein-coupled receptors",0.715116055275415,0.998368447653621,0.99999999980784,0.789473684058821,"ko04030","52/4069","332/18578",52,"fzd2/drd2a/lpar2b/ramp2/lpar4/f2rl1.2/adcyap1r1a/adgrl2a/ednrba/ednraa/rxfp1/LOC121897079/adra1d/calcrla/LOC121894572/pth1r/ackr3a/s1pr2/LOC121888104/adgra2/si:dkey-63b1.1/smo/adgrl4/LOC121895397/avpr1aa/s1pr5b/adgrb3/LOC121905304/ackr4b/LOC121905310/LOC121905675/adgra3/celsr1a/LOC121907338/LOC121891584/LOC121895898/LOC121886469/lgr4/ackr4a/adra2b/gprc5ba/LOC121894833/gpr174/LOC121882015/LOC121899225/opn5/f2rl2/lpar1/LOC121912272/pard3bb/p2ry4/LOC121883940"
"24","ko03041  Spliceosome",0.748823120085137,0.998494933068101,0.99999999980784,0.789473684058821,"ko03041","72/4069","439/18578",72,"pabpc4/cbx1a/igf2bp3/rbfox1l/thrap3a/dqx1/khdrbs1a/manf/LOC121904691/srsf5b/b3glcta/hnrnpk/ilf3b/sfpq/cbx3a/acin1a/si:ch73-138n13.1/hnrnpaba/igf2bp1/bub3/LOC121882496/LOC121889134/b3gat3/LOC121901481/LOC121888854/sf3b2/ppil1/cirbpa/hspa8b/elavl2/dpf3/ddx42/LOC121890513/hnrnpl/LOC121901446/LOC121892353/LOC121912702/serbp1a/zfr2/hnrnpul1/e2f4/ints6/ythdc1/LOC121892095/rbm4.3/ddx39ab/bud13/rbm15b/srsf2a/ddx1/ddx27/LOC121909011/LOC121913378/tp53bp2a/sf3b5/msl1b/ints4/ddx46/hnrnpm/ints7/LOC121887945/scaf8/LOC121900126/rbmx/srsf1b/aqr/LOC121884827/snip1/LOC121898608/srsf1a/LOC121901491/mbnl2"
"25","ko04040  Ion channels",0.618277422790202,0.99989910951896,0.99999999980784,0.789473684058821,"ko04040","39/4069","288/18578",39,"LOC121912251/chrng/wu:fb13g09/clic2/cacna1c/chrnd/LOC121906368/LOC121910887/pkd2/LOC121891211/ano5a/clcn5b/clns1a/LOC121909650/trpm4a/LOC121912252/LOC121905499/tpcn1/kcnq5b/LOC121910801/kcnk18/LOC121906089/clcn7/kcnj2a/kcnc2/clic4/ano10b/LOC121894610/LOC121891250/trpc1/LOC121883889/LOC121907117/trpm3/LOC121885652/LOC121885014/grik2/cacna1ha/LOC121894523/trpv4"
"26","ko03021  Transcription machinery",0.62710177154921,0.999992974544142,0.99999999980784,0.789473684058821,"ko03021","57/4069","415/18578",57,"acta1a/LOC121881047/ctdsp2/plod3/acta2/irx5a/actb1/plod2/actc1a/ubtf/acta1b/chd2/LOC121891993/med13a/smarcd3b/LOC121908675/LOC121885949/pigt/sfpq/gtf2f1/LOC121897884/arid2/med23/LOC121892638/pbrm1l/LOC121913994/actb2/csrnp1b/LOC121888854/LOC121882923/med7/LOC121907130/smarca5/nelfa/zgc:114119/ctdp1/LOC121881309/LOC121894182/taf6/taf5/larp7/smarcc2/polr3e/gtf3c4/taf12/spty2d1/ubtfl/polr1f/LOC121890402/ell/scaf8/gtf3c3/ell2/nelfb/smarcd1/cdc73/polr2b"
"27","ko03400  DNA repair and recombination proteins",0.616173006783428,0.99999850979247,0.99999999980784,0.789473684058821,"ko03400","61/4069","452/18578",61,"LOC121903639/irx5a/LOC121882289/nav2a/cenpx/msh6/LOC121912961/LOC121914036/LOC121882918/rpa3/ube2b/rpa1/atr/rbbp8/per3/msh2/mms19/eloa/her9/timeless/LOC121910098/peds1/LOC121892638/nek11/lig1/rfc2/apex1/ube2na/fanci/fancd2/nek4/cenps/neil3/LOC121897170/rfc1/pcna/rpa2/fen1/LOC121892094/prkdc/tp63/rad54b/ap5m1/nav3/ywhag2/pold2/eif2a/hmgb1a/pold1/ap5s1/si:ch1073-390k14.1/aste1b/parp4/uimc1/cry2/LOC121890402/ube2t/rfc3/pole/ywhaba/polr2b"
"28","ko03011  Ribosome",0.39065163365107,0.99999971158191,0.99999999980784,0.789473684058821,"ko03011","16/4069","187/18578",16,"igf2bp3/tpd52/nars1/rps4x/LOC121889849/eloa/igf2bp1/rpl22l1/washc3/LOC121899952/rplp0/rpsa/mrpl28/mrpl9/LOC121900133/ctns"
